POS	exp01	exp10
1360	7.896	36.53
1361	11.08	6.325
1362	24.87	39.24
1363	3.121	1.429
1364	1.999	1.171
1365	8.005	16.92
1366	3.458	3.676
1367	1.967	1.218
1368	17.91	26.99
1369	10.69	9.821
1370	5.604	5.656
1371	4.484	57.34
1372	21.98	84.31
1373	24.91	70.7
1374	11.02	18.28
1375	5.821	8.724
1376	1.46	0.4831
1377	6.065	3.71
1378	2.834	2.377
1379	2.82	3.373
1380	3.546	2.055
1381	6.269	5.941
1382	1.444	2.804
1383	2.383	4.522
1384	2.383	4.522
1385	1.46	0.4831
1386	9.967	50.92
1387	18.84	22.48
1388	10.98	11.73
1389	1.973	1.198
1390	5.71	12.35
1391	9.695	27.24
1392	9.695	27.24
1393	2.605	4.614
1394	2.605	4.614
1395	2.605	4.614
1396	4.627	3.915
1397	1.892	1.204
1398	1.892	1.204
1399	1.46	0.4831
1400	1.46	0.4831
1401	1.46	0.4831
1402	1.46	0.4831
1403	5.087	1.634
1404	23.72	21.42
1405	2.45	0.6373
1406	1.46	0.4831
1407	1.46	0.4831
1408	1.46	0.4831
1409	1.46	0.4831
1410	1.64	0.9905
1411	1.46	0.4831
1412	1.46	0.4831
1413	4.395	10.41
1414	4.395	10.41
1415	4.395	10.41
1416	3.839	19.38
1417	2.399	3.852
1418	2.399	3.852
1419	19.87	19.1
1420	1.346	2.459
1421	5.828	35.18
1422	2.689	33.51
1423	7.038	6.874
1424	2.931	4.734
1425	10.1	53.03
1426	5.425	8.216
1427	8.153	45.65
1428	10.05	12.99
1429	10.64	7.678
1430	2.453	2.151
1431	1.909	1.068
1432	7.059	41.21
1433	13.93	43.71
1434	7.54	27.59
1435	8.78	24.81
1436	12.09	9.113
1437	2.54	6.181
1438	1.71	7.16
1439	1.651	0.7985
1440	9.95	45.17
1441	1.651	0.7985
1442	1.651	0.7985
1443	1.651	0.7985
1444	1.651	0.7985
1445	1.651	0.7985
1446	2.872	8.149
1447	12.31	20.77
1448	30.25	62.52
1449	30.55	61.91
1450	12.13	32.18
1451	2.19	2.516
1452	2.775	1.012
1453	24.48	23.14
1454	8.217	9.191
1455	3.488	3.16
1456	4.498	3.085
1457	15.44	19.07
1458	2.272	3.495
1459	1.96	1.221
1460	20.51	57.66
1461	13.83	45.35
1462	20.21	37.68
1463	1.954	1.144
1464	15.72	29.08
1465	29.98	38.04
1466	3.601	14.47
1467	7.386	19.8
1468	3.892	3.947
1469	23.22	40.11
1470	4.054	23.02
1471	12.07	34.48
1472	17.78	46.66
1473	1.968	1.132
1474	8.9	8.374
1475	14.09	43.74
1476	11.73	60.56
1477	4.779	39.24
1478	11.49	15.26
1479	1.974	1.315
1480	1.974	1.315
1481	1.974	1.315
1482	11.42	42.49
1483	11.7	51.26
1484	22.58	71.53
1485	2.401	8.678
1486	10.51	16.41
1487	11.41	19.16
1488	4.256	16.67
1489	18.73	44.36
1490	18.54	43.57
1491	18.54	43.57
1492	18.54	43.57
1493	13.88	43.69
1494	23.15	10.5
1495	2.829	8.564
1496	7.59	19.18
1497	3.871	7.83
1498	2.788	2.983
1499	6.975	7.868
1500	13.02	30.76
1501	17.98	64.55
1502	17.98	64.55
1503	4.817	5.264
1504	8.995	24.17
1505	1.971	1.103
1506	6.391	20.39
1507	16.64	43.47
1508	8.776	13.86
1509	5.803	41.55
1510	17.76	35.6
1511	17.58	50.39
1512	18.41	19.93
1513	13.56	40.11
1514	7.198	4.169
1515	4.34	9.745
1516	2.877	14.83
1517	4.501	3.255
1518	17.93	18.39
1519	8.571	7.104
1520	6.995	19.51
1521	3.131	1.696
1522	3.985	16.29
1523	3.479	21.05
1524	7.562	13.84
1525	1.903	1.092
1526	4.996	31.86
1527	2.269	7.827
1528	2.64	3.913
1529	16.78	19.59
1530	2.874	8.969
1531	27.33	20.56
1532	16.21	31.83
1533	8.425	27.54
1534	1.887	1.126
1535	3.786	7.415
1536	9.452	31.95
1537	18.05	33.72
1538	13.34	66.93
1539	19.72	40.9
1540	24.23	67.68
1541	2.155	6.232
1542	5.292	4.717
1543	15.26	6.142
1544	12.6	51.81
1545	27.11	22.59
1546	28.63	55.45
1547	2.641	2.203
1548	3.629	2.918
1549	6.179	6.753
1550	5.49	6.224
1551	4.583	2.118
1552	3.005	1.351
1553	10.72	19.72
1554	12.16	18.58
1555	8.835	15.92
1556	2.237	2.857
1557	2.43	4.88
1558	2.604	3.178
1559	10.35	9.325
1560	4.259	2.265
1561	12.31	17.64
1562	28.31	45.71
1563	2.73	0.9229
1564	1.95	1.195
1565	6.988	36.55
1566	1.949	3.704
1567	12.76	11.63
1568	8.391	6.343
1569	4.761	2.322
1570	4.761	2.322
1571	4.761	2.322
1572	1.999	1.171
1573	5.036	2.517
1574	5.036	2.517
1575	3.199	1.425
1576	3.199	1.425
1577	1.999	1.171
1578	1.999	1.171
1579	1.999	1.171
1580	3.332	1.663
1581	6.626	9.816
1582	3.958	10.21
1583	1.379	2.711
1584	1.68	0.8278
1585	5.975	9.132
1586	7.094	4.818
1587	4.451	3.58
1588	4.092	1.4
1589	3.123	6.638
1590	12.79	14.98
1591	15.36	16.57
1592	8.648	10.29
1593	10.14	10.29
1594	2.372	1.551
1595	10.8	5.753
1596	19.85	45.46
1597	20.5	36.72
1598	5.067	44.39
1599	6.025	6.097
1600	12.28	28.33
1601	14.45	23.47
1602	10.46	8.923
1603	7.427	5.697
1604	1.632	8.252
1605	12.84	7.263
1606	3.507	3.029
1607	10.08	11.93
1608	25.58	26.27
1609	4.407	2.857
1610	28.75	34.78
1611	15.75	20.53
1612	11.18	25.3
1613	2.021	1.274
1614	1.68	0.8278
1615	11.33	16.38
1616	11.33	16.38
1617	11.33	16.38
1618	3.471	18.14
1619	10.17	27.95
1620	15.56	37.82
1621	12.77	12.57
1622	7.88	11.56
1623	2.096	6.718
1624	5.606	4.826
1625	1.974	1.153
1626	8.004	7.864
1627	3.22	1.939
1628	3.22	1.939
1629	5.03	11.13
1630	8.176	4.823
1631	1.943	1.24
1632	2.06	1.858
1633	6.251	12.96
1634	1.82	6.718
1635	1.448	1.536
1636	11.28	21.24
1637	6.297	38.99
1638	10.01	41.68
1639	22.44	38.05
1640	2.242	4.506
1641	4.421	2.537
1642	21.39	39.07
1643	12.06	30.96
1644	3.317	12.2
1645	6.753	16.79
1646	3.073	3.191
1647	8.237	9.483
1648	10.02	47.01
1649	8.662	9.089
1650	6.847	8.839
1651	8.359	22.4
1652	10.07	9.062
1653	13.63	14.14
1654	7.517	3.516
1655	7.466	9.601
1656	7.227	31.18
1657	4.866	10.42
1658	11.81	6.911
1659	3.723	39.31
1660	3.325	2.544
1661	2.202	2.544
1662	4.01	36.58
1663	6.351	42.3
1664	2.271	2.855
1665	12.04	7.907
1666	1.997	1.282
1667	1.946	1.089
1668	2.576	6.598
1669	3.151	4.485
1670	4.281	53.11
1671	7.673	27.19
1672	2.026	1.334
1673	11.36	12.62
1674	4.076	1.688
1675	1.917	16.03
1676	9.606	4.769
1677	1.894	1.006
1678	2.272	3.495
1679	2.272	3.495
1680	3.374	3.093
1681	6.386	6.332
1682	5.375	16.26
1683	4.672	11.99
1684	4.672	11.99
1685	2.239	2.403
1686	3.087	13.96
1687	14.27	37.25
1688	7.32	2.735
1689	2.261	0.8852
1690	6.754	22.91
1691	12.94	21.63
1692	3.46	3.207
1693	4.682	10.19
1694	12.63	21.16
1695	11.72	21.87
1696	19.29	41.84
1697	1.892	1.204
1698	3.89	7.472
1699	6.424	14.49
1700	2.311	2.731
1701	2.311	2.731
1702	3.521	4.032
1703	3.521	4.032
1704	3.521	4.032
1705	2.861	1.05
1706	1.508	0.6503
1707	5.818	5.327
1708	9.872	13.5
1709	14.32	49.3
1710	10.19	7.9
1711	8.02	29.92
1712	10.48	7.779
1713	3.22	1.939
1714	1.67	0.726
1715	7.299	5.711
1716	4.006	2.859
1717	27.25	69.1
1718	1.985	1.141
1719	1.985	1.141
1720	1.985	1.141
1721	1.985	1.141
1722	1.985	1.141
1723	2.455	2.7
1724	2.455	2.7
1725	1.985	1.141
1726	14.35	33.87
1727	9.217	5.676
1728	4.221	10.34
1729	10.36	32.55
1730	9.139	45.09
1731	3.616	3.216
1732	2.202	2.544
1733	11.16	6.62
1734	6.446	4.476
1735	17.74	58.79
1736	6.99	17.01
1737	4.635	2.073
1738	6.361	5.731
1739	3.661	7.557
1740	4.83	3.882
1741	1.658	1.024
1742	3.658	3.261
1743	3.726	4.955
1744	3.726	4.955
1745	3.726	4.955
1746	4.006	2.859
1747	4.006	2.859
1748	4.006	2.859
1749	8.627	7.938
1750	4.184	4.391
1751	4.492	6.408
1752	4.492	6.408
1753	1.836	0.9263
1754	2.279	14.15
1755	16.61	57.54
1756	17.44	59.66
1757	8.135	8.171
1758	8.135	8.171
1759	4.281	10.1
1760	4.281	10.1
1761	1.943	1.24
1762	1.943	1.24
1763	1.943	1.24
1764	2.202	2.544
1765	2.202	2.544
1766	2.202	2.544
1767	5.901	5.557
1768	2.607	2.948
1769	9.123	11.37
1770	5.653	11.33
1771	4.11	7.535
1772	9.18	2.351
1773	7.376	9.917
1774	2.399	3.852
1775	4.672	11.99
1776	4.672	11.99
1777	4.672	11.99
1778	4.672	11.99
1779	4.672	11.99
1780	10.21	11.18
1781	22.05	44.18
1782	3.644	12.44
1783	1.892	1.204
1784	1.95	1.195
1785	2.666	5.566
1786	2.339	3.805
1787	6.327	30.26
1788	3.91	34.05
1789	5.715	5.876
1790	6.514	30.16
1791	2.271	1.915
1792	2.53	1.558
1793	1.701	0.9055
1794	23.71	23.16
1795	3.185	1.701
1796	1.77	0.8894
1797	1.77	0.8894
1798	1.77	0.8894
1799	13.51	26.55
1800	4.494	36.3
1801	17.73	42.6
1802	8.957	12.27
1803	2.95	6.45
1804	2.458	7.167
1805	10.65	25.17
1806	2.607	2.948
1807	1.799	1.88
1808	1.799	1.88
1809	1.678	18.08
1810	2.719	23.94
1811	1.788	20.46
1812	2.225	16.74
1813	2.001	1.215
1814	2.001	1.215
1815	2.001	1.215
1816	2.001	1.215
1817	2.001	1.215
1818	2.001	1.215
1819	2.001	1.215
1820	5.284	3.204
1821	10.02	24
1822	1.64	0.9905
1823	6.317	12.18
1824	2.837	8.635
1825	2.607	2.948
1826	2.028	1.343
1827	18.9	24.05
1828	6.753	15.13
1829	2.339	3.805
1830	1.668	0.8305
1831	4.545	22
1832	2.942	39.44
1833	3.464	5.623
1834	25.46	54.46
1835	5.525	25.08
1836	9.025	6.377
1837	8.696	7.127
1838	21.19	60.25
1839	4.627	3.915
1840	1.701	0.9055
1841	1.701	0.9055
1842	2.016	2.197
1843	3.498	6.7
1844	27.44	25.55
1845	3.773	6.168
1846	9.737	32.9
1847	3.06	6.261
1848	2.097	1.778
1849	8.464	4.667
1850	4.676	3.862
1851	1.687	4.738
1852	5.816	2.667
1853	8.586	7.149
1854	3.469	8.895
1855	3.469	8.895
1856	4.388	5.045
1857	1.838	3.238
1858	1.892	1.204
1859	7.329	44.53
1860	2.113	2.418
1861	5.652	7.999
1862	15.27	23.58
1863	6.938	36.15
1864	5.416	3.537
1865	1.729	2.767
1866	2.253	4.312
1867	31.86	24.05
1868	3.9	7.858
1869	16.45	36.3
1870	12.74	15.74
1871	7.089	25.96
1872	9.964	20.54
1873	11.23	5.875
1874	7.876	3.605
1875	3.38	2.434
1876	2.028	1.285
1877	4.242	11.67
1878	1.968	1.132
1879	1.77	2.304
1880	3.86	11.34
1881	1.979	1.09
1882	2.105	1.856
1883	5.025	41.55
1884	5.117	6.402
1885	2.519	3.765
1886	4.238	6.036
1887	7.778	3.671
1888	1.892	1.204
1889	11.09	9.574
1890	2.584	5.779
1891	1.979	1.09
1892	2.289	3.003
1893	2.003	1.129
1894	2.341	2.855
1895	7.732	16.17
1896	2.028	1.343
1897	2.496	4.383
1898	21.07	16.76
1899	2.38	5.382
1900	2.003	1.129
1901	2.272	3.495
1902	5.451	4.928
1903	3.5	3.573
1904	8.846	31.43
1905	7.477	37.4
1906	14.5	56.82
1907	10.47	11.05
1908	3.366	3.815
1909	4.731	3.086
1910	2.053	1.486
1911	9.679	8.161
1912	4.933	35.7
1913	2.549	8.599
1914	10.08	3.572
1915	2.198	15.91
1916	3.981	1.554
1917	13.52	22.4
1918	1.374	2.514
1919	5.901	26.54
1920	12.26	18.38
1921	4.156	9.988
1922	1.613	0.6844
1923	2.761	0.9004
1924	2.053	1.909
1925	1.613	0.6844
1926	2.362	1.509
1927	2.524	8.273
1928	5.371	11.68
1929	1.854	0.9866
1930	28.89	31.91
1931	2.455	3.582
1932	22.29	57.75
1933	3.061	24.7
1934	1.481	0.8121
1935	3.736	30.05
1936	17.72	40.7
1937	2.454	8.279
1938	5.288	34.48
1939	5.288	34.48
1940	4.099	24.81
1941	2.267	4.671
1942	2.279	1.381
1943	21.63	22.43
1944	14.77	9.719
1945	1.849	1.6
1946	1.46	0.4831
1947	3.731	0.9003
1948	3.075	1.501
1949	13.99	38.05
1950	4.062	1.261
1951	1.894	1.006
1952	2.94	0.6002
1953	2.433	1.773
1954	2.292	2.87
1955	12.13	10.79
1956	4.465	32.28
1957	5.314	14.34
1958	8.817	50.91
1959	10.38	10.98
1960	11.77	12.23
1961	6.892	9.44
1962	10.39	10.74
1963	6.892	9.44
1964	3.019	1.478
1965	7.725	33.72
1966	9.195	34.33
1967	7.725	33.72
1968	10.17	10.06
1969	4.345	13.45
1970	8.12	4.036
1971	4.462	2.815
1972	9.658	13.26
1973	25.54	78.14
1974	19.65	45.45
1975	2.075	2.103
1976	1.925	1.081
1977	4.522	9.566
1978	6.657	3.272
1979	6.657	3.272
1980	9.747	7.526
1981	8.176	4.823
1982	1.728	1.64
1983	4.043	9.931
1984	1.995	1.433
1985	3.23	9.559
1986	2.561	3.102
1987	3.23	9.559
1988	1.696	3.649
1989	3.003	2.555
1990	7.924	5.929
1991	32.92	26.85
1992	1.8	1.014
1993	3.772	0.8629
1994	5.996	13.42
1995	1.384	2.718
1996	4.987	3.404
1997	1.508	0.6503
1998	1.892	1.204
1999	10.75	10.25
2000	6.167	5.888
2001	4.928	16.34
2002	12.01	19.27
2003	1.607	22.77
2004	1.668	0.8305
2005	28.27	44.63
2006	8.585	19.05
2007	5.461	4.815
2008	7.507	6.038
2009	2.028	1.343
2010	2.028	1.343
2011	2.028	1.343
2012	2.028	1.343
2013	2.028	1.343
2014	8.71	39.49
2015	9.392	10.8
2016	3.865	22.31
2017	2.896	6.637
2018	4.155	8.932
2019	1.672	0.8283
2020	5.127	5.544
2021	7.971	12.28
2022	8.511	7.337
2023	8.064	4.497
2024	2.471	7.637
2025	1.992	1.212
2026	1.992	1.212
2027	2.58	6.675
2028	1.992	1.212
2029	1.992	1.212
2030	3.246	1.635
2031	3.246	1.635
2032	1.922	2.154
2033	2.145	3.306
2034	2.026	1.334
2035	2.026	1.334
2036	2.026	1.334
2037	2.026	1.334
2038	2.963	3.445
2039	2.026	1.334
2040	2.026	1.334
2041	8.833	13.96
2042	2.475	7.307
2043	2.371	7.586
2044	5.324	13.05
2045	12.04	9.785
2046	6.84	11.12
2047	3.135	1.394
2048	3.135	1.394
2049	3.135	1.394
2050	1.973	1.198
2051	2.506	4.056
2052	2.607	2.948
2053	6.569	5.187
2054	16.9	30.66
2055	8.423	10.9
2056	3.003	2.555
2057	4.328	10.21
2058	11.43	7.599
2059	1.985	1.141
2060	1.985	1.141
2061	2.03	1.246
2062	1.973	1.198
2063	3.823	3.358
2064	3.202	1.543
2065	1.46	0.4831
2066	11.52	6.788
2067	10.46	6.209
2068	1.891	1.106
2069	1.891	1.106
2070	1.891	1.106
2071	0.9263	1.007
2072	1.985	1.141
2073	2.001	1.215
2074	4.566	10.6
2075	8.263	7.868
2076	2.837	33.03
2077	6.167	12.61
2078	1.924	1.041
2079	1.925	1.081
2080	2.021	1.27
2081	6.187	12.43
2082	2.554	4.644
2083	4.544	6.205
2084	5.886	11.74
2085	5.886	11.74
2086	4.595	3.978
2087	2.041	4.994
2088	2.262	6.516
2089	13.56	14.05
2090	7.547	27.55
2091	5.755	3.766
2092	4.408	13.77
2093	1.962	1.063
2094	1.962	1.063
2095	6.559	5.738
2096	11.71	6.534
2097	5.128	3.117
2098	4.842	4.194
2099	3.22	1.939
2100	3.068	1.467
2101	3.068	1.467
2102	3.31	10.89
2103	3.068	1.467
2104	3.068	1.467
2105	3.004	4.262
2106	12.72	60.51
2107	9.428	18.69
2108	1.996	1.399
2109	10.32	16.65
2110	5.758	28.25
2111	9.071	15.59
2112	7.314	17.54
2113	2.954	1.113
2114	1.952	1.077
2115	2.028	1.343
2116	13.84	15.76
2117	3.233	25.65
2118	14.47	61.94
2119	2.462	15.15
2120	2.028	1.343
2121	10.19	14.65
2122	1.529	0.7101
2123	1.529	0.7101
2124	3.165	3.499
2125	4.882	4.79
2126	3.165	3.499
2127	2.028	1.343
2128	2.004	1.628
2129	2.12	2.633
2130	2.12	2.633
2131	2.787	1.114
2132	8.728	10
2133	5.363	3.882
2134	8.204	8.856
2135	1.918	1.033
2136	1.918	1.033
2137	2.607	6.991
2138	4.676	3.426
2139	3.066	2.59
2140	6.437	24.74
2141	1.941	1.113
2142	1.941	1.113
2143	1.941	1.113
2144	1.941	1.113
2145	1.941	1.113
2146	1.941	1.113
2147	2.108	2.06
2148	2.413	6.21
2149	4.836	2.981
2150	1.508	0.6503
2151	1.972	2.36
2152	8.69	6.669
2153	3.066	2.59
2154	4.676	3.426
2155	3.066	2.59
2156	4.454	9.051
2157	4.077	8.73
2158	12.83	20.78
2159	1.956	5.987
2160	7.184	47.19
2161	1.646	4.899
2162	11.06	3.236
2163	1.779	2.102
2164	2.93	1.063
2165	1.894	1.006
2166	1.894	1.006
2167	1.894	1.006
2168	1.894	1.006
2169	1.894	1.006
2170	1.894	1.006
2171	3.984	10.22
2172	4.099	11.82
2173	6.249	11.82
2174	3.682	30.08
2175	3.102	1.43
2176	1.995	1.433
2177	1.995	1.433
2178	1.995	1.433
2179	3.719	6.252
2180	3.293	2.421
2181	3.47	2.885
2182	1.616	0.6592
2183	3.723	4.432
2184	3.723	4.432
2185	3.723	4.432
2186	3.723	4.432
2187	3.723	4.432
2188	3.723	4.432
2189	1.985	1.141
2190	1.985	1.141
2191	8.82	8.951
2192	8.82	8.951
2193	13.26	14.56
2194	16.17	49.39
2195	1.429	0.6507
2196	14.36	21.27
2197	12.93	22.6
2198	2.026	1.334
2199	9.839	9.661
2200	4.956	2.484
2201	6.272	6.627
2202	2.028	1.343
2203	15.85	22.82
2204	13.11	13.63
2205	1.943	1.24
2206	2.291	3.384
2207	8.201	15.12
2208	1.651	0.7985
2209	1.651	0.7985
2210	2.623	5.914
2211	6.129	6.11
2212	5.818	18.92
2213	3.299	48.42
2214	5.058	5.416
2215	6.859	3.705
2216	8.35	13.52
2217	6.711	3.69
2218	6.711	3.69
2219	5.889	9.717
2220	8.301	10.19
2221	2.872	1.131
2222	7.346	16.77
2223	3.323	1.806
2224	7.195	4.269
2225	1.985	1.141
2226	7.107	3.934
2227	5.05	2.668
2228	5.05	2.668
2229	5.05	2.668
2230	5.05	2.668
2231	5.035	22.55
2232	3.23	2.335
2233	4.975	29.43
2234	5.269	1.933
2235	5.269	1.933
2236	1.891	1.106
2237	1.969	1.137
2238	3.323	3.202
2239	3.323	3.202
2240	2.159	2.845
2241	2.606	19.84
2242	1.909	1.068
2243	1.799	1.88
2244	3.268	1.483
2245	1.76	3.332
2246	1.76	3.332
2247	23.55	61.04
2248	5.021	33.61
2249	4.66	32.63
2250	4.837	33.72
2251	3.678	36.63
2252	6.282	39.83
2253	4.949	32.52
2254	15.75	43.07
2255	1.922	1.099
2256	4.084	5.79
2257	3.17	1.379
2258	2.053	3.21
2259	2.021	1.274
2260	4.794	4.554
2261	4.794	4.554
2262	4.794	4.554
2263	3.289	1.664
2264	2.021	1.274
2265	1.968	1.132
2266	5.689	4.992
2267	5.689	4.992
2268	3.333	1.758
2269	2.977	18.43
2270	27.55	23.3
2271	1.783	0.9869
2272	10.72	33.89
2273	10.75	33.18
2274	2.06	1.858
2275	2.001	1.214
2276	18.33	19.01
2277	2.629	5.242
2278	24.9	45.61
2279	13.62	20.25
2280	30.42	25.58
2281	10.9	26.53
2282	1.892	1.204
2283	8.933	5.627
2284	1.901	1.037
2285	1.901	1.037
2286	4.611	4.449
2287	2.018	1.269
2288	2.932	42.68
2289	3.52	2.627
2290	10.38	6.965
2291	2.018	1.269
2292	2.018	1.269
2293	2.018	1.269
2294	2.018	1.269
2295	13.79	16.96
2296	7.406	3.691
2297	7.406	3.691
2298	7.406	3.691
2299	9.153	5.444
2300	6.96	10.61
2301	7.189	16
2302	8.808	10.16
2303	2.705	2.933
2304	2.705	2.933
2305	2.705	2.933
2306	1.982	1.12
2307	3.22	1.939
2308	3.22	1.939
2309	1.917	1.02
2310	2.002	1.21
2311	2.028	1.343
2312	12.4	43.07
2313	1.876	0.9602
2314	3.575	3.716
2315	5.776	2.129
2316	1.988	1.154
2317	8.976	6.403
2318	8.734	6.444
2319	6.624	5.489
2320	8.734	6.444
2321	8.734	6.444
2322	1.985	1.141
2323	2.339	1.849
2324	4.228	7.278
2325	4.228	7.278
2326	1.729	0.9173
2327	1.729	0.9173
2328	2.001	1.215
2329	2.001	1.215
2330	2.001	1.215
2331	2.001	1.215
2332	2.001	1.215
2333	2.001	1.215
2334	2.001	1.215
2335	11.33	13.29
2336	2.528	0.7476
2337	1.759	19.11
2338	2.367	6.456
2339	7.382	4.187
2340	3.931	5.477
2341	9.269	5.307
2342	3.931	5.477
2343	11.04	9.357
2344	1.985	1.141
2345	1.909	1.068
2346	1.909	1.068
2347	1.952	1.077
2348	1.952	1.077
2349	1.952	1.077
2350	1.952	1.077
2351	3.256	1.512
2352	6.881	5.408
2353	13.62	39.22
2354	10.4	17.85
2355	6.882	5.648
2356	2.25	2.592
2357	1.943	1.125
2358	1.943	1.125
2359	1.943	1.125
2360	1.943	1.125
2361	1.943	1.125
2362	1.943	1.125
2363	1.943	1.125
2364	1.943	1.125
2365	6.597	11.05
2366	4.086	7.528
2367	4.086	7.528
2368	25.91	21.18
2369	1.945	1.067
2370	4.873	2.464
2371	10.45	11.03
2372	4.824	35.43
2373	7.671	6.098
2374	7.671	6.098
2375	7.671	6.098
2376	2.104	2.453
2377	2.345	2.835
2378	2.153	5.051
2379	3.323	1.695
2380	1.529	0.638
2381	2.121	2.456
2382	2.345	2.835
2383	1.64	0.9905
2384	1.891	1.106
2385	1.891	1.106
2386	1.891	1.106
2387	1.891	1.106
2388	1.891	1.106
2389	15.07	17.67
2390	3.218	1.563
2391	1.982	1.12
2392	1.982	1.12
2393	1.982	1.12
2394	1.982	1.12
2395	1.982	1.12
2396	1.982	1.12
2397	1.982	1.12
2398	1.982	1.12
2399	3.26	1.825
2400	3.329	2.078
2401	3.191	21.23
2402	1.892	1.204
2403	1.847	1.221
2404	3.549	33.83
2405	1.46	0.4831
2406	6.358	8.839
2407	7.044	6.336
2408	2.021	1.274
2409	4.112	7.561
2410	3.918	15.13
2411	1.77	0.8894
2412	2.06	1.858
2413	2.101	2.218
2414	3.208	2.154
2415	1.424	5.733
2416	6.989	5.772
2417	10.55	7.468
2418	1.464	0.6027
2419	1.922	1.099
2420	3.19	1.515
2421	8.057	11.66
2422	3.008	11.42
2423	3.008	11.42
2424	2.922	4.957
2425	3.142	1.412
2426	4.147	47.36
2427	6.228	5.492
2428	6.982	3.767
2429	4.437	0.5032
2430	1.46	0.4831
2431	1.996	1.167
2432	1.411	3.593
2433	2.96	2.453
2434	3.146	1.565
2435	3.146	1.565
2436	1.969	1.137
2437	2.225	2.874
2438	6.121	6.203
2439	2.001	1.214
2440	2.504	8.523
2441	6.173	10.52
2442	9.408	39.29
2443	2.873	2.356
2444	7.908	6.012
2445	21.06	76.72
2446	9.602	6.229
2447	4.6	9.333
2448	5.587	9.941
2449	3.956	2.246
2450	2.67	2.129
2451	13.54	58.74
2452	10.59	7.457
2453	3.48	3.649
2454	1.999	1.171
2455	1.999	1.171
2456	1.95	1.195
2457	2.028	1.285
2458	2.028	1.285
2459	2.028	1.285
2460	1.943	1.24
2461	1.871	1.07
2462	1.854	0.9866
2463	1.943	1.24
2464	1.979	1.207
2465	3.34	3.069
2466	2.026	1.334
2467	1.833	0.9104
2468	1.991	1.189
2469	1.946	1.089
2470	7.813	16.85
2471	8.007	6.279
2472	2.606	12.29
2473	2.648	4.666
2474	2.003	1.129
2475	5.513	2.595
2476	7.401	6.814
2477	5.624	2.593
2478	3.325	7.139
2479	6	7.752
2480	6.001	6.016
2481	3.054	46.42
2482	6.667	8.458
2483	28.12	53.48
2484	3.345	5.974
2485	3.187	1.801
2486	4.996	2.953
2487	2.028	1.343
2488	2.028	1.343
2489	3.267	1.534
2490	3.718	6.237
2491	4.764	2.584
2492	1.941	1.113
2493	2.009	1.212
2494	2.028	1.343
2495	2.009	1.212
2496	3.369	1.797
2497	3.369	1.797
2498	7.969	10.6
2499	2.059	2.551
2500	5.329	18.97
2501	3.681	16.29
2502	4.682	19.11
2503	1.967	1.218
2504	1.967	1.218
2505	1.967	1.218
2506	1.967	1.218
2507	1.967	1.218
2508	4.501	3.255
2509	4.501	3.255
2510	4.179	11.58
2511	5.751	12.38
2512	5.751	12.38
2513	2.666	5.423
2514	2.557	3.967
2515	2.557	3.967
2516	1.924	1.041
2517	1.999	1.325
2518	3.277	1.638
2519	2.248	2.548
2520	3.915	4.854
2521	2.018	1.269
2522	2.018	1.269
2523	2.018	1.269
2524	2.991	1.288
2525	3.877	7.878
2526	2.028	1.343
2527	2.009	1.212
2528	9.524	9.013
2529	4.851	2.247
2530	1.954	1.228
2531	1.993	1.382
2532	1.993	1.382
2533	7.226	14.37
2534	2.026	1.233
2535	2.152	17.79
2536	1.943	1.125
2537	1.959	1.231
2538	1.959	1.231
2539	1.987	1.17
2540	1.991	1.189
2541	7.976	15.99
2542	1.17	13.51
2543	2.087	1.53
2544	1.942	1.063
2545	2.434	5.427
2546	4.488	13.6
2547	22.24	24.93
2548	6.528	13.83
2549	8.285	6.305
2550	2.666	8.637
2551	6.924	4.438
2552	2.001	1.214
2553	3.35	2.744
2554	2.37	2.631
2555	2.37	2.631
2556	2.047	1.403
2557	9.656	12.99
2558	9.216	32.51
2559	5.382	10.39
2560	7.897	32.47
2561	2.013	1.238
2562	1.701	0.9055
2563	4.336	14.64
2564	7.946	19.62
2565	7.535	46.97
2566	2.36	1.899
2567	2.736	5.155
2568	2.013	1.238
2569	6.259	40.1
2570	2.018	1.269
2571	2.963	3.445
2572	5.778	4.825
2573	10.31	18.16
2574	4.467	9.556
2575	12.01	15.61
2576	1.938	5.948
2577	1.96	1.221
2578	3.921	4.915
2579	2.028	1.343
2580	2.028	1.343
2581	1.892	1.204
2582	1.799	1.88
2583	1.918	1.033
2584	2.536	7.389
2585	7.158	28.09
2586	7.158	28.09
2587	7.158	28.09
2588	9.32	8.967
2589	1.685	4.31
2590	1.685	4.31
2591	3.105	20.98
2592	1.946	1.089
2593	3.305	1.644
2594	1.944	1.062
2595	9.551	16.15
2596	2.147	3.038
2597	1.832	1.064
2598	2.014	1.192
2599	4.971	2.573
2600	4.493	1.831
2601	3.07	6.755
2602	4.36	6.942
2603	2.719	6.531
2604	31.47	21.38
2605	15.26	29.57
2606	1.992	1.217
2607	3.119	1.356
2608	1.909	1.068
2609	7.43	4.658
2610	1.946	1.089
2611	1.946	1.089
2612	3.257	1.647
2613	3.257	1.647
2614	3.257	1.647
2615	3.257	1.647
2616	3.257	1.647
2617	3.257	1.647
2618	3.257	1.647
2619	3.257	1.647
2620	2.026	1.334
2621	2.026	1.334
2622	2.026	1.334
2623	2.026	1.334
2624	2.026	1.334
2625	2.026	1.334
