POS	prob01	prob10
1343	16.89	24.98
1344	1.971	1.358
1345	4.86	22.12
1346	1.762	10.35
1347	8.556	1.966
1348	3.498	28.45
1349	8.89	26.99
1350	23.52	49.43
1351	10.83	3.068
1352	2.474	6.313
1353	1.976	1.173
1354	7.648	27.74
1355	11.9	33.17
1356	4.275	5.721
1357	12.98	33.5
1358	5.623	13.33
1359	6.219	12.57
1360	7.635	36
1361	10.77	6.029
1362	22.87	36.63
1363	3.083	1.391
1364	1.977	1.148
1365	7.816	16.65
1366	3.406	3.613
1367	1.945	1.195
1368	16.83	25.71
1369	10.37	9.47
1370	5.474	5.498
1371	4.275	56.41
1372	19.99	79.23
1373	22.82	66.03
1374	10.66	17.76
1375	5.67	8.523
1376	1.451	0.4759
1377	5.939	3.59
1378	2.813	2.352
1379	2.797	3.347
1380	3.539	2.04
1381	6.224	5.896
1382	1.437	2.795
1383	2.343	4.486
1384	2.343	4.486
1385	1.451	0.4759
1386	9.447	49.46
1387	17.71	21.07
1388	10.66	11.39
1389	1.951	1.176
1390	5.613	12.22
1391	9.381	26.73
1392	9.381	26.73
1393	2.571	4.572
1394	2.571	4.572
1395	2.571	4.572
1396	4.538	3.822
1397	1.873	1.183
1398	1.873	1.183
1399	1.451	0.4759
1400	1.451	0.4759
1401	1.451	0.4759
1402	1.451	0.4759
1403	5.029	1.58
1404	22.01	19.39
1405	2.438	0.6271
1406	1.451	0.4759
1407	1.451	0.4759
1408	1.451	0.4759
1409	1.451	0.4759
1410	1.627	0.9782
1411	1.451	0.4759
1412	1.451	0.4759
1413	4.291	10.28
1414	4.291	10.28
1415	4.291	10.28
1416	3.752	19.24
1417	2.365	3.816
1418	2.365	3.816
1419	18.99	17.75
1420	1.342	2.451
1421	5.655	34.74
1422	2.648	33.07
1423	6.844	6.669
1424	2.886	4.685
1425	9.496	51.26
1426	5.293	8.071
1427	7.811	44.79
1428	9.742	12.66
1429	10.33	7.373
1430	2.431	2.122
1431	1.888	1.047
1432	6.818	40.63
1433	13.16	42.45
1434	7.311	27.19
1435	8.508	24.38
1436	11.75	8.74
1437	2.515	6.124
1438	1.698	7.129
1439	1.638	0.785
1440	9.465	43.84
1441	1.638	0.785
1442	1.638	0.785
1443	1.638	0.785
1444	1.638	0.785
1445	1.638	0.785
1446	2.85	8.12
1447	11.82	20.09
1448	27.75	58.5
1449	28.05	57.8
1450	11.58	31.22
1451	2.162	2.487
1452	2.753	0.9895
1453	23.42	21.57
1454	7.988	8.921
1455	3.436	3.106
1456	4.427	3.01
1457	14.7	18.22
1458	2.237	3.463
1459	1.938	1.199
1460	18.66	53.39
1461	13.23	43.3
1462	18.65	35.54
1463	1.932	1.123
1464	14.72	27.98
1465	27.42	35.42
1466	3.555	14.4
1467	7.278	19.04
1468	3.824	3.876
1469	21.55	37.4
1470	3.981	22.67
1471	11.46	33.31
1472	16.5	44.01
1473	1.946	1.11
1474	8.772	8.096
1475	13.47	41.64
1476	10.89	58.12
1477	4.591	38.59
1478	11.1	14.82
1479	1.951	1.291
1480	1.951	1.291
1481	1.951	1.291
1482	10.31	40.53
1483	10.95	50.1
1484	20.67	66.53
1485	2.391	8.662
1486	10.15	16.05
1487	11	18.71
1488	4.176	16.15
1489	17.4	42.22
1490	17.26	41.68
1491	17.26	41.68
1492	17.26	41.68
1493	13.11	42.45
1494	22.53	9.854
1495	2.766	8.178
1496	7.429	18.61
1497	3.837	7.636
1498	2.769	2.96
1499	6.949	7.713
1500	12.33	29.72
1501	16.52	61.3
1502	16.52	61.3
1503	4.715	5.147
1504	8.663	23.48
1505	1.949	1.081
1506	6.261	20.22
1507	15.52	41.62
1508	8.612	13.67
1509	5.616	40.96
1510	16.56	33.89
1511	16.36	48.28
1512	17.72	18.57
1513	12.72	38.69
1514	7.012	3.978
1515	4.287	9.682
1516	2.835	14.77
1517	4.44	3.186
1518	17.09	17.2
1519	8.325	6.846
1520	6.91	19.15
1521	3.09	1.656
1522	3.904	16.1
1523	3.442	20.65
1524	7.421	13.64
1525	1.881	1.07
1526	4.861	31.52
1527	2.236	7.773
1528	2.598	3.874
1529	15.82	18.61
1530	2.852	8.915
1531	25.05	18.37
1532	15.2	30.42
1533	8.079	26.35
1534	1.866	1.101
1535	3.773	7.394
1536	9.138	30.96
1537	17.29	31.41
1538	12.32	64.2
1539	18.25	38.6
1540	22.24	63.34
1541	2.127	6.16
1542	5.174	4.574
1543	15.07	5.908
1544	11.78	49.64
1545	24.83	20.42
1546	26.64	51.49
1547	2.626	2.184
1548	3.573	2.859
1549	6.028	6.589
1550	5.401	6.118
1551	4.502	2.04
1552	2.969	1.318
1553	10.36	19.19
1554	11.71	17.95
1555	8.548	15.48
1556	2.208	2.826
1557	2.394	4.842
1558	2.599	3.17
1559	10.2	9.107
1560	4.209	2.213
1561	11.91	17.03
1562	26.01	42.4
1563	2.71	0.9036
1564	1.929	1.173
1565	6.877	35.64
1566	1.928	3.68
1567	12.36	11.19
1568	8.152	6.103
1569	4.672	2.236
1570	4.672	2.236
1571	4.672	2.236
1572	1.977	1.148
1573	4.936	2.416
1574	4.936	2.416
1575	3.158	1.385
1576	3.158	1.385
1577	1.977	1.148
1578	1.977	1.148
1579	1.977	1.148
1580	3.287	1.617
1581	6.512	9.334
1582	3.883	10.12
1583	1.373	2.704
1584	1.667	0.8142
1585	5.835	8.959
1586	7.055	4.647
1587	4.385	3.506
1588	4.046	1.353
1589	3.07	6.577
1590	12.33	14.18
1591	14.65	15.5
1592	8.406	9.876
1593	9.829	9.969
1594	2.367	1.545
1595	10.56	5.534
1596	18.29	44
1597	19.4	35.23
1598	4.888	43.82
1599	5.872	5.933
1600	11.82	27.55
1601	13.7	22.36
1602	10.31	8.753
1603	7.393	5.646
1604	1.62	8.232
1605	12.67	7.082
1606	3.454	2.973
1607	9.78	11.56
1608	23.55	24.08
1609	4.351	2.8
1610	26.59	32.15
1611	14.96	19.61
1612	10.71	24.32
1613	1.998	1.25
1614	1.667	0.8142
1615	10.99	16
1616	10.99	16
1617	10.99	16
1618	3.412	17.92
1619	9.858	27.06
1620	14.82	36.56
1621	12.53	12.25
1622	7.784	11.18
1623	2.071	6.682
1624	5.474	4.688
1625	1.952	1.13
1626	7.777	7.608
1627	3.178	1.895
1628	3.178	1.895
1629	4.918	10.95
1630	7.969	4.621
1631	1.923	1.218
1632	2.036	1.829
1633	6.108	12.78
1634	1.805	6.698
1635	1.442	1.529
1636	10.95	20.76
1637	6.087	38.45
1638	9.665	40.37
1639	20.64	35.69
1640	2.213	4.453
1641	4.357	2.461
1642	19.67	36.69
1643	11.61	30.02
1644	3.256	12.07
1645	6.628	16.6
1646	3.03	3.119
1647	7.988	9.211
1648	9.56	45.87
1649	8.403	8.81
1650	6.657	8.632
1651	8.205	21.53
1652	9.775	8.753
1653	13.15	13.61
1654	7.361	3.358
1655	7.255	9.336
1656	7.05	30.41
1657	4.787	9.829
1658	11.48	6.598
1659	3.61	38.97
1660	3.275	2.491
1661	2.174	2.514
1662	3.883	36.26
1663	6.143	41.75
1664	2.241	2.823
1665	11.66	7.571
1666	1.975	1.259
1667	1.924	1.068
1668	2.538	6.509
1669	3.144	4.429
1670	4.1	52.2
1671	7.418	26.69
1672	2.003	1.31
1673	10.99	12.23
1674	4.029	1.635
1675	1.899	15.99
1676	9.418	4.619
1677	1.873	0.9863
1678	2.237	3.463
1679	2.237	3.463
1680	3.324	3.043
1681	6.21	6.154
1682	5.233	16.02
1683	4.563	11.82
1684	4.563	11.82
1685	2.212	2.373
1686	3.016	13.85
1687	13.37	35.91
1688	7.283	2.691
1689	2.259	0.8812
1690	6.641	22.65
1691	12.47	20.91
1692	3.408	3.151
1693	4.575	10.06
1694	12.13	20.49
1695	11.47	21.02
1696	17.83	38.81
1697	1.873	1.183
1698	3.819	7.37
1699	6.319	14.09
1700	2.279	2.698
1701	2.279	2.698
1702	3.462	3.963
1703	3.462	3.963
1704	3.462	3.963
1705	2.834	1.024
1706	1.5	0.6419
1707	5.681	5.189
1708	9.572	13.15
1709	13.44	47.71
1710	9.914	7.617
1711	7.744	29.46
1712	10.2	7.481
1713	3.178	1.895
1714	1.656	0.7128
1715	7.147	5.542
1716	3.946	2.798
1717	25.02	64.85
1718	1.963	1.118
1719	1.963	1.118
1720	1.963	1.118
1721	1.963	1.118
1722	1.963	1.118
1723	2.423	2.666
1724	2.423	2.666
1725	1.963	1.118
1726	13.54	32.72
1727	8.955	5.413
1728	4.129	10.23
1729	9.887	31.9
1730	8.746	43.97
1731	3.558	3.155
1732	2.174	2.514
1733	10.86	6.291
1734	6.288	4.323
1735	16.36	55.4
1736	6.857	16.78
1737	4.552	1.992
1738	6.195	5.559
1739	3.593	7.41
1740	4.726	3.765
1741	1.646	1.009
1742	3.596	3.198
1743	3.66	4.883
1744	3.66	4.883
1745	3.66	4.883
1746	3.946	2.798
1747	3.946	2.798
1748	3.946	2.798
1749	8.429	7.707
1750	4.108	4.308
1751	4.398	6.306
1752	4.398	6.306
1753	1.818	0.9082
1754	2.242	13.72
1755	15.49	55.47
1756	16.19	57.37
1757	7.939	7.922
1758	7.939	7.922
1759	4.186	9.991
1760	4.186	9.991
1761	1.923	1.218
1762	1.923	1.218
1763	1.923	1.218
1764	2.174	2.514
1765	2.174	2.514
1766	2.174	2.514
1767	5.824	5.478
1768	2.594	2.934
1769	8.847	11.06
1770	5.553	11.2
1771	4.052	7.44
1772	9.138	2.309
1773	7.163	9.686
1774	2.365	3.816
1775	4.563	11.82
1776	4.563	11.82
1777	4.563	11.82
1778	4.563	11.82
1779	4.563	11.82
1780	10.01	10.8
1781	20.09	41.5
1782	3.585	12.36
1783	1.873	1.183
1784	1.929	1.173
1785	2.629	5.502
1786	2.306	3.769
1787	6.195	29.84
1788	3.835	33.44
1789	5.598	5.633
1790	6.397	29.57
1791	2.268	1.911
1792	2.518	1.548
1793	1.687	0.8914
1794	22.34	21.29
1795	3.143	1.659
1796	1.753	0.8724
1797	1.753	0.8724
1798	1.753	0.8724
1799	13	25.7
1800	4.369	36
1801	16.36	40.54
1802	8.872	11.6
1803	2.786	6.253
1804	2.318	6.911
1805	10.35	24.01
1806	2.594	2.934
1807	1.78	1.863
1808	1.78	1.863
1809	1.658	17.88
1810	2.645	23.54
1811	1.763	20.29
1812	2.198	16.62
1813	1.979	1.192
1814	1.979	1.192
1815	1.979	1.192
1816	1.979	1.192
1817	1.979	1.192
1818	1.979	1.192
1819	1.979	1.192
1820	5.171	3.088
1821	9.9	23.33
1822	1.627	0.9782
1823	6.145	11.98
1824	2.79	8.578
1825	2.594	2.934
1826	2.005	1.319
1827	18.13	22.93
1828	6.566	14.89
1829	2.306	3.769
1830	1.655	0.8172
1831	4.434	21.81
1832	2.876	39.23
1833	3.454	5.611
1834	23.48	50.77
1835	5.421	24.7
1836	8.735	6.104
1837	8.449	6.866
1838	19.46	57.09
1839	4.538	3.822
1840	1.687	0.8914
1841	1.687	0.8914
1842	1.993	2.173
1843	3.446	6.62
1844	25.32	23.28
1845	3.703	6.09
1846	9.321	31.84
1847	3.012	6.202
1848	2.094	1.773
1849	8.39	4.612
1850	4.656	3.834
1851	1.674	4.723
1852	5.714	2.564
1853	8.338	6.889
1854	3.403	8.82
1855	3.403	8.82
1856	4.316	4.976
1857	1.826	3.222
1858	1.873	1.183
1859	7.053	43.67
1860	2.087	2.391
1861	5.509	7.848
1862	14.74	22.64
1863	6.683	35.55
1864	5.345	3.456
1865	1.715	2.747
1866	2.223	4.275
1867	29.58	21.48
1868	3.834	7.773
1869	15.4	34.42
1870	12.26	15.23
1871	6.862	25.57
1872	9.652	20.11
1873	10.94	5.587
1874	7.678	3.429
1875	3.332	2.378
1876	2.005	1.261
1877	4.175	11.06
1878	1.946	1.11
1879	1.754	2.278
1880	3.773	11.18
1881	1.957	1.068
1882	2.073	1.83
1883	4.869	41.18
1884	5.007	6.28
1885	2.484	3.728
1886	4.159	5.94
1887	7.607	3.504
1888	1.873	1.183
1889	10.73	9.221
1890	2.544	5.728
1891	1.957	1.068
1892	2.258	2.97
1893	1.981	1.106
1894	2.309	2.823
1895	7.497	15.54
1896	2.005	1.319
1897	2.46	4.329
1898	19.85	15.52
1899	2.344	5.338
1900	1.981	1.106
1901	2.237	3.463
1902	5.326	4.795
1903	3.445	3.515
1904	8.551	30.77
1905	7.2	36.64
1906	13.57	55.04
1907	10.17	10.7
1908	3.317	3.764
1909	4.705	3.059
1910	2.029	1.462
1911	9.48	7.884
1912	4.761	35.3
1913	2.508	8.539
1914	9.951	3.437
1915	2.169	15.64
1916	3.939	1.513
1917	13.01	21.59
1918	1.37	2.509
1919	5.744	26.24
1920	11.77	17.7
1921	4.066	9.858
1922	1.602	0.6729
1923	2.74	0.879
1924	2.028	1.882
1925	1.602	0.6729
1926	2.356	1.503
1927	2.487	8.226
1928	5.251	11.47
1929	1.831	0.9679
1930	26.71	29.19
1931	2.424	3.549
1932	20.36	54.09
1933	3.026	24.61
1934	1.473	0.801
1935	3.646	29.84
1936	16.56	38.96
1937	2.416	8.227
1938	5.139	34.17
1939	5.139	34.17
1940	3.999	24.65
1941	2.235	4.638
1942	2.276	1.378
1943	20.59	21.27
1944	14.68	9.083
1945	1.83	1.581
1946	1.451	0.4759
1947	3.701	0.8736
1948	3.041	1.465
1949	13.19	36.74
1950	4.003	1.216
1951	1.873	0.9863
1952	2.909	0.5851
1953	2.425	1.755
1954	2.261	2.838
1955	11.78	10.4
1956	4.351	32.03
1957	5.178	14.16
1958	8.432	49.83
1959	10.07	10.65
1960	11.42	11.85
1961	6.695	9.229
1962	10.07	10.4
1963	6.695	9.229
1964	2.981	1.442
1965	7.473	33.18
1966	8.883	33.71
1967	7.473	33.18
1968	9.875	9.747
1969	4.249	13.33
1970	7.95	3.85
1971	4.317	2.749
1972	9.361	12.9
1973	23.55	73.08
1974	18.15	43.2
1975	2.05	2.066
1976	1.903	1.061
1977	4.425	9.455
1978	6.496	3.119
1979	6.496	3.119
1980	9.5	7.238
1981	7.969	4.621
1982	1.713	1.623
1983	3.962	9.822
1984	1.972	1.409
1985	3.17	9.453
1986	2.527	3.065
1987	3.17	9.453
1988	1.685	3.636
1989	2.971	2.516
1990	7.796	5.793
1991	31.81	25.25
1992	1.784	0.9965
1993	3.706	0.8344
1994	5.951	13.26
1995	1.378	2.71
1996	4.955	3.356
1997	1.5	0.6419
1998	1.873	1.183
1999	10.44	9.887
2000	6.014	5.69
2001	4.836	16.2
2002	11.56	18.72
2003	1.58	22.68
2004	1.655	0.8172
2005	26.12	41.77
2006	8.381	18.69
2007	5.336	4.679
2008	7.309	5.812
2009	2.005	1.319
2010	2.005	1.319
2011	2.005	1.319
2012	2.005	1.319
2013	2.005	1.319
2014	8.164	37.77
2015	9.137	10.4
2016	3.764	21.97
2017	2.869	6.575
2018	4.074	8.782
2019	1.659	0.8148
2020	5.02	5.422
2021	7.723	11.91
2022	8.263	7.077
2023	7.869	4.309
2024	2.433	7.591
2025	1.97	1.189
2026	1.97	1.189
2027	2.541	6.627
2028	1.97	1.189
2029	1.97	1.189
2030	3.203	1.591
2031	3.203	1.591
2032	1.898	2.133
2033	2.114	3.277
2034	2.003	1.31
2035	2.003	1.31
2036	2.003	1.31
2037	2.003	1.31
2038	2.923	3.401
2039	2.003	1.31
2040	2.003	1.31
2041	8.754	13.28
2042	2.436	7.264
2043	2.361	7.576
2044	5.18	12.85
2045	11.71	9.425
2046	6.648	10.89
2047	3.096	1.356
2048	3.096	1.356
2049	3.096	1.356
2050	1.951	1.176
2051	2.471	4.019
2052	2.594	2.934
2053	6.407	5.021
2054	15.89	29.08
2055	8.164	10.58
2056	2.971	2.516
2057	4.228	9.953
2058	11.12	7.278
2059	1.963	1.118
2060	1.963	1.118
2061	2.007	1.222
2062	1.951	1.176
2063	3.758	3.29
2064	3.161	1.501
2065	1.451	0.4759
2066	11.21	6.474
2067	10.18	5.921
2068	1.87	1.086
2069	1.87	1.086
2070	1.87	1.086
2071	0.9099	0.9898
2072	1.963	1.118
2073	1.979	1.192
2074	4.466	10.49
2075	8.032	7.614
2076	2.772	32.88
2077	5.992	12.36
2078	1.903	1.02
2079	1.903	1.061
2080	1.998	1.247
2081	6.075	12.27
2082	2.516	4.602
2083	4.453	6.105
2084	5.736	11.56
2085	5.736	11.56
2086	4.513	3.89
2087	2.017	4.932
2088	2.231	6.435
2089	13.09	13.35
2090	7.027	26.42
2091	5.695	3.702
2092	4.34	13.54
2093	1.94	1.041
2094	1.94	1.041
2095	6.394	5.549
2096	11.39	6.206
2097	5.022	3.006
2098	4.76	4.084
2099	3.178	1.895
2100	3.03	1.431
2101	3.03	1.431
2102	3.248	10.81
2103	3.03	1.431
2104	3.03	1.431
2105	2.961	4.216
2106	11.7	57.55
2107	9.219	18.38
2108	1.974	1.375
2109	10.01	16.26
2110	5.599	27.98
2111	8.804	15.27
2112	7.096	17.26
2113	2.923	1.083
2114	1.93	1.055
2115	2.005	1.319
2116	13.22	15.03
2117	3.165	25.48
2118	13.31	58.8
2119	2.428	14.97
2120	2.005	1.319
2121	9.874	14.3
2122	1.519	0.7008
2123	1.519	0.7008
2124	3.116	3.45
2125	4.79	4.678
2126	3.116	3.45
2127	2.005	1.319
2128	1.981	1.605
2129	2.092	2.606
2130	2.092	2.606
2131	2.764	1.091
2132	8.487	9.757
2133	5.23	3.755
2134	7.952	8.564
2135	1.897	1.012
2136	1.897	1.012
2137	2.571	6.938
2138	4.598	3.339
2139	3.032	2.552
2140	6.312	24.51
2141	1.919	1.091
2142	1.919	1.091
2143	1.919	1.091
2144	1.919	1.091
2145	1.919	1.091
2146	1.919	1.091
2147	2.082	2.034
2148	2.378	6.141
2149	4.749	2.885
2150	1.5	0.6419
2151	1.95	2.335
2152	8.474	6.437
2153	3.032	2.552
2154	4.598	3.339
2155	3.032	2.552
2156	4.358	8.928
2157	4.003	8.55
2158	12.32	20.12
2159	1.934	5.956
2160	6.847	46.21
2161	1.635	4.884
2162	10.95	3.129
2163	1.764	2.086
2164	2.895	1.035
2165	1.873	0.9863
2166	1.873	0.9863
2167	1.873	0.9863
2168	1.873	0.9863
2169	1.873	0.9863
2170	1.873	0.9863
2171	3.902	10.1
2172	4.012	11.68
2173	6.156	11.67
2174	3.604	29.87
2175	3.063	1.392
2176	1.972	1.409
2177	1.972	1.409
2178	1.972	1.409
2179	3.673	6.123
2180	3.244	2.37
2181	3.412	2.827
2182	1.578	0.6475
2183	3.66	4.368
2184	3.66	4.368
2185	3.66	4.368
2186	3.66	4.368
2187	3.66	4.368
2188	3.66	4.368
2189	1.963	1.118
2190	1.963	1.118
2191	8.58	8.677
2192	8.58	8.677
2193	12.77	14
2194	14.98	46.85
2195	1.423	0.6423
2196	13.72	20.4
2197	12.44	22.02
2198	2.003	1.31
2199	9.555	9.336
2200	4.86	2.387
2201	6.107	6.427
2202	2.005	1.319
2203	15.01	21.82
2204	12.67	13.16
2205	1.923	1.218
2206	2.26	3.338
2207	7.959	14.58
2208	1.638	0.785
2209	1.638	0.785
2210	2.587	5.849
2211	5.971	5.947
2212	5.657	18.65
2213	3.197	48
2214	4.945	5.288
2215	6.689	3.535
2216	8.088	13.22
2217	6.545	3.525
2218	6.545	3.525
2219	5.737	9.446
2220	8.06	9.814
2221	2.846	1.104
2222	7.126	16.38
2223	3.278	1.76
2224	7.008	4.077
2225	1.963	1.118
2226	6.924	3.751
2227	4.949	2.565
2228	4.949	2.565
2229	4.949	2.565
2230	4.949	2.565
2231	4.897	22.07
2232	3.179	2.287
2233	4.776	28.58
2234	5.207	1.856
2235	5.207	1.856
2236	1.87	1.086
2237	1.947	1.114
2238	3.271	3.15
2239	3.271	3.15
2240	2.132	2.816
2241	2.592	19.64
2242	1.888	1.047
2243	1.78	1.863
2244	3.226	1.439
2245	1.746	3.296
2246	1.746	3.296
2247	21.65	56.9
2248	4.853	33.15
2249	4.508	32.21
2250	4.677	33.28
2251	3.564	36.19
2252	6.047	39.24
2253	4.782	32.07
2254	14.7	41.45
2255	1.901	1.078
2256	4.004	5.708
2257	3.129	1.339
2258	2.031	3.171
2259	1.998	1.25
2260	4.69	4.437
2261	4.69	4.437
2262	4.69	4.437
2263	3.245	1.619
2264	1.998	1.25
2265	1.946	1.11
2266	5.548	4.852
2267	5.548	4.852
2268	3.288	1.711
2269	2.926	18.05
2270	25.16	20.89
2271	1.762	0.9703
2272	10.34	33.15
2273	10.36	32.45
2274	2.036	1.829
2275	1.979	1.191
2276	17.59	17.58
2277	2.594	5.195
2278	23.63	42.91
2279	13.05	19.5
2280	28.01	23.25
2281	10.44	25.84
2282	1.873	1.183
2283	8.683	5.375
2284	1.88	1.017
2285	1.88	1.017
2286	4.524	4.342
2287	1.995	1.245
2288	2.845	42.32
2289	3.464	2.572
2290	10.1	6.673
2291	1.995	1.245
2292	1.995	1.245
2293	1.995	1.245
2294	1.995	1.245
2295	13.23	16.27
2296	7.234	3.523
2297	7.234	3.523
2298	7.234	3.523
2299	8.913	5.194
2300	6.765	10.39
2301	6.986	15.76
2302	8.558	9.894
2303	2.669	2.896
2304	2.669	2.896
2305	2.669	2.896
2306	1.96	1.098
2307	3.178	1.895
2308	3.178	1.895
2309	1.895	0.9996
2310	1.979	1.187
2311	2.005	1.319
2312	11.71	41.66
2313	1.855	0.9409
2314	3.514	3.641
2315	5.65	2.03
2316	1.966	1.132
2317	8.735	6.15
2318	8.487	6.191
2319	6.455	5.314
2320	8.487	6.191
2321	8.487	6.191
2322	1.963	1.118
2323	2.32	1.828
2324	4.142	7.181
2325	4.142	7.181
2326	1.714	0.9024
2327	1.714	0.9024
2328	1.979	1.192
2329	1.979	1.192
2330	1.979	1.192
2331	1.979	1.192
2332	1.979	1.192
2333	1.979	1.192
2334	1.979	1.192
2335	11	12.9
2336	2.514	0.736
2337	1.737	18.95
2338	2.332	6.407
2339	7.191	3.988
2340	3.857	5.4
2341	9.015	5.042
2342	3.857	5.4
2343	10.72	9.027
2344	1.963	1.118
2345	1.888	1.047
2346	1.888	1.047
2347	1.93	1.055
2348	1.93	1.055
2349	1.93	1.055
2350	1.93	1.055
2351	3.214	1.469
2352	6.709	5.227
2353	12.83	37.94
2354	10.13	17.41
2355	6.709	5.464
2356	2.221	2.562
2357	1.921	1.104
2358	1.921	1.104
2359	1.921	1.104
2360	1.921	1.104
2361	1.921	1.104
2362	1.921	1.104
2363	1.921	1.104
2364	1.921	1.104
2365	6.414	10.85
2366	4.008	7.439
2367	4.008	7.439
2368	23.76	19.17
2369	1.923	1.045
2370	4.779	2.371
2371	10.16	10.7
2372	4.688	35.15
2373	7.445	5.844
2374	7.445	5.844
2375	7.445	5.844
2376	2.078	2.425
2377	2.313	2.802
2378	2.131	5.023
2379	3.278	1.649
2380	1.52	0.629
2381	2.096	2.428
2382	2.313	2.802
2383	1.627	0.9782
2384	1.87	1.086
2385	1.87	1.086
2386	1.87	1.086
2387	1.87	1.086
2388	1.87	1.086
2389	14.41	16.92
2390	3.176	1.521
2391	1.96	1.098
2392	1.96	1.098
2393	1.96	1.098
2394	1.96	1.098
2395	1.96	1.098
2396	1.96	1.098
2397	1.96	1.098
2398	1.96	1.098
2399	3.218	1.78
2400	3.281	2.03
2401	3.126	21.06
2402	1.873	1.183
2403	1.829	1.203
2404	3.457	33.57
2405	1.451	0.4759
2406	6.194	8.638
2407	6.906	6.175
2408	1.998	1.25
2409	4.029	7.434
2410	3.891	14.98
2411	1.753	0.8724
2412	2.036	1.829
2413	2.074	2.188
2414	3.163	2.11
2415	1.419	5.726
2416	6.799	5.579
2417	10.24	7.136
2418	1.457	0.5956
2419	1.901	1.078
2420	3.148	1.475
2421	7.806	11.32
2422	2.954	11.31
2423	2.954	11.31
2424	2.884	4.907
2425	3.103	1.374
2426	4.014	46.93
2427	6.066	5.328
2428	6.807	3.592
2429	4.425	0.4933
2430	1.451	0.4759
2431	1.974	1.144
2432	1.406	3.58
2433	2.923	2.408
2434	3.106	1.525
2435	3.106	1.525
2436	1.947	1.114
2437	2.196	2.843
2438	5.956	6.037
2439	1.979	1.191
2440	2.464	8.452
2441	6.008	10.31
2442	8.957	37.62
2443	2.848	2.328
2444	7.681	5.779
2445	19.33	72.39
2446	9.301	5.951
2447	4.508	9.106
2448	5.449	9.682
2449	3.909	2.199
2450	2.647	2.103
2451	12.83	56.02
2452	10.27	7.135
2453	3.465	3.584
2454	1.977	1.148
2455	1.977	1.148
2456	1.929	1.173
2457	2.005	1.261
2458	2.005	1.261
2459	2.005	1.261
2460	1.923	1.218
2461	1.852	1.051
2462	1.831	0.9679
2463	1.923	1.218
2464	1.957	1.184
2465	3.29	3.011
2466	2.003	1.31
2467	1.811	0.8924
2468	1.969	1.167
2469	1.924	1.068
2470	7.579	16.55
2471	7.806	6.07
2472	2.562	12.22
2473	2.61	4.622
2474	1.981	1.106
2475	5.492	2.57
2476	7.208	6.588
2477	5.519	2.498
2478	3.266	7.076
2479	5.84	7.588
2480	5.85	5.856
2481	2.944	45.84
2482	6.484	8.259
2483	26.05	49.24
2484	3.311	5.928
2485	3.148	1.761
2486	4.901	2.853
2487	2.005	1.319
2488	2.005	1.319
2489	3.225	1.49
2490	3.654	6.163
2491	4.675	2.496
2492	1.919	1.091
2493	1.987	1.189
2494	2.005	1.319
2495	1.987	1.189
2496	3.322	1.749
2497	3.322	1.749
2498	7.744	10.32
2499	2.033	2.526
2500	5.226	18.78
2501	3.619	16.15
2502	4.567	18.94
2503	1.945	1.195
2504	1.945	1.195
2505	1.945	1.195
2506	1.945	1.195
2507	1.945	1.195
2508	4.44	3.186
2509	4.44	3.186
2510	4.089	11.47
2511	5.6	12.2
2512	5.6	12.2
2513	2.652	5.298
2514	2.548	3.871
2515	2.548	3.871
2516	1.903	1.02
2517	1.977	1.302
2518	3.234	1.593
2519	2.22	2.518
2520	3.844	4.78
2521	1.995	1.245
2522	1.995	1.245
2523	1.995	1.245
2524	2.956	1.25
2525	3.803	7.78
2526	2.005	1.319
2527	1.987	1.189
2528	9.243	8.716
2529	4.761	2.156
2530	1.932	1.205
2531	1.971	1.358
2532	1.971	1.358
2533	7.021	14.09
2534	2.003	1.209
2535	2.124	17.73
2536	1.921	1.104
2537	1.937	1.208
2538	1.937	1.208
2539	1.965	1.147
2540	1.969	1.167
2541	7.736	15.65
2542	1.153	13.42
2543	2.063	1.504
2544	1.921	1.041
2545	2.399	5.384
2546	4.425	13.51
2547	20.79	22.79
2548	6.415	13.7
2549	8.058	6.015
2550	2.623	8.535
2551	6.745	4.255
2552	1.979	1.191
2553	3.303	2.688
2554	2.339	2.598
2555	2.339	2.598
2556	2.023	1.379
2557	9.348	12.66
2558	8.876	31.19
2559	5.246	10.2
2560	7.623	31.91
2561	1.99	1.215
2562	1.687	0.8914
2563	4.239	14.52
2564	7.716	19.29
2565	7.247	46.08
2566	2.331	1.871
2567	2.719	5.123
2568	1.99	1.215
2569	6.076	39.29
2570	1.995	1.245
2571	2.923	3.401
2572	5.64	4.681
2573	9.973	17.6
2574	4.38	9.342
2575	11.78	15.12
2576	1.917	5.918
2577	1.938	1.199
2578	3.849	4.838
2579	2.005	1.319
2580	2.005	1.319
2581	1.873	1.183
2582	1.78	1.863
2583	1.897	1.012
2584	2.498	7.295
2585	6.919	27.71
2586	6.919	27.71
2587	6.919	27.71
2588	9.051	8.668
2589	1.674	4.298
2590	1.674	4.298
2591	3.058	20.7
2592	1.924	1.068
2593	3.26	1.599
2594	1.923	1.041
2595	9.326	15.64
2596	2.122	3
2597	1.813	1.039
2598	1.992	1.168
2599	4.874	2.475
2600	4.418	1.753
2601	3.021	6.696
2602	4.274	6.84
2603	2.68	6.478
2604	30.41	19.8
2605	14.35	28.09
2606	1.97	1.194
2607	3.078	1.318
2608	1.888	1.047
2609	7.232	4.451
