# log Likelihood of tree (entire data)=	-1.185e+05
POS	logLofPos
1874	-24.84
1875	-14.4
1876	-8.914
1877	-44.65
1878	-8.067
1879	-10.88
1880	-21.44
1881	-8.41
1882	-8.868
1883	-52.79
1884	-22.16
1885	-12.99
1886	-18.24
1887	-27.53
1888	-8.832
1889	-37.17
1890	-17.7
1891	-8.41
1892	-11.69
1893	-9.148
1894	-12.07
1895	-40
1896	-8.616
1897	-12.57
1898	-65.39
1899	-13.23
1900	-9.148
1901	-11.71
1902	-20.63
1903	-16.09
1904	-57.16
1905	-58.72
1906	-78.7
1907	-38.38
1908	-17.82
1909	-29.79
1910	-8.778
1911	-37.64
1912	-44.56
1913	-19.63
1914	-41.67
1915	-47.76
1916	-19.53
1917	-66.06
1918	-15.45
1919	-37.94
1920	-43.5
1921	-21.61
1922	-8.634
1923	-14.89
1924	-8.523
1925	-8.634
1926	-18.68
1927	-20.93
1928	-31.32
1929	-7.235
1930	-69.26
1931	-13.26
1932	-91.86
1933	-61.42
1934	-10.74
1935	-38.49
1936	-63.05
1937	-17.63
1938	-43.88
1939	-43.88
1940	-35.17
1941	-19.26
1942	-18.23
1943	-86.7
1944	-73.46
1945	-10.3
1946	-8.412
1947	-17.94
1948	-15.1
1949	-99.31
1950	-15.87
1951	-7.485
1952	-13.99
1953	-17.8
1954	-12.13
1955	-42.59
1956	-40.88
1957	-28.38
1958	-68.67
1959	-35.55
1960	-41.15
1961	-26.88
1962	-34.26
1963	-26.88
1964	-12.54
1965	-49.71
1966	-51.78
1967	-49.71
1968	-33.51
1969	-34.42
1970	-31
1971	-18.45
1972	-37.87
1973	-136.2
1974	-76.05
1975	-8.359
1976	-7.623
1977	-25.84
1978	-21.28
1979	-21.28
1980	-32.99
1981	-26.36
1982	-10.47
1983	-21.33
1984	-7.934
1985	-18.66
1986	-11.55
1987	-18.66
1988	-17.6
1989	-15.23
1990	-38.53
1991	-122.8
1992	-8.892
1993	-15.2
1994	-58.61
1995	-14.82
1996	-32.87
1997	-10.19
1998	-8.832
1999	-36.21
2000	-21.2
2001	-55.55
2002	-47.39
2003	-49.64
2004	-9.244
2005	-85.09
2006	-50.67
2007	-21.55
2008	-26.03
2009	-8.616
2010	-8.616
2011	-8.616
2012	-8.616
2013	-8.616
2014	-104.9
2015	-36.9
2016	-30.01
2017	-23.22
2018	-21.72
2019	-9.809
2020	-24.05
2021	-27.53
2022	-27.2
2023	-27.34
2024	-18.61
2025	-8.253
2026	-8.253
2027	-14.68
2028	-8.253
2029	-8.253
2030	-13.22
2031	-13.22
2032	-10.59
2033	-11.72
2034	-8.604
2035	-8.604
2036	-8.604
2037	-8.604
2038	-12.89
2039	-8.604
2040	-8.604
2041	-69.21
2042	-18.27
2043	-37.26
2044	-24.01
2045	-42.62
2046	-28.59
2047	-12.62
2048	-12.62
2049	-12.62
2050	-8.015
2051	-14.22
2052	-20.98
2053	-24.55
2054	-62.58
2055	-28.7
2056	-15.23
2057	-21.87
2058	-35.93
2059	-8.322
2060	-8.322
2061	-9.454
2062	-8.015
2063	-17.39
2064	-12.99
2065	-8.412
2066	-35.8
2067	-32.23
2068	-7.337
2069	-7.337
2070	-7.337
2071	-2.983
2072	-8.322
2073	-8.53
2074	-26.93
2075	-26.19
2076	-76.35
2077	-30.47
2078	-7.686
2079	-7.623
2080	-9.019
2081	-51.37
2082	-14.75
2083	-21.07
2084	-26.91
2085	-26.91
2086	-19.44
2087	-15.16
2088	-17.78
2089	-45.6
2090	-79.89
2091	-31.97
2092	-36.23
2093	-8.141
2094	-8.141
2095	-22.99
2096	-37.66
2097	-18.36
2098	-22.22
2099	-13.48
2100	-12.44
2101	-12.44
2102	-21.41
2103	-12.44
2104	-12.44
2105	-16.07
2106	-95.91
2107	-67.74
2108	-8.265
2109	-40.44
2110	-38.54
2111	-35.7
2112	-31.57
2113	-12.55
2114	-7.946
2115	-8.616
2116	-44.49
2117	-29.38
2118	-94.61
2119	-40.14
2120	-8.616
2121	-42.12
2122	-8.418
2123	-8.418
2124	-15.48
2125	-22.58
2126	-15.48
2127	-8.616
2128	-9.158
2129	-9.986
2130	-9.986
2131	-13.4
2132	-33.1
2133	-19.33
2134	-29.87
2135	-7.668
2136	-7.668
2137	-15.56
2138	-20.94
2139	-16.14
2140	-69.61
2141	-7.799
2142	-7.799
2143	-7.799
2144	-7.799
2145	-7.799
2146	-7.799
2147	-10.18
2148	-13.75
2149	-20.33
2150	-10.19
2151	-10.71
2152	-31.91
2153	-16.14
2154	-20.94
2155	-16.14
2156	-21.95
2157	-20.25
2158	-57.75
2159	-17.24
2160	-77.59
2161	-19.78
2162	-45.16
2163	-12.84
2164	-11.66
2165	-7.485
2166	-7.485
2167	-7.485
2168	-7.485
2169	-7.485
2170	-7.485
2171	-24.68
2172	-23.91
2173	-44.27
2174	-59.68
2175	-12.23
2176	-7.934
2177	-7.934
2178	-7.934
2179	-23.13
2180	-12.78
2181	-13.98
2182	-6.736
2183	-16.34
2184	-16.34
2185	-16.34
2186	-16.34
2187	-16.34
2188	-16.34
2189	-8.322
2190	-8.322
2191	-31.4
2192	-31.4
2193	-45.4
2194	-72.1
2195	-10.05
2196	-51.35
2197	-59.48
2198	-8.604
2199	-32.87
2200	-18.18
2201	-22.38
2202	-8.616
2203	-49.54
2204	-44.38
2205	-8.921
2206	-10.57
2207	-36.27
2208	-8.702
2209	-8.702
2210	-14.06
2211	-22
2212	-32.43
2213	-52.88
2214	-21.29
2215	-21.74
2216	-31.01
2217	-21.13
2218	-21.13
2219	-23.43
2220	-28.4
2221	-14.69
2222	-36.23
2223	-13.76
2224	-22.57
2225	-8.322
2226	-22.53
2227	-18.42
2228	-18.42
2229	-18.42
2230	-18.42
2231	-43.6
2232	-12.57
2233	-47.66
2234	-24.52
2235	-24.52
2236	-7.337
2237	-8.076
2238	-14.29
2239	-14.29
2240	-11.3
2241	-70.5
2242	-7.561
2243	-10.33
2244	-14.38
2245	-14.34
2246	-14.34
2247	-105.8
2248	-45.58
2249	-43.27
2250	-44.03
2251	-44.32
2252	-59.35
2253	-49.89
2254	-64.65
2255	-7.54
2256	-18.2
2257	-13.77
2258	-13.01
2259	-8.663
2260	-17.96
2261	-17.96
2262	-17.96
2263	-13.73
2264	-8.663
2265	-8.067
2266	-20.95
2267	-20.95
2268	-14.46
2269	-64.33
2270	-59.57
2271	-7.291
2272	-55.84
2273	-55.7
2274	-8.145
2275	-8.527
2276	-75.3
2277	-12.66
2278	-118.9
2279	-49.62
2280	-72.07
2281	-48.99
2282	-8.832
2283	-25.92
2284	-7.487
2285	-7.487
2286	-18.25
2287	-8.734
2288	-43.55
2289	-14.62
2290	-34.34
2291	-8.734
2292	-8.734
2293	-8.734
2294	-8.734
2295	-45.47
2296	-25.76
2297	-25.76
2298	-25.76
2299	-29.81
2300	-30.19
2301	-34.33
2302	-33.39
2303	-12.18
2304	-12.18
2305	-12.18
2306	-8.435
2307	-13.48
2308	-13.48
2309	-7.652
2310	-8.461
2311	-8.616
2312	-70.61
2313	-7.401
2314	-14.81
2315	-19.63
2316	-8.26
2317	-30.79
2318	-26.6
2319	-22.01
2320	-26.6
2321	-26.6
2322	-8.322
2323	-12.69
2324	-19.58
2325	-19.58
2326	-9.634
2327	-9.634
2328	-8.53
2329	-8.53
2330	-8.53
2331	-8.53
2332	-8.53
2333	-8.53
2334	-8.53
2335	-38.26
2336	-12.38
2337	-42.32
2338	-14.13
2339	-26.33
2340	-17.87
2341	-31.39
2342	-17.87
2343	-38.43
2344	-8.322
2345	-7.561
2346	-7.561
2347	-7.946
2348	-7.946
2349	-7.946
2350	-7.946
2351	-14.14
2352	-24.76
2353	-56.48
2354	-47.51
2355	-24.21
2356	-11.58
2357	-7.699
2358	-7.699
2359	-7.699
2360	-7.699
2361	-7.699
2362	-7.699
2363	-7.699
2364	-7.699
2365	-28.99
2366	-24.09
2367	-24.09
2368	-60.96
2369	-7.881
2370	-17.67
2371	-34.19
2372	-45.76
2373	-23.46
2374	-23.46
2375	-23.46
2376	-10.33
2377	-12.22
2378	-17.02
2379	-14.43
2380	-9.91
2381	-11.21
2382	-12.22
2383	-9.552
2384	-7.337
2385	-7.337
2386	-7.337
2387	-7.337
2388	-7.337
2389	-52.62
2390	-13.25
2391	-8.435
2392	-8.435
2393	-8.435
2394	-8.435
2395	-8.435
2396	-8.435
2397	-8.435
2398	-8.435
2399	-14.5
2400	-13.11
2401	-34.72
2402	-8.832
2403	-9.769
2404	-44.65
2405	-8.412
2406	-25.08
2407	-32.35
2408	-8.663
2409	-19.93
2410	-69.97
2411	-8.264
2412	-8.145
2413	-8.333
2414	-12.94
2415	-26.92
2416	-23.99
2417	-33
2418	-10.37
2419	-7.54
2420	-12.99
2421	-28.49
2422	-21.67
2423	-21.67
2424	-15.08
2425	-12.63
2426	-51.72
2427	-23.83
2428	-22.4
2429	-24.29
2430	-8.412
2431	-9.455
2432	-20.2
2433	-12.46
2434	-13.07
2435	-13.07
2436	-8.076
2437	-12.18
2438	-22.47
2439	-8.527
2440	-14.76
2441	-26.3
2442	-89.18
2443	-17.29
2444	-27.28
2445	-103.2
2446	-30.93
2447	-27.73
2448	-21.92
2449	-17.76
2450	-13.62
2451	-127.3
2452	-32.24
2453	-25.42
2454	-8.599
2455	-8.599
2456	-7.718
2457	-8.914
2458	-8.914
2459	-8.914
2460	-8.921
2461	-9.174
2462	-7.235
2463	-8.921
2464	-8.08
2465	-13.74
2466	-8.604
2467	-7.205
2468	-8.36
2469	-7.895
2470	-35.72
2471	-30.13
2472	-26.03
2473	-13.07
2474	-9.148
2475	-32.74
2476	-28.87
2477	-21.61
2478	-20.21
2479	-26.06
2480	-23.19
2481	-68.97
2482	-25.93
2483	-100.1
2484	-24.91
2485	-15.53
2486	-20.04
2487	-8.616
2488	-8.616
2489	-14.13
2490	-19.89
2491	-17.79
2492	-7.799
2493	-8.905
2494	-8.616
2495	-8.905
2496	-15.42
2497	-15.42
2498	-28.23
2499	-11.24
2500	-35.9
2501	-36.96
2502	-30
2503	-7.821
2504	-7.821
2505	-7.821
2506	-7.821
2507	-7.821
2508	-22.89
2509	-22.89
2510	-28.82
2511	-29.38
2512	-29.38
2513	-22.2
2514	-20.65
2515	-20.65
2516	-7.686
2517	-9.687
2518	-14.27
2519	-11.86
2520	-19.81
2521	-8.734
2522	-8.734
2523	-8.734
2524	-11.81
2525	-20.62
2526	-8.616
2527	-8.905
2528	-34.47
2529	-17.91
2530	-7.747
2531	-7.828
2532	-7.828
2533	-29.12
2534	-9.71
2535	-40.43
2536	-7.699
2537	-7.793
2538	-7.793
2539	-8.294
2540	-8.36
2541	-33.51
2542	-27.64
2543	-9.64
2544	-7.873
2545	-13.98
2546	-46.92
2547	-63.82
2548	-48.31
2549	-25.97
2550	-19.68
2551	-22.5
2552	-8.527
2553	-13.58
2554	-12.44
2555	-12.44
2556	-9.042
2557	-36.96
2558	-86.29
2559	-24.41
2560	-62.26
2561	-8.893
2562	-10.2
2563	-31.03
2564	-34.34
2565	-62.9
2566	-12.19
2567	-30.18
2568	-8.893
2569	-89.58
2570	-8.734
2571	-12.89
2572	-23.49
2573	-45.5
2574	-24.47
2575	-66.7
2576	-18.09
2577	-7.69
2578	-17.26
2579	-8.616
2580	-8.616
2581	-8.832
2582	-10.33
2583	-7.668
2584	-16.34
2585	-42.17
2586	-42.17
2587	-42.17
2588	-32.23
2589	-20.3
2590	-20.3
2591	-53.67
2592	-7.895
2593	-14.38
2594	-7.893
2595	-48.33
2596	-10.91
2597	-7.528
2598	-9.149
2599	-18.53
2600	-16.58
2601	-17.11
2602	-19.78
2603	-15.09
2604	-110
2605	-54.2
2606	-8.491
2607	-13.19
2608	-7.561
2609	-23.83
2610	-7.895
2611	-7.895
2612	-13.46
2613	-13.46
2614	-13.46
2615	-13.46
2616	-13.46
2617	-13.46
2618	-13.46
2619	-13.46
2620	-8.604
2621	-8.604
2622	-8.604
2623	-8.604
2624	-8.604
2625	-8.604
2626	-8.294
2627	-40.08
2628	-28.83
2629	-30.05
2630	-27.57
2631	-56.09
2632	-47.17
2633	-28.68
2634	-41.02
2635	-43.38
2636	-41.44
2637	-43.38
2638	-8.435
2639	-8.435
2640	-8.435
2641	-8.435
2642	-6.736
2643	-10.11
2644	-36.45
2645	-46.75
2646	-81.3
2647	-22.37
2648	-16.17
2649	-15.39
2650	-16.19
2651	-7.205
2652	-26.29
2653	-8.265
2654	-36.08
2655	-14.21
2656	-34.09
2657	-34.37
2658	-12.53
2659	-13.96
2660	-17.11
2661	-9.244
2662	-20.36
2663	-8.418
2664	-8.469
2665	-8.469
2666	-18.71
2667	-27.9
2668	-21.11
2669	-16.42
2670	-7.205
2671	-7.205
2672	-17.63
2673	-8.735
2674	-13.28
2675	-7.825
2676	-12.99
