POS	occur	unknown
384	142	0
385	40	0
386	43	0
387	74	0
388	197	0
389	175	0
390	180	0
391	222	0
392	169	0
393	211	0
394	181	0
395	179	0
396	174	0
397	114	0
398	51	0
399	55	0
400	215	0
401	186	0
402	238	0
403	228	0
404	235	0
405	204	0
406	205	0
407	110	0
408	202	0
409	104	0
410	114	0
411	115	0
412	212	0
413	17	0
414	1	0
415	20	0
416	60	0
417	217	0
418	18	0
419	117	0
420	40	0
421	184	0
422	48	0
423	219	0
424	186	0
425	48	0
426	50	0
427	66	0
428	206	0
429	45	0
430	164	0
431	69	0
432	158	0
433	28	0
434	53	0
435	12	0
436	21	0
437	32	0
438	4	0
439	181	0
440	3	0
441	134	0
442	28	0
443	91	0
444	113	0
445	110	0
446	125	0
447	32	0
448	94	0
449	54	0
450	43	0
451	125	0
452	231	0
453	239	0
454	86	0
455	9	0
456	29	0
457	174	0
458	115	0
459	91	0
460	107	0
461	37	0
462	118	0
463	223	0
464	95	0
465	9	0
466	106	0
467	74	0
468	9	0
469	14	0
470	3	0
471	97	0
472	34	0
473	23	0
474	17	0
475	32	0
476	32	0
477	206	0
478	22	0
479	1	0
480	20	0
481	18	0
482	115	0
483	138	0
484	18	0
485	212	0
486	189	0
487	53	0
488	240	0
489	213	0
490	28	0
491	188	0
492	188	0
493	7	0
494	2	0
495	34	0
496	245	0
497	213	0
498	181	0
499	239	0
500	237	0
501	220	0
502	157	0
503	241	0
504	63	0
505	192	0
506	186	0
507	3	0
508	229	0
509	43	0
510	81	0
511	118	0
512	42	0
513	222	0
514	198	0
515	82	0
516	36	0
517	0	0
518	225	0
519	69	0
520	9	0
521	161	0
522	156	0
523	116	0
524	45	0
525	141	0
526	34	0
527	243	0
528	23	0
529	6	0
530	160	0
531	77	0
532	213	0
533	200	0
534	33	0
535	228	0
536	9	0
537	29	0
538	89	0
539	112	0
540	82	0
541	122	0
542	179	0
543	8	0
544	1	0
545	18	0
546	5	0
547	72	0
548	72	0
549	26	0
550	26	0
551	18	0
552	14	0
553	26	0
554	26	0
555	72	0
556	63	0
557	18	0
558	37	0
559	47	0
560	125	0
561	50	0
562	15	0
563	86	0
564	5	0
565	132	0
566	88	0
567	25	0
568	19	0
569	84	0
570	131	0
571	74	0
572	116	0
573	19	0
574	7	0
575	4	0
576	68	0
577	40	0
578	166	0
579	202	0
580	14	0
581	106	0
582	27	0
583	31	0
584	60	0
585	41	0
586	7	0
587	5	0
588	70	0
589	6	0
590	178	0
591	1	0
592	152	0
593	39	0
594	1	0
595	1	0
596	1	0
597	1	0
598	1	0
599	109	0
600	53	0
601	19	0
602	37	0
603	30	0
604	41	0
605	7	0
606	17	0
607	101	0
608	53	0
609	60	0
610	27	0
611	11	0
612	7	0
613	22	0
614	36	0
615	10	0
616	2	0
617	150	0
618	30	0
619	27	0
620	3	0
621	5	0
622	87	0
623	1	0
624	13	0
625	10	0
626	35	0
627	54	0
628	51	0
629	12	0
630	5	0
631	61	0
632	68	0
633	60	0
634	145	0
635	120	0
636	28	0
637	5	0
638	201	0
639	151	0
640	107	0
641	58	0
642	156	0
643	82	0
644	95	0
645	79	0
646	74	0
647	74	0
648	5	0
649	6	0
650	124	0
651	52	0
652	4	0
653	91	0
654	184	0
655	53	0
656	140	0
657	73	0
658	199	0
659	18	0
660	1	0
661	17	0
662	4	0
663	1	0
664	27	0
665	36	0
666	21	0
667	8	0
668	36	0
669	216	0
670	23	0
671	51	0
672	93	0
673	30	0
674	57	0
675	31	0
676	30	0
677	61	0
678	20	0
679	63	0
680	63	0
681	89	0
682	35	0
683	44	0
684	77	0
685	56	0
686	59	0
687	91	0
688	134	0
689	243	0
690	85	0
691	159	0
692	182	0
693	108	0
694	82	0
695	1	0
696	5	0
697	20	0
698	12	0
699	37	0
700	1	0
701	132	0
702	163	0
703	3	0
704	205	0
705	19	0
706	101	0
707	180	0
708	80	0
709	105	0
710	32	0
711	46	0
712	72	0
713	22	0
714	25	0
715	1	0
716	3	0
717	16	0
718	37	0
719	30	0
720	23	0
721	17	0
722	42	0
723	17	0
724	14	0
725	22	0
726	126	0
727	51	0
728	69	0
729	16	0
730	2	0
731	40	0
732	89	0
733	200	0
734	213	0
735	182	0
736	10	0
737	221	0
738	11	0
739	130	0
740	48	0
741	38	0
742	15	0
743	187	0
744	34	0
745	23	0
746	83	0
747	25	0
748	156	0
749	99	0
750	69	0
751	4	0
752	177	0
753	2	0
754	11	0
755	144	0
756	115	0
757	62	0
758	7	0
759	49	0
760	196	0
761	119	0
762	158	0
763	141	0
764	74	0
765	16	0
766	25	0
767	30	0
768	183	0
769	7	0
770	20	0
771	103	0
772	107	0
773	35	0
774	85	0
775	36	0
776	26	0
777	94	0
778	24	0
779	190	0
780	179	0
781	194	0
782	173	0
783	52	0
784	4	0
785	172	0
786	142	0
787	60	0
788	84	0
789	196	0
790	1	0
791	77	0
792	114	0
793	25	0
794	26	0
795	6	0
796	6	0
797	166	0
798	47	0
799	93	0
800	18	0
801	18	0
802	186	0
803	163	0
804	82	0
805	30	0
806	42	0
807	48	0
808	182	0
809	241	0
810	71	0
811	71	0
812	141	0
813	192	0
814	194	0
815	41	0
816	198	0
817	11	0
818	179	0
819	180	0
820	31	0
821	31	0
822	25	0
823	31	0
824	173	0
825	88	0
826	93	0
827	22	0
828	216	0
829	39	0
830	74	0
831	156	0
832	57	0
833	13	0
834	121	0
835	37	0
836	19	0
837	13	0
838	5	0
839	3	0
840	198	0
841	80	0
842	200	0
843	207	0
844	135	0
845	183	0
846	105	0
847	129	0
848	95	0
849	101	0
850	4	0
851	198	0
852	59	0
853	150	0
854	45	0
855	178	0
856	187	0
857	223	0
858	1	0
859	25	0
860	144	0
861	109	0
862	47	0
863	73	0
864	3	0
865	157	0
866	9	0
867	194	0
868	221	0
869	200	0
870	15	0
871	199	0
872	68	0
873	3	0
874	84	0
875	238	0
876	198	0
877	117	0
878	5	0
879	57	0
880	151	0
881	121	0
882	53	0
883	6	0
884	24	0
885	27	0
886	28	0
887	40	0
888	240	0
889	32	0
890	62	0
891	159	0
892	120	0
893	117	0
894	225	0
895	49	0
896	18	0
897	182	0
898	26	0
899	43	0
900	153	0
901	14	0
902	14	0
903	16	0
904	103	0
905	11	0
906	93	0
907	35	0
908	48	0
909	151	0
910	148	0
911	37	0
912	87	0
913	120	0
914	21	0
915	48	0
916	6	0
917	177	0
918	7	0
919	59	0
920	19	0
921	19	0
922	6	0
923	52	0
924	23	0
925	41	0
926	30	0
927	1	0
928	245	0
929	245	0
930	245	0
931	175	0
932	175	0
933	63	0
934	245	0
935	6	0
936	208	0
937	105	0
938	245	0
939	244	0
940	126	0
941	159	0
942	168	0
943	185	0
944	183	0
945	2	0
946	3	0
947	8	0
948	45	0
949	54	0
950	10	0
951	24	0
952	83	0
953	86	0
954	45	0
955	219	0
956	151	0
957	177	0
958	141	0
959	114	0
960	228	0
961	217	0
962	228	0
963	228	0
964	222	0
965	224	0
966	213	0
967	177	0
968	166	0
969	240	0
970	87	0
971	222	0
972	193	0
973	30	0
974	210	0
975	2	0
976	88	0
977	226	0
978	213	0
979	149	0
980	216	0
981	216	0
982	72	0
983	15	0
984	20	0
985	178	0
986	188	0
987	188	0
988	47	0
989	69	0
990	64	0
991	81	0
992	56	0
993	245	0
994	6	0
995	2	0
996	26	0
997	173	0
998	19	0
999	106	0
1000	70	0
1001	63	0
1002	55	0
1003	20	0
1004	14	0
1005	10	0
1006	60	0
1007	93	0
1008	39	0
1009	79	0
1010	112	0
1011	26	0
1012	32	0
1013	59	0
1014	114	0
1015	108	0
1016	120	0
1017	163	0
1018	138	0
1019	133	0
1020	135	0
1021	130	0
1022	78	0
1023	2	0
1024	5	0
1025	5	0
1026	61	0
1027	62	0
1028	78	0
1029	90	0
1030	58	0
1031	25	0
1032	109	0
1033	231	0
1034	205	0
1035	20	0
1036	12	0
1037	45	0
1038	19	0
1039	32	0
1040	13	0
1041	50	0
1042	195	0
1043	66	0
1044	219	0
1045	30	0
1046	210	0
1047	205	0
1048	195	0
1049	179	0
1050	24	0
1051	39	0
1052	73	0
1053	23	0
1054	7	0
1055	31	0
1056	17	0
1057	50	0
1058	28	0
1059	164	0
1060	242	0
1061	26	0
1062	63	0
1063	182	0
1064	180	0
1065	103	0
1066	35	0
1067	53	0
1068	127	0
1069	150	0
1070	135	0
1071	137	0
1072	142	0
1073	98	0
1074	74	0
1075	79	0
1076	60	0
1077	20	0
1078	27	0
1079	228	0
1080	103	0
1081	45	0
1082	42	0
1083	28	0
1084	29	0
1085	27	0
1086	22	0
1087	37	0
1088	36	0
1089	36	0
1090	36	0
1091	32	0
1092	47	0
1093	3	0
1094	16	0
1095	105	0
1096	10	0
1097	8	0
1098	20	0
1099	15	0
1100	13	0
1101	13	0
1102	17	0
1103	17	0
1104	4	0
1105	4	0
1106	50	0
1107	51	0
1108	51	0
1109	1	0
1110	1	0
1111	1	0
1112	108	0
1113	98	0
1114	98	0
1115	3	0
1116	19	0
1117	20	0
1118	25	0
1119	83	0
1120	40	0
1121	40	0
1122	28	0
1123	21	0
1124	22	0
1125	9	0
1126	10	0
1127	10	0
1128	19	0
1129	19	0
1130	78	0
1131	49	0
1132	49	0
1133	48	0
1134	46	0
1135	46	0
1136	46	0
1137	18	0
1138	57	0
1139	57	0
1140	19	0
1141	48	0
1142	48	0
1143	4	0
1144	3	0
1145	5	0
1146	4	0
1147	6	0
1148	42	0
1149	43	0
1150	74	0
1151	50	0
1152	121	0
1153	17	0
1154	16	0
1155	16	0
1156	16	0
1157	98	0
1158	56	0
1159	241	0
1160	242	0
1161	47	0
1162	213	0
1163	53	0
1164	28	0
1165	33	0
1166	43	0
1167	164	0
1168	46	0
1169	175	0
1170	50	0
1171	92	0
1172	102	0
1173	160	0
1174	76	0
1175	120	0
1176	205	0
1177	39	0
1178	111	0
1179	133	0
1180	92	0
1181	101	0
1182	97	0
1183	66	0
1184	91	0
1185	70	0
1186	4	0
1187	1	0
1188	4	0
1189	1	0
1190	17	0
1191	26	0
1192	51	0
1193	50	0
1194	49	0
1195	48	0
1196	7	0
1197	12	0
1198	40	0
1199	2	0
1200	2	0
1201	31	0
1202	36	0
1203	9	0
1204	6	0
1205	22	0
1206	3	0
1207	3	0
1208	43	0
1209	10	0
1210	10	0
1211	9	0
1212	8	0
1213	77	0
1214	13	0
1215	14	0
1216	1	0
1217	11	0
1218	34	0
1219	48	0
1220	4	0
1221	74	0
1222	5	0
1223	96	0
1224	11	0
1225	19	0
1226	32	0
1227	206	0
1228	23	0
1229	23	0
1230	65	0
1231	28	0
1232	45	0
1233	139	0
1234	50	0
1235	20	0
1236	218	0
1237	161	0
1238	39	0
1239	27	0
1240	23	0
1241	225	0
1242	145	0
1243	195	0
1244	192	0
1245	50	0
1246	124	0
1247	197	0
1248	138	0
1249	156	0
1250	73	0
1251	156	0
1252	188	0
1253	219	0
1254	77	0
1255	61	0
1256	51	0
1257	51	0
1258	55	0
1259	22	0
1260	70	0
1261	133	0
1262	159	0
1263	133	0
1264	54	0
1265	58	0
1266	39	0
1267	80	0
1268	11	0
1269	11	0
1270	137	0
1271	80	0
1272	62	0
1273	88	0
1274	46	0
1275	160	0
1276	153	0
1277	10	0
1278	3	0
1279	28	0
1280	98	0
1281	166	0
1282	80	0
1283	10	0
1284	52	0
1285	67	0
1286	113	0
1287	56	0
1288	104	0
1289	8	0
1290	8	0
1291	42	0
1292	13	0
1293	14	0
1294	6	0
1295	7	0
1296	10	0
1297	28	0
1298	11	0
1299	13	0
1300	7	0
1301	10	0
1302	15	0
1303	5	0
1304	6	0
1305	3	0
1306	11	0
1307	23	0
1308	9	0
1309	5	0
1310	11	0
1311	12	0
1312	11	0
1313	11	0
1314	26	0
1315	201	0
1316	80	0
1317	92	0
1318	61	0
1319	18	0
1320	238	0
1321	52	0
1322	29	0
1323	44	0
1324	5	0
1325	3	0
1326	11	0
1327	11	0
1328	6	0
1329	12	0
1330	3	0
1331	2	0
1332	2	0
1333	2	0
1334	7	0
1335	2	0
1336	2	0
1337	2	0
1338	2	0
1339	5	0
1340	4	0
1341	7	0
1342	2	0
1343	20	0
1344	1	0
1345	44	0
1346	220	0
1347	17	0
1348	104	0
1349	90	0
1350	48	0
1351	49	0
1352	204	0
1353	2	0
1354	48	0
1355	23	0
1356	5	0
1357	37	0
1358	74	0
1359	11	0
1360	17	0
1361	10	0
1362	29	0
1363	4	0
1364	1	0
1365	21	0
1366	4	0
1367	1	0
1368	23	0
1369	9	0
1370	4	0
1371	54	0
1372	84	0
1373	46	0
1374	16	0
1375	8	0
1376	6	0
1377	9	0
1378	11	0
1379	9	0
1380	30	0
1381	50	0
1382	26	0
1383	3	0
1384	3	0
1385	6	0
1386	38	0
1387	29	0
1388	9	0
1389	1	0
1390	38	0
1391	19	0
1392	19	0
1393	3	0
1394	3	0
1395	3	0
1396	3	0
1397	2	0
1398	2	0
1399	6	0
1400	6	0
1401	6	0
1402	6	0
1403	9	0
1404	28	0
1405	7	0
1406	6	0
1407	6	0
1408	6	0
1409	6	0
1410	5	0
1411	6	0
1412	6	0
1413	6	0
1414	6	0
1415	6	0
1416	9	0
1417	2	0
1418	2	0
1419	52	0
1420	20	0
1421	23	0
1422	54	0
1423	7	0
1424	5	0
1425	41	0
1426	7	0
1427	30	0
1428	11	0
1429	8	0
1430	4	0
1431	1	0
1432	34	0
1433	30	0
1434	18	0
1435	18	0
1436	10	0
1437	17	0
1438	25	0
1439	3	0
1440	34	0
1441	3	0
1442	3	0
1443	3	0
1444	3	0
1445	3	0
1446	33	0
1447	21	0
1448	58	0
1449	61	0
1450	26	0
1451	4	0
1452	5	0
1453	64	0
1454	13	0
1455	6	0
1456	9	0
1457	24	0
1458	3	0
1459	1	0
1460	46	0
1461	85	0
1462	35	0
1463	1	0
1464	22	0
1465	31	0
1466	43	0
1467	29	0
1468	3	0
1469	29	0
1470	48	0
1471	18	0
1472	49	0
1473	1	0
1474	143	0
1475	84	0
1476	59	0
1477	34	0
1478	13	0
1479	1	0
1480	1	0
1481	1	0
1482	156	0
1483	44	0
1484	75	0
1485	58	0
1486	12	0
1487	13	0
1488	193	0
1489	36	0
1490	32	0
1491	32	0
1492	32	0
1493	30	0
1494	76	0
1495	200	0
1496	28	0
1497	18	0
1498	14	0
1499	59	0
1500	29	0
1501	40	0
1502	40	0
1503	3	0
1504	16	0
1505	1	0
1506	51	0
1507	25	0
1508	44	0
1509	17	0
1510	24	0
1511	28	0
1512	60	0
1513	36	0
1514	4	0
1515	69	0
1516	92	0
1517	11	0
1518	29	0
1519	5	0
1520	152	0
1521	2	0
1522	181	0
1523	185	0
1524	37	0
1525	1	0
1526	19	0
1527	10	0
1528	2	0
1529	17	0
1530	45	0
1531	16	0
1532	20	0
1533	107	0
1534	1	0
1535	84	0
1536	43	0
1537	76	0
1538	55	0
1539	29	0
1540	64	0
1541	13	0
1542	4	0
1543	85	0
1544	48	0
1545	17	0
1546	55	0
1547	12	0
1548	3	0
1549	4	0
1550	16	0
1551	3	0
1552	2	0
1553	19	0
1554	17	0
1555	18	0
1556	3	0
1557	3	0
1558	79	0
1559	45	0
1560	6	0
1561	20	0
1562	43	0
1563	3	0
1564	1	0
1565	63	0
1566	10	0
1567	11	0
1568	5	0
1569	3	0
1570	3	0
1571	3	0
1572	1	0
1573	3	0
1574	3	0
1575	2	0
1576	2	0
1577	1	0
1578	1	0
1579	1	0
1580	2	0
1581	216	0
1582	17	0
1583	29	0
1584	6	0
1585	15	0
1586	45	0
1587	10	0
1588	6	0
1589	7	0
1590	15	0
1591	16	0
1592	7	0
1593	11	0
1594	19	0
1595	14	0
1596	95	0
1597	80	0
1598	21	0
1599	6	0
1600	24	0
1601	23	0
1602	46	0
1603	116	0
1604	45	0
1605	117	0
1606	6	0
1607	9	0
1608	19	0
1609	12	0
1610	48	0
1611	24	0
1612	16	0
1613	1	0
1614	6	0
1615	12	0
1616	12	0
1617	12	0
1618	186	0
1619	41	0
1620	75	0
1621	51	0
1622	54	0
1623	14	0
1624	5	0
1625	1	0
1626	7	0
1627	2	0
1628	2	0
1629	8	0
1630	7	0
1631	2	0
1632	1	0
1633	26	0
1634	24	0
1635	11	0
1636	77	0
1637	58	0
1638	66	0
1639	27	0
1640	7	0
1641	8	0
1642	32	0
1643	104	0
1644	16	0
1645	61	0
1646	4	0
1647	9	0
1648	27	0
1649	7	0
1650	6	0
1651	66	0
1652	11	0
1653	14	0
1654	8	0
1655	10	0
1656	73	0
1657	207	0
1658	14	0
1659	15	0
1660	3	0
1661	4	0
1662	54	0
1663	41	0
1664	3	0
1665	14	0
1666	1	0
1667	1	0
1668	8	0
1669	42	0
1670	54	0
1671	21	0
1672	1	0
1673	10	0
1674	7	0
1675	37	0
1676	15	0
1677	1	0
1678	3	0
1679	3	0
1680	5	0
1681	4	0
1682	6	0
1683	5	0
1684	5	0
1685	2	0
1686	9	0
1687	25	0
1688	35	0
1689	28	0
1690	53	0
1691	16	0
1692	6	0
1693	13	0
1694	26	0
1695	148	0
1696	33	0
1697	2	0
1698	4	0
1699	36	0
1700	2	0
1701	2	0
1702	3	0
1703	3	0
1704	3	0
1705	6	0
1706	7	0
1707	4	0
1708	9	0
1709	24	0
1710	8	0
1711	13	0
1712	8	0
1713	2	0
1714	4	0
1715	12	0
1716	5	0
1717	53	0
1718	1	0
1719	1	0
1720	1	0
1721	1	0
1722	1	0
1723	2	0
1724	2	0
1725	1	0
1726	16	0
1727	5	0
1728	11	0
1729	26	0
1730	71	0
1731	5	0
1732	4	0
1733	8	0
1734	4	0
1735	68	0
1736	64	0
1737	3	0
1738	4	0
1739	9	0
1740	4	0
1741	6	0
1742	3	0
1743	4	0
1744	4	0
1745	4	0
1746	5	0
1747	5	0
1748	5	0
1749	12	0
1750	3	0
1751	4	0
1752	4	0
1753	3	0
1754	205	0
1755	29	0
1756	31	0
1757	10	0
1758	10	0
1759	12	0
1760	12	0
1761	2	0
1762	2	0
1763	2	0
1764	4	0
1765	4	0
1766	4	0
1767	27	0
1768	15	0
1769	11	0
1770	30	0
1771	10	0
1772	30	0
1773	8	0
1774	2	0
1775	5	0
1776	5	0
1777	5	0
1778	5	0
1779	5	0
1780	19	0
1781	32	0
1782	29	0
1783	2	0
1784	1	0
1785	3	0
1786	3	0
1787	60	0
1788	80	0
1789	10	0
1790	50	0
1791	29	0
1792	13	0
1793	4	0
1794	45	0
1795	2	0
1796	4	0
1797	4	0
1798	4	0
1799	166	0
1800	16	0
1801	50	0
1802	201	0
1803	236	0
1804	227	0
1805	74	0
1806	15	0
1807	5	0
1808	5	0
1809	30	0
1810	17	0
1811	26	0
1812	25	0
1813	1	0
1814	1	0
1815	1	0
1816	1	0
1817	1	0
1818	1	0
1819	1	0
1820	3	0
1821	177	0
1822	5	0
1823	10	0
1824	8	0
1825	15	0
1826	1	0
1827	55	0
1828	9	0
1829	3	0
1830	5	0
1831	16	0
1832	26	0
1833	50	0
1834	39	0
1835	62	0
1836	6	0
1837	6	0
1838	50	0
1839	3	0
1840	4	0
1841	4	0
1842	4	0
1843	12	0
1844	17	0
1845	4	0
1846	13	0
1847	4	0
1848	24	0
1849	40	0
1850	40	0
1851	23	0
1852	7	0
1853	5	0
1854	4	0
1855	4	0
1856	10	0
1857	13	0
1858	2	0
1859	36	0
1860	5	0
1861	8	0
1862	43	0
1863	45	0
1864	16	0
1865	10	0
1866	8	0
1867	21	0
1868	14	0
1869	18	0
1870	12	0
1871	14	0
1872	11	0
1873	9	0
1874	7	0
1875	3	0
1876	1	0
1877	203	0
1878	1	0
1879	4	0
1880	5	0
1881	1	0
1882	1	0
1883	19	0
1884	8	0
1885	2	0
1886	4	0
1887	11	0
1888	2	0
1889	10	0
1890	5	0
1891	1	0
1892	3	0
1893	1	0
1894	2	0
1895	13	0
1896	1	0
1897	2	0
1898	32	0
1899	4	0
1900	1	0
1901	3	0
1902	6	0
1903	5	0
1904	38	0
1905	39	0
1906	29	0
1907	15	0
1908	9	0
1909	36	0
1910	1	0
1911	18	0
1912	17	0
1913	10	0
1914	25	0
1915	56	0
1916	9	0
1917	42	0
1918	20	0
1919	20	0
1920	14	0
1921	8	0
1922	4	0
1923	5	0
1924	3	0
1925	4	0
1926	19	0
1927	10	0
1928	15	0
1929	1	0
1930	22	0
1931	5	0
1932	54	0
1933	55	0
1934	9	0
1935	12	0
1936	17	0
1937	5	0
1938	13	0
1939	13	0
1940	10	0
1941	8	0
1942	23	0
1943	73	0
1944	103	0
1945	4	0
1946	6	0
1947	6	0
1948	3	0
1949	113	0
1950	4	0
1951	1	0
1952	7	0
1953	19	0
1954	3	0
1955	16	0
1956	15	0
1957	8	0
1958	36	0
1959	9	0
1960	11	0
1961	7	0
1962	9	0
1963	7	0
1964	2	0
1965	22	0
1966	22	0
1967	22	0
1968	8	0
1969	21	0
1970	10	0
1971	9	0
1972	12	0
1973	85	0
1974	36	0
1975	3	0
1976	1	0
1977	7	0
1978	4	0
1979	4	0
1980	9	0
1981	7	0
1982	3	0
1983	5	0
1984	1	0
1985	5	0
1986	2	0
1987	5	0
1988	14	0
1989	4	0
1990	21	0
1991	84	0
1992	2	0
1993	7	0
1994	93	0
1995	29	0
1996	37	0
1997	7	0
1998	2	0
1999	8	0
2000	4	0
2001	89	0
2002	20	0
2003	55	0
2004	5	0
2005	30	0
2006	34	0
2007	6	0
2008	8	0
2009	1	0
2010	1	0
2011	1	0
2012	1	0
2013	1	0
2014	125	0
2015	11	0
2016	11	0
2017	11	0
2018	7	0
2019	3	0
2020	10	0
2021	7	0
2022	5	0
2023	6	0
2024	6	0
2025	1	0
2026	1	0
2027	3	0
2028	1	0
2029	1	0
2030	2	0
2031	2	0
2032	4	0
2033	4	0
2034	1	0
2035	1	0
2036	1	0
2037	1	0
2038	2	0
2039	1	0
2040	1	0
2041	181	0
2042	6	0
2043	65	0
2044	6	0
2045	15	0
2046	8	0
2047	2	0
2048	2	0
2049	2	0
2050	1	0
2051	3	0
2052	15	0
2053	6	0
2054	31	0
2055	7	0
2056	4	0
2057	5	0
2058	7	0
2059	1	0
2060	1	0
2061	1	0
2062	1	0
2063	3	0
2064	2	0
2065	6	0
2066	8	0
2067	7	0
2068	1	0
2069	1	0
2070	1	0
2071	0	0
2072	1	0
2073	1	0
2074	6	0
2075	5	0
2076	89	0
2077	11	0
2078	1	0
2079	1	0
2080	1	0
2081	65	0
2082	3	0
2083	5	0
2084	7	0
2085	7	0
2086	4	0
2087	11	0
2088	10	0
2089	11	0
2090	128	0
2091	29	0
2092	19	0
2093	1	0
2094	1	0
2095	6	0
2096	8	0
2097	3	0
2098	7	0
2099	2	0
2100	2	0
2101	2	0
2102	7	0
2103	2	0
2104	2	0
2105	5	0
2106	67	0
2107	62	0
2108	3	0
2109	14	0
2110	14	0
2111	12	0
2112	10	0
2113	4	0
2114	1	0
2115	1	0
2116	12	0
2117	7	0
2118	57	0
2119	25	0
2120	1	0
2121	17	0
2122	6	0
2123	6	0
2124	2	0
2125	8	0
2126	2	0
2127	1	0
2128	2	0
2129	3	0
2130	3	0
2131	3	0
2132	11	0
2133	3	0
2134	7	0
2135	1	0
2136	1	0
2137	8	0
2138	9	0
2139	8	0
