POS	prob01	prob10
191	1.68	1.029
192	3.155	4.277
193	1.949	1.28
194	1.68	1.029
195	4.804	2.078
196	1.68	1.029
197	7.9	9.039
198	3.155	4.277
199	1.949	1.28
200	1.68	1.029
201	1.68	1.029
202	3.077	2.259
203	1.326	2.994
204	3.256	5.042
205	4.888	5.926
206	6.895	3.559
207	3.247	4.529
208	2.178	1.889
209	2.149	1.76
210	2.149	1.76
211	10.28	11.29
212	4.771	3.899
213	6.109	4.82
214	6.364	4.413
215	2.567	2.929
216	2.343	1.757
217	4.835	4.656
218	6.394	6.07
219	1.3	2.935
220	1.433	0.3679
221	1.68	1.029
222	2.03	1.419
223	4.868	5.662
224	1.174	2.918
225	1.195	2.998
226	2.977	2.238
227	4.016	2.8
228	4.199	1.312
229	1.168	2.001
230	3.448	2.537
231	1.9	4.832
232	2.112	1.63
233	1.519	4.902
234	2.771	4.382
235	3.639	3.347
236	8.212	8.123
237	1.209	2.307
238	7.622	6.153
239	4.282	2.59
240	1.433	0.3679
241	2.574	0.5622
242	8.051	7.53
243	4.605	2.958
244	3.267	4.906
245	3.438	2.427
246	2.498	3.082
247	1.433	0.3679
248	2.498	3.082
249	6.66	11.6
250	3.013	2.665
251	1.187	1.931
252	4.252	9.311
253	10.59	5.99
254	5.071	2.723
255	1.433	0.3679
256	5.8	10.4
257	2.638	1.204
258	4.591	1.436
259	2.716	1.297
260	2.493	7.101
261	4.145	4.126
262	8.956	9.021
263	3.929	5.925
264	1.949	1.28
265	5.012	5.88
266	5.958	6.77
267	4.978	5.354
268	5.589	10.73
269	2.551	3.136
270	2.03	1.419
271	3.422	3.775
272	2.112	1.63
273	2.638	1.204
274	4.226	7.459
275	6.752	5.45
276	2.654	1.535
277	1.242	1.995
278	1.315	1.946
279	2.069	2.723
280	1.238	3.96
281	6.41	6.86
282	6.334	10.63
283	3.091	4.559
284	3.616	4.96
285	1.659	1.501
286	1.154	1.986
287	1.325	4.906
288	5.246	3.06
289	4.667	3.575
290	2.421	1.473
291	3.948	2.233
292	5.09	2.111
293	6.597	4.06
294	1.433	0.3679
295	2.068	3.908
296	1.68	1.029
297	2.732	5.354
298	1.819	5.044
299	1.415	0.9875
300	6.41	6.86
301	3.547	2.228
302	1.242	1.995
303	6.358	3.871
304	1.68	1.029
305	5.36	6.875
306	3.816	2.548
307	1.179	3.895
308	6.037	7.853
309	5.837	2.511
310	2.533	2.411
311	1.893	2.487
312	3.438	2.427
313	3.749	2.461
314	3.219	4.302
315	1.689	1.857
316	2.331	2.502
317	1.67	3.855
318	4.575	8.727
319	7.636	6.529
320	1.01	3.532
321	2.421	6.805
322	5.273	6.59
323	4.067	3.944
324	5.98	3.152
325	8.815	7.636
326	1.935	2.527
327	2.149	1.76
328	2.784	5.422
329	1.483	1.969
330	5.985	3.094
331	7.168	7.739
332	5.122	8.603
333	4.009	5.888
334	3.817	1.727
335	1.68	5.865
336	1.326	0.655
337	4.671	4.183
338	1.526	2.986
339	4.889	9.384
340	2.645	5.418
341	4.169	8.095
342	4.739	5.939
343	4.071	4.038
344	2.458	1.871
345	2.966	3.417
346	2.792	4.139
347	1.415	0.9875
348	1.415	0.9875
349	1.902	1.349
350	1.752	1.967
351	2.696	4.091
352	1.415	0.9875
353	2.698	2.78
354	5.125	3.621
355	5.086	3.29
356	2.638	1.204
357	6.29	6.085
358	1.51	3.956
359	1.646	2.952
360	7.851	6.946
361	1.279	3.912
362	8.051	7.53
363	6.358	3.871
364	1.183	4.83
365	1.415	0.9875
366	1.326	0.655
367	1.9	5.879
368	1.238	3.972
369	1.168	2.001
370	2.118	2.69
371	1.508	2.824
372	3.062	2.034
373	3.67	8.171
374	6.768	2.693
375	1.315	1.946
376	1.378	2.043
377	1.68	1.029
378	4.203	3.746
379	4.161	2.646
380	5.192	3.466
381	1.414	1.882
382	1.433	1.966
383	2.758	4.57
384	4.127	6.295
385	2.112	1.63
386	1.679	4.864
387	2.414	2.222
388	5.063	10.33
389	6.337	5.868
390	2.638	1.204
391	6	9.596
392	2.455	2.333
393	4.982	3.243
394	1.68	1.029
395	2.345	2.343
396	2.01	3.494
397	1.415	0.9875
398	1.68	1.029
399	1.68	1.029
400	6.281	6.206
401	5.8	2.489
402	5.605	2.372
403	1.916	1.859
404	1.333	2.631
405	2.827	2.799
406	2.82	1.378
407	2.82	1.378
408	7.193	7.032
409	7.193	7.032
410	2.92	1.547
411	2.92	1.547
412	7.197	3.791
413	4.927	2.607
414	4.037	4.208
415	1.68	1.029
416	3.201	4.718
417	2.421	1.473
418	5.174	3.899
419	1.433	0.3679
420	2.613	0.6092
421	3.451	2.599
422	3.036	3.338
423	1.68	1.029
424	8.98	6.868
425	3.608	2.688
426	9.047	7.044
427	2.692	3.137
428	1.949	1.28
429	1.964	2.53
430	4.891	5.177
431	4.099	4.151
432	8.563	5.593
433	3.254	4.645
434	1.902	1.838
435	4.38	1.669
436	2.801	1.471
437	2.04	2.433
438	2.82	1.378
439	1.68	1.029
440	8.295	6.467
441	2.47	2.167
442	1.809	4.692
443	8.016	7.853
444	7.285	5.967
445	3.621	1.022
446	6.734	8.796
447	1.949	1.28
448	5.914	7.799
449	4.519	4.192
450	2.58	4.735
451	4.814	11.23
452	5.861	9.188
453	7.446	11.03
454	1.433	0.3679
455	7.844	7.946
456	3.706	4.34
457	10.29	8.586
458	10.18	9.901
459	6.9	5.758
460	2.331	2.502
461	8.542	4.219
462	4.113	9.352
463	7.257	5.527
464	2.006	1.472
465	1.949	1.28
466	4.011	2.152
467	6.494	6.08
468	4.799	4.25
469	6.542	5.598
470	4.271	6.489
471	4.53	7.159
472	8.855	9.315
473	1.949	1.28
474	4.416	3.275
475	6.673	7.697
476	3.128	2.549
477	1.586	2.711
478	5.899	6.437
479	2.544	1.245
480	2.394	3.244
481	5.451	4.234
482	7.328	7.065
483	8.877	4.842
484	2.228	2.955
485	7.153	5.956
486	7.693	9.357
487	4.432	2.412
488	4.432	2.412
489	4.432	2.412
490	6.046	2.326
491	4.669	5.57
492	6.954	4.042
493	1.354	2.913
494	3.446	9.145
495	2.215	2.943
496	9.175	5.354
497	1.721	4.097
498	3.282	2.617
499	3.523	2.775
500	2.41	2.054
501	1.415	0.9875
502	7.28	7.354
503	1.168	2.001
504	7.651	6.118
505	3.811	3.289
506	6.395	4.362
507	6.483	7.262
508	4.51	4.483
509	1.68	1.029
510	8.835	7.286
511	7.08	4.673
512	6.098	3.787
513	3.366	3.994
514	1.916	1.859
515	10.9	7.842
516	7.866	9.177
517	9.805	8.846
518	5.348	8.798
519	5.617	8.17
520	0.9118	4.526
521	3.602	1.219
522	4.342	3.151
523	7.48	8.067
524	2.395	0.7659
525	2.455	2.333
526	3.523	2.775
527	4.564	3.239
528	4.075	2.604
529	1.672	2.05
530	1.935	2.527
531	6.939	8.111
532	3.377	4.862
533	1.433	0.3679
534	6.565	8.971
535	1.68	1.029
536	1.68	1.029
537	5.925	7.494
538	1.68	1.029
539	1.949	1.28
540	8.01	6.931
541	8.394	7.936
542	4.401	4.244
543	3.987	5.514
544	3.126	3.213
545	1.68	1.029
546	5.447	6.668
547	6.604	2.247
548	8.595	9.715
549	5.19	3.645
550	2.173	2.975
551	1.433	0.3679
552	4.074	2.678
553	1.502	4.671
554	1.195	2.998
555	4.254	2.801
556	4.429	4.805
557	2.149	1.76
558	8.62	3.381
559	1.326	0.655
560	2.139	1.88
561	6.599	3.568
562	6.11	9.855
563	1.876	1.841
564	5.415	9.959
565	7.327	8.684
566	3.716	1.156
567	3.831	2.84
568	4.529	4.386
569	2.03	1.419
570	4.858	9.801
571	3.593	3.123
572	3.131	4.783
573	4.954	3.588
574	1.231	4.842
575	7.93	7.704
576	5.24	2.06
577	4.142	1.481
578	6.74	5.189
579	8.863	10.81
580	3.2	3.503
581	2.458	1.871
582	8.005	3.225
583	6.08	6.511
584	1.94	1.878
585	2.918	2.618
586	7.809	6.796
587	2.82	1.378
588	1.326	0.655
589	6.346	12.34
590	6.179	12.44
591	6.346	12.34
592	5.823	3.587
593	5.381	2.985
594	4.716	4.777
595	5.522	3.128
596	4.866	4.488
597	7.334	4.615
598	7.078	8.339
599	4.994	4.205
600	6.279	8.155
601	5.149	4.033
602	6.444	5.683
603	3.78	4.771
604	3.247	4.529
605	8.993	8.019
606	2.03	1.419
607	1.935	2.527
608	4.539	4.054
609	4.771	6.9
610	2.583	0.829
611	3.639	3.347
612	3.639	3.347
613	6.695	5.41
614	6.373	6.017
615	2.395	0.7659
616	2.458	1.871
617	6.683	6.931
618	7.837	8.495
619	6.676	3.238
620	1.433	0.3679
621	4.949	3.232
622	7.211	10.2
623	4.925	7.604
624	3.259	6.866
625	2.908	1.609
626	2.394	3.244
627	6.343	5.797
628	5.522	3.128
629	5.522	3.128
630	3.202	3.046
631	1.949	1.28
632	3.522	3.614
633	5.33	5.455
634	2.155	4.928
635	2.587	3.127
636	7.62	4.549
637	1.68	1.029
638	1.502	4.671
639	4.404	3.876
640	1.433	0.3679
641	4.285	2.602
642	6.034	4.393
643	1.68	1.029
644	3.491	2.246
645	1.949	1.28
646	1.68	1.029
647	2.316	5.5
648	6.329	5.834
649	4.58	6.134
650	2.504	3.132
651	5.528	1.554
652	1.425	4.888
653	6.977	6.535
654	7.104	8.897
655	7.512	3.628
656	7.8	5.682
657	2.03	1.419
658	2.394	3.244
659	7.649	8.064
660	1.642	6.073
661	4.978	1.331
662	8.114	4.261
663	1.392	5.939
664	3.734	3.31
665	7.829	2.949
666	3.386	5.215
667	3.666	2.441
668	3.438	2.427
669	3.663	3.122
670	2.633	3.006
671	7.008	7.272
672	1.46	3.052
673	4.586	8.449
674	6.328	7.897
675	1.433	0.3679
676	1.457	2.038
677	1.021	2.54
678	2.331	2.502
679	6.18	9.505
680	2.464	6.179
681	4.594	8.537
682	4.419	3.866
683	1.68	1.029
684	1.68	1.029
685	2.39	2.078
686	8.405	6.541
687	9.167	10.08
688	4.862	2.501
689	3.474	5.879
690	2.353	4.199
691	7.999	7.822
692	8.948	9.54
693	6.41	6.86
694	8.743	7.502
695	3.846	5.109
696	5.415	9.959
697	4.827	7.076
698	8.363	7.605
699	7.006	5.114
700	4.637	2.517
701	1.94	1.878
702	3.155	4.277
703	1.365	4.25
704	1.162	3.555
705	4.348	7.083
706	5.736	6.589
707	5.662	5.36
708	2.331	2.502
709	4.06	4.179
710	3.666	2.441
711	2.394	3.244
712	3.983	2.689
713	5.492	6.631
714	1.68	1.029
715	7.712	9.379
716	1.68	1.029
717	1.68	1.029
718	4.841	4.291
719	3.877	1.889
720	3.877	1.889
721	1.423	4.019
722	2.03	1.419
723	0.797	1.874
724	2.471	3.912
725	1.316	3.505
726	6.078	6.87
727	2.891	3.25
728	2.475	2.806
729	3.921	3.411
730	3.399	2.246
731	1.68	1.029
732	4.994	4.205
733	7.7	13.97
734	6.279	8.155
735	6.805	6.373
736	6.161	9.141
737	1.234	2.884
738	4.575	1.513
739	4.199	1.312
740	5.563	8.268
741	1.433	0.3679
742	1.195	2.998
743	1.195	2.998
744	1.332	3.084
745	2.932	2.846
746	1.187	1.931
747	0.5151	2.725
748	1.392	5.939
749	2.41	2.054
750	1.195	2.998
751	1.18	4.484
752	1.185	2.02
753	1.195	2.998
754	6.92	7.632
755	5.297	8.703
756	2.746	1.381
757	3.084	2.258
758	5.166	5.124
759	3.896	3.311
760	3.896	3.311
761	4.79	4.554
762	1.68	1.029
763	1.68	1.029
764	2.82	1.378
765	2.499	2.092
766	3.243	4.274
767	7.66	6.745
768	5.578	3.503
769	1.68	1.029
770	3.685	1.928
771	1.433	0.3679
772	5.967	6.812
773	5.299	4.006
774	3.159	6.46
775	4.983	4.357
776	1.68	1.029
777	2.92	1.547
778	6.734	6.513
779	1.68	1.029
780	7.394	7.877
781	5.244	6.774
782	2.112	1.63
783	1.68	1.029
784	4.49	4.016
785	5.022	6.913
786	6.737	7.167
787	2.528	5.009
788	5.378	3.948
789	4.06	2.116
790	5.165	3.085
791	5.165	3.085
792	5.165	3.085
793	5.422	5.434
794	3.219	4.302
795	3.219	4.302
796	2.744	0.9465
797	4.06	2.116
798	4.072	4.153
799	1.68	1.029
800	1.433	0.3679
801	1.161	2.746
802	1.415	0.9875
803	1.415	0.9875
804	4.259	3.828
805	1.433	0.3679
806	2.544	1.245
807	1.415	0.9875
808	3.609	8.136
809	3.896	3.311
810	2.794	4.641
811	1.694	4.963
812	1.415	0.9875
813	2.193	3.365
814	2.193	3.365
815	2.193	3.365
816	7.303	3.81
817	2.654	1.535
818	1.433	0.3679
819	4.629	2.413
820	1.68	1.029
821	1.415	0.9875
822	2.523	1.587
823	6.116	5.746
824	8.952	8.221
825	2.394	3.244
826	1.406	1.973
827	1.415	0.9875
828	1.433	0.3679
829	6.41	6.86
830	6.41	6.86
831	6.059	9.858
832	5.577	6.481
833	3.155	4.277
834	2.638	1.204
835	1.453	0.6385
836	2.638	1.204
837	2.934	0.9078
838	2.638	1.204
839	5.032	6.352
840	7.36	5.047
841	8.065	6.495
842	7.36	5.047
843	3.247	4.529
844	1.415	0.9875
845	1.828	3.696
846	2.395	0.7659
847	2.395	0.7659
848	2.41	2.054
849	3.991	3.034
850	2.41	2.054
851	2.41	2.054
852	2.458	1.871
853	2.458	1.871
854	2.458	1.871
855	2.458	1.871
856	2.458	1.871
857	7.253	5.823
858	2.458	1.871
859	2.458	1.871
860	3.366	4.952
861	2.204	1.605
862	8.296	11.26
863	7.751	8.431
864	6.892	6.564
865	6.892	6.564
866	9.075	12.07
867	9.075	12.07
868	2.898	4.291
869	2.898	4.291
870	4.96	10.41
871	4.88	10.19
872	4.217	3.611
873	1.949	1.28
874	1.949	1.28
875	1.949	1.28
876	3.176	5.035
877	3.342	4.364
878	3.342	4.364
879	1.949	1.28
880	8.897	10.27
881	8.046	7.218
882	7.316	8.078
883	5.524	8.039
884	4.149	2.232
885	4.149	2.232
886	4.848	7.084
887	6.818	10.38
888	5.788	8.455
889	2.509	1.975
890	4.799	4.25
891	4.799	4.25
892	3.704	2.924
893	3.704	2.924
894	4.262	5.454
895	4.262	5.454
896	4.319	5.466
897	3.919	3.401
898	5.231	8.363
899	6.059	8.222
900	6.059	8.222
901	5.78	3.353
902	7.154	2.981
903	7.154	2.981
904	1.883	3.617
905	4.737	7.257
906	4.737	7.257
907	2.982	5.06
908	3.67	5.558
909	2.595	3.645
910	2.982	5.06
911	2.369	1.781
912	5.071	2.772
913	6.215	3.797
914	5.007	8.638
915	5.007	8.638
916	3.029	3.072
917	1.949	1.28
918	1.949	1.28
919	1.949	1.28
920	1.949	1.28
921	4.713	5.591
922	2.374	1.682
923	1.457	2.038
924	1.457	2.038
925	1.488	0.5063
926	1.433	1.966
927	6.925	7.987
928	7.198	5.095
929	8.227	8.281
930	2.179	1.656
931	1.949	3.448
932	8.403	7.14
933	2.592	2.001
934	2.154	4.896
935	3.849	4.543
936	4.06	2.116
937	1.571	0.5408
938	1.433	0.3679
939	4.004	1.221
940	7.034	2.563
941	1.415	0.9875
942	1.433	0.3679
943	5.393	1.481
944	2.222	1.476
945	2.638	1.204
946	4.38	1.669
947	2.395	0.7659
948	2.933	1.199
949	2.934	0.9078
950	2.293	2.368
951	2.39	2.078
952	2.734	3.241
953	2.39	2.078
954	3.732	3.28
955	6.375	5.313
956	4.07	3.872
957	4.771	5.091
958	4.07	3.872
959	1.949	1.28
960	1.772	1.347
961	4.784	4.53
962	6.829	6.58
963	1.488	0.5063
964	1.68	1.029
965	2.927	4.044
966	2.149	1.76
967	2.149	1.76
968	2.149	1.76
969	5.244	6.774
970	4.983	4.357
971	2.112	1.63
972	3.031	1.817
973	2.112	1.63
974	6.034	4.393
975	6.965	4.676
976	3.282	2.617
977	7.803	7.463
978	1.422	2.947
979	1.68	1.029
980	3.096	3.615
981	1.433	0.3679
982	2.583	0.829
983	1.453	0.6385
984	6.325	10.66
985	7.088	8.31
986	1.324	3.078
987	4.133	6.162
988	2.341	2.163
989	1.618	3.445
990	1.141	1.733
991	1.141	1.733
992	8.537	7.287
993	3.894	4.649
994	2.414	2.222
995	6.068	2.003
996	7.06	2.851
997	3.862	0.9601
998	7.06	2.851
999	4.016	2.8
1000	1.324	3.078
1001	1.433	0.3679
1002	8.657	11.78
1003	8.51	8.545
1004	5.81	4.5
1005	4.225	6.215
1006	3.639	3.347
1007	3.991	9.32
1008	2.185	2.189
1009	7.06	2.851
1010	6.803	2.288
1011	2.395	0.7659
1012	1.152	0.7167
1013	1.415	0.9875
1014	4.954	4.51
1015	6.049	5.797
1016	6.049	5.797
1017	9.445	7.469
1018	1.935	2.527
1019	5.896	6.333
1020	5.626	5.885
1021	3.554	4.765
1022	1.324	2.469
1023	1.453	0.6385
1024	1.935	2.527
1025	1.949	1.28
1026	5.636	7.617
1027	2.395	2.664
1028	1.94	1.878
1029	4.071	4.038
1030	2.519	3.704
1031	1.68	1.029
1032	5.881	5.855
1033	2.421	1.473
1034	1.571	0.5408
1035	6.497	8.18
1036	1.68	1.029
1037	1.68	1.029
1038	2.982	5.06
1039	2.982	5.06
1040	2.982	5.06
1041	2.982	5.06
1042	1.935	2.527
1043	4.464	5.089
1044	2.619	4.192
1045	2.619	4.192
1046	2.901	4.676
1047	5.291	6.593
1048	2.178	1.889
1049	5.126	9.187
1050	1.526	2.973
1051	1.85	4.074
1052	4.252	9.311
1053	4.124	5.373
1054	3.247	4.529
1055	1.378	2.043
1056	5.897	5.411
1057	3.85	2.452
1058	3.077	2.259
1059	4.082	3.39
1060	5.206	4.697
1061	4.304	10.23
1062	1.691	3.925
1063	6.579	5.723
1064	4.744	7.909
1065	4.822	4.75
1066	3.031	1.817
1067	1.68	1.029
1068	5.598	7.176
1069	1.68	1.029
1070	2.214	0.8313
1071	1.68	1.029
1072	2.398	1.745
1073	6.051	5.228
1074	1.68	1.029
1075	7.803	7.463
1076	2.112	1.63
1077	4.274	2.894
1078	9.423	5.637
1079	2.488	2.105
1080	2.488	2.105
1081	2.381	1.824
1082	3.976	3.398
1083	5.78	5.62
1084	2.395	3.256
1085	1.433	0.3679
1086	1.415	0.9875
1087	1.68	1.029
1088	2.374	1.682
1089	3.889	4.837
1090	1.917	1.885
1091	1.68	1.029
1092	1.68	1.029
1093	1.949	1.28
1094	1.68	1.029
1095	1.68	1.029
1096	1.68	1.029
1097	2.543	4.886
1098	2.112	1.63
1099	1.68	1.029
1100	3.849	3.22
1101	2.599	3.665
1102	2.599	3.665
1103	4.399	5.003
1104	2.599	3.665
1105	3.247	4.529
1106	3.247	4.529
1107	2.458	1.871
1108	4.517	3.595
1109	4.517	3.595
1110	1.68	1.029
1111	1.68	1.029
1112	5.75	4.354
1113	2.61	5.125
1114	3.639	3.347
1115	1.433	0.3679
1116	3.672	3.307
1117	8.88	13.89
1118	7.638	12.65
1119	7.957	13.78
1120	2.694	3.726
1121	4.177	3.783
1122	1.68	1.029
1123	3.155	4.277
1124	4.983	4.357
1125	6.065	5.555
1126	2.876	2.093
1127	8.893	13.84
1128	6.346	12.34
1129	4.847	3.673
1130	4.721	3.935
1131	4.251	4.316
1132	2.023	2.017
1133	2.149	1.76
1134	3.031	1.817
1135	4.142	1.481
1136	4.718	4.906
1137	3.077	2.259
1138	2.178	1.889
1139	2.178	1.889
1140	2.178	1.889
1141	1.508	2.824
1142	1.433	0.3679
1143	5.248	3.266
1144	1.68	1.029
1145	3.523	2.775
1146	3.523	2.775
1147	2.479	5.106
1148	4.517	3.595
1149	4.517	3.595
1150	4.517	3.595
1151	4.517	3.595
1152	5.942	6.633
1153	6.76	6.002
1154	1.141	1.733
1155	1.949	1.28
1156	7.44	5.538
1157	1.415	0.9875
1158	3.402	2.812
1159	1.902	1.838
1160	2.374	1.682
1161	2.374	1.682
1162	2.192	2.315
1163	1.68	1.029
1164	3.366	3.994
1165	1.949	1.28
1166	2.41	2.054
1167	2.41	2.054
1168	4.967	10.25
1169	2.023	2.017
1170	1.433	0.3679
1171	1.581	4.722
1172	5.745	5.003
1173	7.809	7.275
1174	5.295	2.014
1175	1.508	2.824
1176	3.293	5.813
1177	3.984	3.459
1178	1.68	1.029
1179	1.936	2.499
1180	1.488	0.5063
1181	4.736	4.487
1182	4.908	3.924
1183	1.68	1.029
1184	7.006	7.069
1185	5.582	9.555
1186	4.989	3.926
1187	1.68	1.029
1188	5.202	6.093
1189	1.949	1.28
1190	3.639	3.347
1191	2.787	3.99
1192	3.702	3.03
1193	5.456	7.374
1194	4.772	4.602
1195	1.415	0.9875
1196	1.433	0.3679
1197	5.265	4.936
1198	5.719	5.722
1199	4.124	2.575
1200	2.423	3.333
1201	3.234	5.621
1202	1.433	0.3679
1203	2.866	2.463
1204	1.772	1.347
1205	2.544	1.245
1206	2.863	8.127
1207	1.949	1.28
1208	1.315	1.946
1209	2.179	1.656
1210	1.415	0.9875
1211	1.415	0.9875
1212	1.433	0.3679
1213	1.699	2.798
1214	1.68	1.029
1215	2.569	4.167
1216	3.604	2.206
1217	3.604	2.206
1218	1.949	1.28
1219	4.889	2.859
1220	5.435	4.264
1221	2.924	4.222
1222	1.964	2.53
1223	2.695	1.674
1224	1.415	0.9875
1225	3.839	1.317
1226	1.433	0.3679
1227	4.922	2.164
1228	1.935	2.527
1229	5.734	4.829
1230	2.423	3.333
1231	1.936	2.499
1232	2.179	2.55
1233	1.415	0.9875
1234	5.769	5.025
1235	2.39	2.078
1236	1.415	0.9875
1237	4.538	3.869
1238	4.538	3.869
1239	4.538	3.869
1240	3.877	1.889
1241	3.261	4.02
1242	8.948	7.706
1243	6.324	4.642
1244	3.122	1.896
1245	2.619	4.192
1246	1.949	1.28
1247	1.964	2.53
1248	1.415	0.9875
1249	1.92	2.899
1250	3.523	2.775
1251	1.902	1.349
1252	5.033	2.69
1253	2.82	1.378
1254	1.949	1.28
1255	1.949	1.28
1256	2.82	1.378
1257	4.181	1.59
1258	5.477	8.079
1259	4.083	2.246
1260	2.331	2.502
1261	2.579	3.642
1262	2.694	3.726
1263	2.792	4.139
1264	3.667	5.243
1265	4.443	4.595
1266	2.694	3.726
1267	2.694	3.726
1268	1.935	2.527
1269	5.18	3.509
1270	2.498	3.082
1271	2.331	2.502
1272	2.331	2.502
1273	2.599	3.665
1274	1.433	0.3679
1275	3.433	4.079
1276	2.792	4.139
1277	1.906	2.5
1278	1.488	0.5063
1279	6.379	4.643
1280	2.112	1.63
1281	8.776	10.34
1282	1.68	1.029
1283	4.344	4.36
1284	1.68	1.029
1285	4.082	3.39
1286	2.744	0.9465
1287	5.423	3.696
1288	1.936	2.499
1289	3.219	4.302
1290	1.917	1.885
1291	5.295	2.014
1292	3.697	4.826
1293	3.261	4.02
1294	3.555	2.705
1295	1.943	1.195
1296	6.248	8.038
1297	1.415	0.9875
1298	3.2	3.503
1299	2.192	2.315
1300	4.177	4.65
1301	2.599	3.665
1302	5.979	5.008
1303	1.68	1.029
1304	1.949	1.28
1305	1.949	1.28
1306	1.68	1.029
1307	1.68	1.029
1308	1.68	1.029
1309	4.774	3.977
1310	5.79	6.487
1311	5.79	6.487
1312	1.313	3.919
1313	3.491	2.246
1314	3.491	2.246
1315	2.149	1.76
1316	2.149	1.76
1317	2.579	3.642
1318	2.579	3.642
1319	1.949	1.28
1320	1.949	1.28
1321	1.949	1.28
1322	2.599	3.665
1323	2.599	3.665
1324	2.599	3.665
1325	4.071	4.038
1326	1.415	0.9875
1327	2.149	1.76
1328	1.902	1.349
1329	2.599	3.665
1330	1.68	1.029
1331	4.551	3.219
1332	2.331	2.502
1333	1.433	0.3679
1334	1.949	1.28
1335	1.68	1.029
1336	4.58	4.926
1337	5.839	3.504
1338	3.035	1.954
1339	2.006	1.472
1340	3.052	3.605
1341	2.149	1.76
1342	6.655	10.11
1343	1.68	1.029
1344	1.902	1.838
1345	5.613	3.152
1346	6.165	4.674
1347	2.023	2.017
1348	2.149	1.76
1349	2.023	2.017
1350	2.023	2.017
1351	2.031	4.576
1352	6.951	7.937
