# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =1
#  1->0 =1
#  1->1 =0
POS	MP01	MP10
2125	2	0
2126	2	0
2127	2	0
2128	2	0
2129	2	0
2130	2	0
2131	2	0
2132	2	0
2133	1	0
2134	4	0
2135	1	0
2136	3	1
2137	0	2
2138	1	0
2139	1	0
2140	1	1
2141	1	0
2142	3	1
2143	1	1
2144	1	0
2145	2	1
2146	2	1
2147	1	1
2148	2	0
2149	1	0
2150	1	0
2151	1	1
2152	2	0
2153	3	0
2154	2	2
2155	0	0
2156	3	2
2157	3	0
2158	1	0
2159	5	0
2160	5	0
2161	5	0
2162	5	0
2163	5	0
2164	5	0
2165	3	1
2166	0	2
2167	0	2
2168	3	0
2169	2	0
2170	2	2
2171	4	0
2172	2	0
2173	2	2
2174	0	0
2175	2	0
2176	7	1
2177	1	2
2178	1	0
2179	1	2
2180	1	1
2181	6	0
2182	1	2
2183	0	0
2184	1	2
2185	3	0
2186	4	0
2187	4	0
2188	3	0
2189	5	1
2190	5	1
2191	3	1
2192	0	5
2193	3	0
2194	3	0
2195	4	0
2196	1	4
2197	1	6
2198	1	6
2199	1	0
2200	4	1
2201	2	0
2202	2	0
2203	4	0
2204	1	0
2205	2	0
2206	2	0
2207	4	1
2208	2	0
2209	2	0
2210	4	1
2211	2	0
2212	2	0
2213	4	1
2214	2	0
2215	2	0
2216	3	0
2217	2	0
2218	1	0
2219	1	0
2220	1	0
2221	2	0
2222	1	0
2223	1	0
2224	1	0
2225	2	3
2226	1	0
2227	2	1
2228	2	0
2229	1	0
2230	2	0
2231	2	0
2232	4	1
2233	2	0
2234	2	0
2235	1	0
2236	1	0
2237	1	0
2238	1	0
2239	1	0
2240	1	0
2241	1	0
2242	1	0
2243	1	0
2244	1	0
2245	1	0
2246	1	0
2247	1	0
2248	1	1
2249	4	1
2250	5	0
2251	2	1
2252	2	1
2253	8	0
2254	5	0
2255	1	0
2256	0	3
2257	0	1
2258	0	0
2259	5	0
2260	5	0
2261	1	7
2262	2	0
2263	1	0
2264	4	0
2265	2	0
2266	5	0
2267	2	0
2268	0	0
2269	1	4
2270	1	4
2271	1	0
2272	0	1
2273	0	1
2274	1	0
2275	0	1
2276	0	1
2277	0	1
2278	1	0
2279	5	4
2280	5	0
2281	5	0
2282	5	0
2283	5	0
2284	4	1
2285	1	0
2286	1	0
2287	1	0
2288	1	0
2289	2	3
2290	1	0
2291	1	0
2292	1	0
2293	1	0
2294	5	0
2295	5	0
2296	2	3
2297	2	3
2298	1	0
2299	1	0
2300	1	0
2301	1	0
2302	1	0
2303	1	0
2304	1	0
2305	4	0
2306	0	3
2307	0	3
2308	0	2
2309	0	2
2310	2	4
2311	2	2
2312	2	0
2313	1	0
2314	1	0
2315	4	0
2316	1	0
2317	1	0
2318	1	0
2319	1	0
2320	2	2
2321	2	2
2322	1	0
2323	1	0
2324	5	3
2325	2	3
2326	2	3
2327	1	1
2328	1	0
2329	2	0
2330	0	5
2331	0	4
2332	1	0
2333	2	0
2334	2	0
2335	2	0
2336	3	0
2337	3	0
2338	2	0
2339	2	0
2340	1	1
2341	3	0
2342	1	0
2343	2	0
2344	0	1
2345	3	2
2346	5	1
2347	0	1
2348	1	0
2349	1	0
2350	1	0
2351	0	2
2352	1	0
2353	8	0
2354	8	0
2355	4	0
2356	1	0
2357	2	3
2358	3	0
2359	1	0
2360	3	2
2361	4	2
2362	1	0
2363	2	0
2364	2	0
2365	3	0
2366	1	0
2367	4	2
2368	1	0
2369	1	0
2370	1	0
2371	2	0
2372	1	0
2373	1	0
2374	1	0
2375	1	0
2376	1	2
2377	1	0
2378	7	1
2379	0	0
2380	4	0
2381	1	1
2382	1	1
2383	1	0
2384	1	0
2385	4	0
2386	0	2
2387	5	0
2388	1	0
2389	1	0
2390	1	0
2391	1	0
2392	1	0
2393	2	2
2394	1	0
2395	1	0
2396	1	0
2397	1	0
2398	1	6
2399	1	5
2400	3	0
2401	0	0
2402	2	0
2403	0	1
2404	2	0
2405	2	0
2406	2	0
2407	2	0
2408	6	0
2409	5	0
2410	1	0
2411	1	0
2412	1	0
2413	1	0
2414	1	0
2415	1	0
2416	1	0
2417	1	0
2418	1	0
2419	1	0
2420	1	0
2421	1	0
2422	1	0
2423	1	0
2424	2	0
2425	1	0
2426	1	0
2427	1	0
2428	2	0
2429	1	1
2430	4	0
2431	4	0
2432	2	0
2433	2	1
2434	1	0
2435	5	0
2436	1	0
2437	1	0
2438	0	1
2439	5	1
2440	5	1
2441	2	0
2442	1	0
2443	2	0
2444	3	0
2445	1	0
2446	1	0
2447	1	0
2448	2	0
2449	3	0
2450	2	2
2451	1	0
2452	1	0
2453	8	1
2454	2	0
2455	2	0
2456	2	0
2457	1	0
2458	1	0
2459	2	0
2460	3	0
2461	1	0
2462	4	0
2463	4	0
2464	6	0
2465	2	3
2466	2	3
2467	1	0
2468	1	0
2469	2	2
2470	3	0
2471	2	0
2472	2	0
2473	2	0
2474	2	0
2475	2	0
2476	3	0
2477	3	0
2478	2	0
2479	2	0
2480	2	0
2481	1	0
2482	1	0
2483	2	0
2484	1	0
2485	2	1
2486	1	1
2487	1	0
2488	1	0
2489	4	1
2490	1	0
2491	1	0
2492	2	0
2493	1	0
2494	1	0
2495	1	0
2496	1	0
2497	1	0
2498	2	0
2499	1	0
2500	1	0
2501	1	1
2502	1	1
2503	1	0
2504	1	1
2505	1	1
2506	1	1
2507	1	1
2508	4	0
2509	1	0
2510	1	0
2511	1	0
2512	4	0
2513	1	0
2514	3	1
2515	3	0
2516	1	1
2517	5	4
2518	2	0
2519	3	1
2520	1	0
2521	8	0
2522	8	0
2523	8	0
2524	6	0
2525	1	1
2526	1	0
2527	2	0
2528	3	0
2529	3	0
2530	3	0
2531	3	0
2532	1	6
2533	1	0
2534	2	0
2535	1	2
2536	0	0
2537	1	2
2538	5	3
2539	1	2
2540	0	0
2541	1	2
2542	5	3
2543	1	0
2544	0	3
2545	3	2
2546	3	0
2547	2	0
2548	1	0
2549	1	3
2550	3	0
2551	3	0
2552	0	4
2553	4	1
2554	1	0
2555	3	0
2556	1	0
2557	1	0
2558	1	0
2559	3	0
2560	3	0
2561	1	0
2562	1	0
2563	1	0
2564	1	0
2565	3	0
2566	4	0
2567	4	0
2568	1	2
2569	0	1
2570	5	1
2571	1	3
2572	2	0
2573	2	4
2574	3	0
2575	0	4
2576	1	1
2577	1	0
2578	0	3
2579	0	3
2580	1	0
2581	2	3
2582	2	3
2583	9	0
2584	1	0
2585	1	0
2586	1	0
2587	1	0
2588	1	0
2589	1	0
2590	5	0
2591	2	0
2592	2	0
2593	1	0
2594	2	0
2595	1	0
2596	0	2
2597	1	0
2598	1	0
2599	3	0
2600	1	0
2601	2	1
2602	3	0
2603	1	0
2604	4	1
2605	2	0
2606	1	0
2607	1	0
2608	2	0
2609	1	0
2610	1	0
2611	1	0
2612	1	4
2613	3	0
2614	0	2
2615	2	1
2616	2	1
2617	0	1
2618	0	1
2619	0	1
2620	0	0
2621	2	1
2622	2	1
2623	2	1
2624	0	3
2625	0	3
2626	0	3
2627	1	0
2628	2	0
2629	2	0
2630	1	0
2631	1	1
2632	1	0
2633	1	0
2634	1	0
2635	7	2
2636	1	2
2637	0	4
2638	6	0
2639	0	0
2640	6	0
2641	1	1
2642	2	4
2643	1	1
2644	1	0
2645	2	0
2646	1	0
2647	1	0
2648	1	0
2649	1	1
2650	1	0
2651	2	3
2652	1	0
2653	1	0
2654	0	1
2655	2	0
2656	1	0
2657	1	0
2658	0	0
2659	7	0
2660	3	0
2661	3	0
2662	1	0
2663	4	1
2664	1	6
2665	4	0
2666	3	0
2667	2	0
2668	1	0
2669	1	0
2670	1	0
2671	0	1
2672	3	0
2673	1	0
2674	1	0
2675	1	0
2676	1	0
2677	2	0
2678	1	0
2679	4	1
2680	2	0
2681	1	0
2682	1	0
2683	4	4
2684	2	1
2685	0	0
2686	0	0
2687	1	1
2688	1	0
2689	1	0
2690	0	3
2691	4	3
2692	1	0
2693	5	0
2694	5	0
2695	4	0
2696	1	0
2697	1	0
2698	1	0
2699	2	0
2700	1	0
2701	1	0
2702	1	0
2703	0	0
2704	1	0
2705	1	0
2706	1	0
2707	6	1
2708	7	0
2709	1	0
2710	1	0
2711	6	1
2712	4	0
2713	1	0
2714	1	0
2715	2	0
2716	2	0
2717	1	0
2718	2	2
2719	1	4
2720	3	4
2721	6	0
2722	1	0
2723	5	1
2724	1	1
2725	4	5
2726	2	1
2727	4	5
2728	6	1
2729	0	4
2730	2	1
2731	2	0
2732	1	0
2733	4	0
2734	2	0
2735	1	1
2736	1	1
2737	1	0
2738	1	0
2739	1	0
2740	1	0
2741	3	0
2742	1	0
2743	1	1
2744	3	0
2745	1	6
2746	1	0
2747	2	1
2748	2	1
2749	2	0
2750	2	3
2751	1	0
2752	0	4
2753	1	6
2754	1	6
2755	0	0
2756	1	0
2757	3	2
2758	5	3
2759	1	2
2760	0	3
2761	1	0
2762	1	0
2763	6	0
2764	1	0
2765	1	0
2766	1	0
2767	2	0
2768	2	0
2769	1	0
2770	1	0
2771	0	4
2772	3	0
2773	1	0
2774	1	0
2775	1	0
2776	1	0
2777	1	0
2778	1	0
2779	1	0
2780	1	0
2781	1	0
2782	0	0
2783	0	0
2784	1	0
2785	1	0
2786	1	0
2787	1	1
2788	1	0
2789	2	0
2790	2	0
2791	2	0
2792	2	0
2793	2	0
2794	1	0
2795	1	4
2796	1	4
2797	1	4
2798	1	0
2799	1	0
2800	5	0
2801	2	1
2802	1	0
2803	1	0
2804	1	0
2805	1	0
2806	1	0
2807	1	0
2808	1	0
2809	0	3
2810	1	1
2811	1	0
2812	1	0
2813	1	0
2814	1	1
2815	0	3
2816	0	3
2817	0	3
2818	0	3
2819	1	0
2820	2	0
2821	2	0
2822	2	0
2823	1	0
2824	1	1
2825	1	1
2826	1	0
2827	1	0
2828	1	0
2829	2	1
2830	2	1
2831	1	2
2832	1	2
2833	4	0
2834	4	0
2835	1	0
2836	1	0
2837	1	0
2838	1	1
2839	4	1
2840	4	0
2841	1	0
2842	2	0
2843	4	0
2844	1	0
2845	1	0
2846	1	0
2847	1	0
2848	1	0
2849	3	2
2850	3	2
2851	2	1
2852	0	2
2853	0	5
2854	0	5
2855	0	1
2856	1	0
2857	1	1
2858	1	0
2859	2	0
2860	1	0
2861	1	0
