# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =1
#  1->0 =1
#  1->1 =0
POS	MP01	MP10
576	8	1
577	3	1
578	3	1
579	1	0
580	1	0
581	2	4
582	1	0
583	4	0
584	4	0
585	8	0
586	4	2
587	1	0
588	2	0
589	2	0
590	1	0
591	1	0
592	0	2
593	4	2
594	1	0
595	4	0
596	2	0
597	2	0
598	1	0
599	4	0
600	2	0
601	4	0
602	1	0
603	5	0
604	2	0
605	2	0
606	5	0
607	5	0
608	2	0
609	1	2
610	0	0
611	0	1
612	1	3
613	3	0
614	1	1
615	1	2
616	5	3
617	2	0
618	8	0
619	1	0
620	5	0
621	4	0
622	2	0
623	9	1
624	6	0
625	2	0
626	1	0
627	4	0
628	2	0
629	1	0
630	3	0
631	2	3
632	0	4
633	4	1
634	1	0
635	7	1
636	2	0
637	1	3
638	1	0
639	1	0
640	1	0
641	3	0
642	2	0
643	2	0
644	0	0
645	0	3
646	4	0
647	0	4
648	0	0
649	5	0
650	5	0
651	1	1
652	1	0
653	3	0
654	4	0
655	5	1
656	0	0
657	3	0
658	1	0
659	1	0
660	3	1
661	5	3
662	4	2
663	1	0
664	0	0
665	1	4
666	1	4
667	2	2
668	0	9
669	3	0
670	5	2
671	2	4
672	3	5
673	1	4
674	5	0
675	7	0
676	4	1
677	5	1
678	2	0
679	1	0
680	0	3
681	0	2
682	3	0
683	3	0
684	2	1
685	0	3
686	1	2
687	1	0
688	8	1
689	2	2
690	3	1
691	1	2
692	1	2
693	3	1
694	6	0
695	0	0
696	0	0
697	0	0
698	1	3
699	5	0
700	0	2
701	1	0
702	1	0
703	7	0
704	6	1
705	1	4
706	5	0
707	1	0
708	3	0
709	6	0
710	2	2
711	3	1
712	3	0
713	5	0
714	5	0
715	2	0
716	2	0
717	2	0
718	2	1
719	3	1
720	1	2
721	7	0
722	3	2
723	0	2
724	5	2
725	4	0
726	2	0
727	3	3
728	5	0
729	2	0
730	5	0
731	2	0
732	2	0
733	1	0
734	1	0
735	2	0
736	5	0
737	6	0
738	5	0
739	2	0
740	1	0
741	3	1
742	6	1
743	0	4
744	2	3
745	2	3
746	2	0
747	7	3
748	2	0
749	2	0
750	3	1
751	1	0
752	5	0
753	0	3
754	1	0
755	4	2
756	3	0
757	3	0
758	1	0
759	1	1
760	0	0
761	0	3
762	1	1
763	3	0
764	2	0
765	6	0
766	3	1
767	0	3
768	2	4
769	2	0
770	1	0
771	2	3
772	0	4
773	1	1
774	2	2
775	1	0
776	1	5
777	2	3
778	1	0
779	3	4
780	0	5
781	0	2
782	3	0
783	2	4
784	3	1
785	3	0
786	3	2
787	0	0
788	1	1
789	2	0
790	7	0
791	3	5
792	1	7
793	1	4
794	3	0
795	1	0
796	4	0
797	2	0
798	4	0
799	3	0
800	3	1
801	3	1
802	2	0
803	6	0
804	3	0
805	0	5
806	1	0
807	1	0
808	1	0
809	1	0
810	4	0
811	1	0
812	2	2
813	3	0
814	1	0
815	0	5
816	1	0
817	1	0
818	1	0
819	1	0
820	1	0
821	5	0
822	2	4
823	2	0
824	2	0
825	7	1
826	1	0
827	7	1
828	5	0
829	1	0
830	1	0
831	0	1
832	2	0
833	1	0
834	1	0
835	3	0
836	0	0
837	2	1
838	0	0
839	0	2
840	0	2
841	0	2
842	2	1
843	4	0
844	2	1
845	2	1
846	0	2
847	3	0
848	2	0
849	4	0
850	1	0
851	1	0
852	1	0
853	4	1
854	1	0
855	3	2
856	2	0
857	2	0
858	2	0
859	2	2
860	2	1
861	0	2
862	0	2
863	3	0
864	3	1
865	4	0
866	3	0
867	1	0
868	1	0
869	9	0
870	5	0
871	2	0
872	0	1
873	1	4
874	0	5
875	0	2
876	1	4
877	1	4
878	0	2
879	1	4
880	0	1
881	1	2
882	5	0
883	3	1
884	1	0
885	7	0
886	4	2
887	2	4
888	1	6
889	2	0
890	2	3
891	5	4
892	1	0
893	0	2
894	2	0
895	0	0
896	7	0
897	2	4
898	3	5
899	1	0
900	2	0
901	4	1
902	0	3
903	6	0
904	3	0
905	2	0
906	1	0
907	1	0
908	4	1
909	1	0
910	1	0
911	1	0
912	1	0
913	2	0
914	0	3
915	1	0
916	2	0
917	3	0
918	3	0
919	2	0
920	1	1
921	1	1
922	0	0
923	2	0
924	5	0
925	0	1
926	1	0
927	1	0
928	4	0
929	3	1
930	3	1
931	2	0
932	6	0
933	5	0
934	4	0
935	0	3
936	1	0
937	1	0
938	1	0
939	1	0
940	8	0
941	5	1
942	5	0
943	1	0
944	2	0
945	6	0
946	0	3
947	2	4
948	2	4
949	5	0
950	2	4
951	5	0
952	4	0
953	0	2
954	1	0
955	0	2
956	1	0
957	2	2
958	5	0
959	1	0
960	3	0
961	0	5
962	1	4
963	0	4
964	0	5
965	1	4
966	3	0
967	1	0
968	0	6
969	7	0
970	1	0
971	1	0
972	1	0
973	1	0
974	2	1
975	4	0
976	3	5
977	1	4
978	1	4
979	3	0
980	2	0
981	2	0
982	1	0
983	4	3
984	2	1
985	0	4
986	7	3
987	2	1
988	0	2
989	5	3
990	1	0
991	4	1
992	4	0
993	3	0
994	1	0
995	0	4
996	6	1
997	4	0
998	4	1
999	2	0
1000	1	0
1001	2	0
1002	5	0
1003	5	1
1004	3	0
1005	2	4
1006	1	7
1007	1	0
1008	1	0
1009	1	0
1010	1	0
1011	0	5
1012	2	0
1013	1	0
1014	7	0
1015	1	0
1016	1	0
1017	1	0
1018	2	0
1019	2	0
1020	4	2
1021	1	0
1022	3	0
1023	4	0
1024	6	0
1025	2	0
1026	4	1
1027	3	1
1028	5	2
1029	2	4
1030	8	0
1031	3	0
1032	3	0
1033	1	1
1034	3	1
1035	4	0
1036	4	0
1037	1	0
1038	0	2
1039	1	0
1040	1	1
1041	1	0
1042	2	0
1043	1	0
1044	2	0
1045	2	0
1046	2	0
1047	5	0
1048	2	0
1049	0	4
1050	2	1
1051	2	1
1052	2	1
1053	1	1
1054	4	1
1055	2	1
1056	2	1
1057	5	1
1058	1	0
1059	1	0
1060	2	0
1061	1	0
1062	5	0
1063	4	0
1064	1	0
1065	7	1
1066	1	0
1067	5	0
1068	4	1
1069	4	0
1070	4	0
1071	2	0
1072	6	0
1073	1	0
1074	3	4
1075	4	3
1076	1	0
1077	1	6
1078	1	0
1079	5	0
1080	0	4
1081	0	6
1082	1	0
1083	2	3
1084	2	2
1085	0	2
1086	2	5
1087	4	1
1088	4	1
1089	6	0
1090	0	0
1091	0	0
1092	5	0
1093	5	0
1094	5	0
1095	2	4
1096	6	0
1097	2	3
1098	2	1
1099	3	0
1100	1	0
1101	0	1
1102	3	0
1103	0	0
1104	1	0
1105	9	0
1106	0	5
1107	3	1
1108	5	0
1109	4	0
1110	0	0
1111	2	0
1112	0	0
1113	2	0
1114	4	3
1115	2	0
1116	2	0
1117	1	1
1118	1	0
1119	3	2
1120	2	0
1121	1	0
1122	1	0
1123	1	0
1124	1	0
1125	2	0
1126	2	0
1127	1	2
1128	4	0
1129	1	0
1130	3	1
1131	1	0
1132	1	0
1133	1	0
1134	4	0
1135	2	3
1136	1	0
1137	8	0
1138	4	0
1139	2	0
1140	1	0
1141	7	0
1142	2	0
1143	0	0
1144	1	0
1145	2	0
1146	8	0
1147	2	0
1148	2	4
1149	3	0
1150	5	0
1151	4	0
1152	2	1
1153	5	0
1154	0	3
1155	4	0
1156	1	0
1157	0	0
1158	0	1
1159	8	0
1160	1	0
1161	2	0
1162	1	0
1163	2	3
1164	0	0
1165	6	1
1166	0	7
1167	6	0
1168	1	0
1169	0	0
1170	0	2
1171	4	1
1172	4	1
1173	1	0
1174	2	0
1175	2	0
1176	1	0
1177	1	0
1178	0	1
1179	1	0
1180	2	0
1181	0	0
1182	3	2
1183	4	1
1184	3	2
1185	4	1
1186	4	0
1187	3	5
1188	3	0
1189	3	1
1190	2	1
1191	2	1
1192	3	1
1193	2	3
1194	0	2
1195	1	0
1196	1	0
1197	1	0
1198	1	0
1199	6	0
1200	1	2
1201	1	1
1202	1	1
1203	2	0
1204	1	0
1205	2	0
1206	4	0
1207	3	4
1208	1	0
1209	1	0
1210	0	4
1211	1	0
1212	3	0
1213	1	0
1214	4	0
1215	4	1
1216	0	2
1217	3	0
1218	5	0
1219	4	0
1220	1	0
1221	1	0
1222	6	0
1223	1	0
1224	1	2
1225	2	0
1226	0	0
1227	0	0
1228	0	0
1229	0	4
1230	6	0
1231	2	0
1232	0	3
1233	7	0
1234	1	0
1235	4	0
1236	0	4
1237	4	1
1238	3	0
1239	4	1
1240	1	4
1241	1	5
1242	1	5
1243	1	5
1244	4	0
1245	3	1
1246	6	1
1247	5	1
1248	1	0
1249	3	0
1250	2	0
1251	2	0
1252	1	0
1253	7	0
1254	0	1
1255	3	1
1256	2	0
1257	1	0
1258	3	0
1259	5	0
1260	1	3
1261	1	3
1262	1	0
1263	6	0
1264	1	2
1265	1	0
1266	0	4
1267	2	1
1268	3	0
1269	2	0
1270	0	1
1271	0	0
1272	3	0
1273	5	0
1274	1	3
1275	2	0
1276	2	0
1277	2	0
1278	1	4
1279	1	0
1280	1	0
1281	1	0
1282	1	1
1283	2	0
1284	2	0
1285	1	0
1286	1	0
1287	1	0
1288	3	2
1289	5	1
1290	5	0
1291	5	0
1292	1	0
1293	3	5
1294	4	0
1295	5	1
1296	6	1
1297	3	2
1298	3	2
1299	2	2
1300	5	0
1301	0	3
1302	1	2
1303	2	0
1304	2	0
1305	3	0
1306	1	6
1307	1	0
1308	1	0
1309	2	1
1310	2	2
1311	8	0
1312	8	0
1313	1	0
1314	8	0
1315	0	5
1316	0	4
1317	1	1
1318	3	5
1319	3	5
1320	1	0
1321	2	0
1322	1	0
1323	1	0
1324	1	0
1325	4	0
1326	0	0
1327	5	4
1328	1	0
1329	0	4
1330	2	4
1331	1	0
1332	1	0
1333	1	3
1334	2	4
1335	7	3
1336	1	0
1337	4	0
1338	0	0
1339	0	3
1340	0	0
1341	1	0
1342	0	3
1343	0	0
1344	0	0
1345	0	0
1346	0	0
1347	0	0
1348	0	0
1349	0	0
1350	0	0
1351	0	0
1352	0	0
1353	0	0
1354	0	0
1355	1	0
1356	1	0
1357	1	0
1358	3	1
1359	1	0
1360	4	0
1361	6	1
1362	1	0
1363	6	0
1364	3	2
1365	2	1
1366	1	0
1367	2	0
1368	0	1
1369	6	0
1370	2	0
1371	2	2
1372	4	0
1373	6	0
1374	1	0
1375	1	0
1376	2	0
1377	3	0
1378	3	0
1379	5	0
1380	2	0
1381	2	0
1382	1	0
1383	4	1
1384	4	1
1385	0	3
1386	6	0
1387	7	2
1388	1	1
1389	1	1
1390	3	0
1391	1	1
1392	0	7
1393	7	3
1394	3	2
1395	3	5
1396	1	0
1397	0	0
1398	3	1
1399	0	5
1400	0	4
1401	1	0
1402	5	0
1403	4	1
1404	3	0
1405	3	0
1406	4	3
1407	4	3
1408	4	0
1409	1	0
1410	2	0
1411	1	0
1412	2	0
1413	2	0
1414	4	1
1415	1	1
1416	2	1
1417	1	0
1418	3	0
1419	2	4
1420	2	2
1421	1	0
1422	1	0
1423	4	3
1424	6	0
1425	2	0
1426	6	2
1427	6	1
1428	4	0
1429	6	0
1430	1	0
1431	5	0
1432	3	0
1433	4	0
1434	2	0
1435	1	0
1436	1	0
1437	4	0
1438	1	1
1439	3	0
1440	0	3
1441	3	4
1442	0	3
1443	1	0
1444	0	2
1445	1	0
1446	1	0
1447	4	0
1448	1	2
1449	4	1
1450	1	0
1451	3	0
1452	0	2
1453	0	4
1454	4	3
1455	4	0
1456	3	0
1457	2	0
1458	1	1
1459	4	1
1460	4	3
1461	4	0
1462	1	6
1463	1	0
1464	3	1
1465	1	1
1466	1	0
1467	1	0
1468	1	3
1469	1	3
1470	2	0
1471	2	0
1472	2	0
1473	4	1
1474	0	0
1475	0	2
1476	2	0
1477	0	3
1478	1	0
1479	2	0
1480	1	2
1481	3	0
1482	4	1
1483	5	0
1484	0	1
1485	0	0
1486	0	0
1487	1	0
1488	1	0
1489	1	0
1490	1	0
1491	0	0
1492	0	0
1493	2	0
1494	4	0
1495	1	4
1496	0	2
1497	2	0
1498	2	0
1499	1	0
1500	0	1
1501	2	1
1502	1	1
1503	6	1
1504	2	0
1505	0	2
1506	0	2
1507	1	0
1508	6	0
1509	1	2
1510	3	0
1511	5	3
1512	2	0
1513	2	0
1514	0	1
1515	1	2
1516	1	2
1517	6	1
1518	1	4
1519	1	2
1520	0	0
1521	2	0
1522	1	2
1523	4	2
1524	4	0
1525	4	0
1526	4	0
1527	2	0
1528	6	0
1529	1	2
1530	1	2
1531	5	3
1532	1	0
1533	1	0
1534	3	0
1535	1	0
1536	4	1
1537	4	1
1538	6	0
1539	3	4
1540	3	4
1541	2	5
1542	9	1
1543	2	2
1544	0	2
1545	2	4
1546	5	1
1547	2	0
1548	1	2
1549	4	3
1550	4	3
1551	5	0
1552	0	3
1553	2	0
1554	0	1
1555	3	0
1556	1	0
1557	0	0
1558	0	0
1559	1	2
1560	0	0
1561	1	2
1562	1	0
1563	0	0
1564	1	2
1565	1	1
1566	2	0
1567	0	0
1568	0	2
1569	1	1
1570	0	0
1571	2	0
1572	1	2
1573	0	0
1574	1	0
1575	1	6
1576	2	0
1577	0	2
1578	6	1
1579	2	0
1580	3	0
1581	0	0
1582	6	2
1583	1	4
1584	3	0
1585	3	0
1586	2	1
1587	6	1
1588	3	0
1589	2	0
1590	2	0
1591	2	0
1592	3	2
1593	3	2
1594	1	0
1595	2	0
1596	2	0
1597	0	3
1598	1	2
1599	5	3
1600	1	2
1601	2	0
1602	1	0
1603	2	0
1604	4	1
1605	2	0
1606	4	1
1607	2	0
1608	2	0
1609	2	0
1610	4	1
1611	2	0
1612	4	1
1613	2	0
1614	2	0
1615	4	1
1616	5	0
1617	1	0
1618	1	1
1619	5	0
1620	0	0
1621	0	0
1622	1	5
1623	2	3
1624	2	0
1625	2	0
1626	1	4
1627	2	0
1628	2	0
1629	2	0
1630	2	3
1631	2	0
1632	2	0
1633	1	0
1634	1	0
1635	1	0
1636	1	0
1637	4	0
1638	5	0
1639	0	3
1640	2	0
1641	2	3
1642	1	0
1643	1	0
1644	1	0
1645	5	0
1646	1	0
1647	1	0
1648	1	0
1649	1	0
1650	1	0
1651	5	0
1652	4	0
1653	3	0
1654	3	0
1655	4	0
1656	0	5
1657	2	0
1658	7	0
1659	7	0
1660	7	0
1661	8	0
1662	1	2
1663	1	2
1664	0	0
1665	1	2
1666	1	2
1667	5	3
1668	1	2
1669	1	2
1670	5	3
1671	1	2
1672	1	2
1673	5	3
1674	1	2
1675	0	0
1676	1	2
1677	1	2
1678	5	3
1679	1	2
1680	1	2
1681	5	3
1682	6	0
1683	4	1
1684	2	3
1685	2	0
1686	2	0
1687	1	0
1688	2	3
1689	2	3
1690	8	0
1691	1	0
1692	0	0
1693	1	0
1694	2	1
1695	2	1
1696	2	1
1697	5	0
1698	3	4
1699	0	4
1700	2	0
1701	1	0
1702	3	2
1703	4	1
1704	4	1
1705	6	0
1706	4	1
1707	2	0
1708	1	0
1709	2	0
1710	4	3
1711	2	3
1712	1	0
1713	1	4
1714	3	0
1715	3	0
1716	4	2
1717	4	2
1718	3	5
1719	1	0
1720	1	1
1721	2	0
1722	5	0
1723	4	0
1724	1	0
1725	2	0
1726	2	1
1727	2	0
1728	5	0
1729	3	1
1730	4	1
1731	2	0
1732	1	2
1733	0	0
1734	1	0
1735	5	1
1736	4	0
1737	1	0
1738	1	0
1739	1	3
1740	0	5
1741	0	5
1742	0	4
1743	5	1
1744	5	1
1745	3	1
1746	2	3
1747	2	3
1748	5	0
1749	5	0
1750	1	0
1751	1	0
1752	2	0
1753	1	0
1754	5	0
1755	6	0
1756	4	0
1757	2	0
1758	1	0
1759	1	0
1760	2	0
1761	2	0
1762	3	0
1763	0	2
1764	1	0
1765	2	0
1766	2	0
1767	2	0
1768	2	0
1769	1	0
1770	5	0
1771	1	0
1772	4	0
1773	4	0
1774	2	0
1775	2	0
1776	2	0
1777	2	0
1778	1	0
1779	1	0
1780	1	0
1781	1	0
1782	2	4
1783	6	0
1784	1	3
1785	2	1
1786	3	3
1787	5	0
1788	1	0
1789	2	0
1790	7	1
1791	0	0
1792	0	0
1793	2	0
1794	6	0
1795	1	0
1796	4	1
1797	9	0
1798	8	1
1799	5	0
1800	2	1
1801	1	0
1802	1	0
1803	1	0
1804	2	4
1805	1	0
1806	1	0
1807	1	0
1808	1	1
1809	0	0
1810	0	0
1811	0	0
1812	2	1
1813	0	3
1814	0	0
1815	5	1
1816	1	1
1817	2	0
1818	3	0
1819	2	0
1820	2	0
1821	3	0
1822	0	0
1823	3	0
1824	3	0
1825	1	0
1826	2	0
1827	2	0
1828	0	1
1829	1	3
1830	1	0
1831	1	0
1832	1	0
1833	1	0
1834	3	0
1835	4	0
1836	1	0
1837	1	0
1838	3	1
1839	1	0
1840	1	0
1841	3	0
1842	3	0
1843	1	0
1844	0	5
1845	5	0
1846	1	0
1847	2	0
1848	3	0
1849	2	0
1850	1	0
1851	1	0
1852	5	0
1853	0	5
1854	3	1
1855	4	1
1856	4	0
1857	5	0
1858	5	1
1859	6	0
1860	4	3
1861	1	0
1862	1	0
1863	7	0
1864	3	0
1865	3	0
1866	3	0
1867	2	0
1868	0	1
1869	2	4
1870	1	6
1871	2	0
1872	1	4
1873	3	0
1874	3	0
1875	3	0
1876	1	6
1877	1	6
1878	1	4
1879	3	0
1880	4	0
1881	5	0
1882	2	2
1883	4	1
1884	1	0
1885	5	3
1886	2	4
1887	1	0
1888	3	0
1889	1	0
1890	2	0
1891	1	2
1892	2	4
1893	8	0
1894	1	0
1895	1	0
1896	3	2
1897	3	0
1898	3	0
1899	3	6
1900	3	6
1901	2	4
1902	2	4
1903	8	0
1904	2	4
1905	2	4
1906	2	4
1907	1	4
1908	1	4
1909	7	3
1910	7	3
1911	7	3
1912	1	0
1913	2	0
1914	4	2
1915	4	2
1916	1	4
1917	6	0
1918	3	3
1919	0	3
1920	1	5
1921	0	0
1922	4	4
1923	3	0
1924	1	6
1925	2	4
1926	1	4
1927	3	0
1928	2	4
1929	1	0
1930	1	0
1931	3	4
1932	4	0
1933	0	0
1934	0	0
1935	0	0
1936	1	0
1937	0	1
1938	0	1
1939	0	1
1940	2	0
1941	2	4
1942	4	2
1943	4	2
1944	2	1
1945	1	4
1946	6	0
1947	1	0
1948	2	0
1949	2	0
1950	7	0
1951	3	0
1952	4	1
1953	3	1
1954	5	0
1955	3	4
1956	2	0
1957	1	0
1958	2	0
1959	2	0
1960	1	0
1961	2	1
1962	0	9
1963	3	0
1964	1	0
1965	1	0
1966	1	0
1967	1	0
1968	4	0
1969	1	0
1970	1	0
1971	1	0
1972	6	1
1973	5	0
1974	4	1
1975	4	1
1976	1	0
1977	0	0
1978	0	4
1979	0	5
1980	1	0
1981	2	0
1982	2	0
1983	2	0
1984	1	0
1985	0	5
1986	6	0
1987	1	0
1988	0	5
1989	1	0
1990	2	2
1991	3	1
1992	1	0
1993	1	0
1994	3	0
1995	1	2
1996	5	0
1997	1	0
1998	1	1
1999	1	1
2000	1	1
2001	1	1
2002	2	0
2003	2	0
2004	2	0
2005	1	0
2006	1	0
2007	1	0
2008	3	0
2009	1	0
2010	1	1
2011	1	1
2012	2	3
2013	2	2
2014	2	2
2015	1	0
2016	2	3
2017	2	3
2018	6	1
2019	4	1
2020	1	0
2021	2	0
2022	1	0
2023	1	0
2024	4	0
2025	1	7
2026	1	0
2027	1	0
2028	1	0
2029	1	0
2030	1	0
2031	1	0
2032	1	0
2033	1	0
2034	1	0
2035	1	0
2036	1	0
2037	1	0
2038	1	0
2039	6	1
2040	6	1
2041	1	0
2042	1	0
2043	1	0
2044	1	0
2045	1	0
2046	2	0
2047	1	0
2048	1	0
2049	1	0
2050	1	0
2051	1	0
2052	1	0
2053	1	0
2054	1	3
2055	1	3
2056	2	0
2057	1	0
2058	1	0
2059	1	0
2060	1	0
2061	1	0
2062	1	0
2063	1	0
2064	1	0
2065	1	0
2066	1	0
2067	1	0
2068	1	0
2069	1	0
2070	1	0
2071	1	0
2072	1	0
2073	2	3
2074	1	0
2075	1	0
2076	5	0
2077	2	0
2078	5	0
2079	5	0
2080	4	0
2081	3	0
2082	1	0
2083	2	0
2084	3	0
2085	1	0
2086	1	0
2087	1	0
2088	9	0
2089	4	0
2090	1	0
2091	0	3
2092	2	0
2093	1	0
2094	4	0
2095	1	0
2096	3	1
2097	3	0
2098	3	2
2099	4	3
2100	1	0
2101	0	4
2102	0	4
2103	1	0
2104	4	3
2105	1	3
2106	3	0
2107	1	0
2108	4	2
2109	2	2
2110	0	1
2111	5	1
2112	4	0
2113	5	0
2114	5	0
2115	0	5
2116	4	1
2117	2	1
2118	2	0
2119	4	1
2120	1	0
2121	3	0
2122	3	0
2123	4	0
2124	4	0
