POS	exp01	exp10
180	2.564	2.237
181	2.277	1.918
182	2.277	1.918
183	3.639	5.151
184	3.639	5.151
185	6.373	9.777
186	2.094	1.391
187	1.866	1.106
188	1.866	1.106
189	3.477	2.486
190	1.866	1.106
191	1.866	1.106
192	3.67	4.588
193	2.094	1.391
194	1.866	1.106
195	5.274	2.259
196	1.866	1.106
197	9.799	10.21
198	3.67	4.588
199	2.094	1.391
200	1.866	1.106
201	1.866	1.106
202	3.477	2.486
203	1.378	3.041
204	3.39	5.117
205	5.406	6.55
206	7.375	3.865
207	3.522	4.862
208	2.313	2.049
209	2.277	1.918
210	2.277	1.918
211	11.86	12.89
212	5.141	4.157
213	6.449	5.055
214	6.881	4.944
215	2.688	2.978
216	2.485	1.926
217	5.293	4.899
218	7.073	6.405
219	1.352	2.99
220	1.481	0.3827
221	1.866	1.106
222	2.169	1.543
223	5.591	6.167
224	1.224	2.982
225	1.247	3.048
226	3.148	2.413
227	4.227	2.916
228	4.315	1.371
229	1.22	2.05
230	3.581	2.721
231	1.985	4.915
232	2.242	1.769
233	1.578	4.955
234	2.853	4.461
235	3.947	3.723
236	9.368	8.854
237	1.232	2.339
238	8.371	6.513
239	4.514	2.688
240	1.481	0.3827
241	2.674	0.589
242	9.032	8.606
243	4.864	3.233
244	3.382	5.026
245	3.905	2.691
246	2.563	3.148
247	1.481	0.3827
248	2.563	3.148
249	7.294	12.51
250	3.118	2.719
251	1.237	1.994
252	4.64	10.17
253	11.56	6.456
254	5.472	2.914
255	1.481	0.3827
256	6.602	11.14
257	2.693	1.238
258	4.837	1.528
259	2.788	1.344
260	2.701	7.286
261	4.511	4.577
262	10.25	10.44
263	4.192	6.245
264	2.094	1.391
265	5.593	6.544
266	6.742	7.616
267	5.201	5.529
268	6.346	11.38
269	2.626	3.206
270	2.169	1.543
271	3.661	4.034
272	2.242	1.769
273	2.693	1.238
274	4.699	7.973
275	7.222	6.119
276	2.755	1.655
277	1.294	2.046
278	1.374	1.997
279	2.159	2.773
280	1.29	4.016
281	6.87	7.261
282	7.238	11.38
283	3.258	4.671
284	3.941	5.203
285	1.686	1.573
286	1.204	2.029
287	1.384	4.969
288	5.356	3.135
289	4.773	3.656
290	2.492	1.569
291	4.022	2.289
292	5.446	2.268
293	7.324	4.378
294	1.481	0.3827
295	2.102	4.066
296	1.866	1.106
297	2.922	5.585
298	1.954	5.265
299	1.459	1.045
300	6.87	7.261
301	3.883	2.498
302	1.294	2.046
303	6.577	4.025
304	1.866	1.106
305	6.003	7.628
306	4.197	2.878
307	1.23	3.963
308	6.659	8.306
309	6.305	2.794
310	2.606	2.461
311	2.009	2.625
312	3.905	2.691
313	4.119	2.775
314	3.746	4.622
315	1.726	1.9
316	2.476	2.696
317	1.736	3.916
318	5.117	9.219
319	8.373	7.318
320	1.038	3.67
321	2.553	7.125
322	5.89	6.934
323	4.257	4.037
324	6.378	3.525
325	9.79	8.185
326	2.058	2.674
327	2.277	1.918
328	2.926	5.668
329	1.554	2.018
330	6.431	3.324
331	8.147	8.885
332	5.772	9.058
333	4.274	6.05
334	3.923	1.853
335	1.786	5.981
336	1.338	0.6736
337	4.867	4.436
338	1.583	3.041
339	5.382	10.17
340	2.784	5.661
341	4.545	8.721
342	5.307	6.575
343	4.448	4.485
344	2.607	2.056
345	3.14	3.498
346	3.027	4.416
347	1.459	1.045
348	1.459	1.045
349	1.994	1.445
350	1.796	2.015
351	2.768	4.16
352	1.459	1.045
353	2.848	2.963
354	5.784	4.123
355	5.47	3.541
356	2.693	1.238
357	7.037	6.99
358	1.564	4.003
359	1.705	3.009
360	8.837	7.588
361	1.331	3.982
362	9.032	8.606
363	6.577	4.025
364	1.237	4.908
365	1.459	1.045
366	1.338	0.6736
367	2.009	6.007
368	1.291	4.026
369	1.22	2.05
370	2.188	2.739
371	1.569	2.883
372	3.155	2.085
373	3.983	8.609
374	6.928	2.79
375	1.374	1.997
376	1.433	2.09
377	1.866	1.106
378	4.471	4.107
379	4.462	2.83
380	5.637	3.915
381	1.461	1.918
382	1.489	2.01
383	2.86	4.756
384	4.462	6.802
385	2.242	1.769
386	1.748	4.95
387	2.484	2.265
388	5.605	11.03
389	7.17	6.714
390	2.693	1.238
391	6.576	10.22
392	2.621	2.527
393	5.17	3.316
394	1.866	1.106
395	2.411	2.397
396	2.048	3.652
397	1.459	1.045
398	1.866	1.106
399	1.866	1.106
400	6.796	6.852
401	6.196	2.688
402	5.855	2.544
403	2.072	1.935
404	1.38	2.668
405	3.06	3.029
406	3.142	1.506
407	3.142	1.506
408	8.302	8.078
409	8.302	8.078
410	3.256	1.696
411	3.256	1.696
412	7.602	4.106
413	5.543	2.859
414	4.413	4.657
415	1.866	1.106
416	3.566	4.988
417	2.492	1.569
418	5.793	4.451
419	1.481	0.3827
420	2.712	0.6406
421	3.779	2.776
422	3.14	3.514
423	1.866	1.106
424	9.95	7.46
425	3.734	2.767
426	10.16	8.368
427	2.856	3.268
428	2.094	1.391
429	2.088	2.678
430	5.414	5.768
431	4.374	4.528
432	8.997	5.99
433	3.379	4.754
434	2.001	1.959
435	4.557	1.774
436	2.914	1.611
437	2.103	2.495
438	3.142	1.506
439	1.866	1.106
440	8.805	7.207
441	2.623	2.362
442	1.887	4.767
443	8.822	8.448
444	8.561	6.928
445	3.767	1.077
446	7.375	9.598
447	2.094	1.391
448	6.707	8.591
449	4.954	4.707
450	2.76	4.997
451	5.325	12.05
452	6.32	9.892
453	8.097	11.88
454	1.481	0.3827
455	9.032	9.157
456	4.04	4.771
457	11.84	10.02
458	11.76	11.45
459	7.751	6.73
460	2.476	2.696
461	9.127	4.545
462	4.684	10.01
463	7.987	6.202
464	2.122	1.593
465	2.094	1.391
466	4.467	2.363
467	7.477	7.001
468	5.239	4.807
469	7.423	6.35
470	4.631	6.977
471	4.936	7.678
472	10.32	10.71
473	2.094	1.391
474	5.038	3.68
475	7.47	8.287
476	3.343	2.664
477	1.645	2.834
478	6.965	7.221
479	2.648	1.34
480	2.497	3.304
481	5.816	4.474
482	8.318	7.637
483	9.266	5.407
484	2.307	3.013
485	7.999	6.406
486	9.235	10.57
487	5.052	2.719
488	5.052	2.719
489	5.052	2.719
490	6.451	2.498
491	5.538	6.143
492	7.646	4.416
493	1.406	2.956
494	3.77	9.674
495	2.327	2.991
496	10.12	5.769
497	1.785	4.152
498	3.59	2.882
499	4.032	3.066
500	2.564	2.237
501	1.459	1.045
502	8.718	8.398
503	1.22	2.05
504	8.803	7.16
505	4.088	3.632
506	7.12	4.69
507	7.371	8.285
508	5.086	4.996
509	1.866	1.106
510	10.2	8.194
511	8.317	5.294
512	6.531	4.271
513	3.89	4.308
514	2.072	1.935
515	12.56	8.905
516	8.58	10.09
517	11.8	10.05
518	5.815	9.62
519	5.996	8.885
520	0.9462	4.621
521	3.746	1.28
522	4.443	3.214
523	8.7	8.953
524	2.47	0.7937
525	2.621	2.527
526	4.032	3.066
527	4.743	3.334
528	4.235	2.658
529	1.733	2.101
530	2.058	2.674
531	8.24	9.04
532	3.493	4.976
533	1.481	0.3827
534	7.341	9.712
535	1.866	1.106
536	1.866	1.106
537	6.932	8.095
538	1.866	1.106
539	2.094	1.391
540	9.17	8.102
541	9.484	9.298
542	4.814	4.767
543	4.349	5.995
544	3.26	3.36
545	1.866	1.106
546	6.093	7.432
547	6.927	2.388
548	9.607	11.03
549	5.686	3.95
550	2.335	3.162
551	1.481	0.3827
552	4.266	2.781
553	1.559	4.748
554	1.247	3.048
555	4.454	2.872
556	4.878	5.362
557	2.277	1.918
558	9.149	3.664
559	1.338	0.6736
560	2.25	2.024
561	7.085	3.819
562	7.304	10.87
563	2.026	1.913
564	6.202	10.67
565	8.207	9.221
566	3.899	1.223
567	4.235	3.188
568	4.747	4.531
569	2.169	1.543
570	5.359	10.59
571	3.776	3.239
572	3.281	4.999
573	5.497	4.066
574	1.286	4.923
575	8.714	8.233
576	5.492	2.181
577	4.248	1.546
578	7.219	5.836
579	10.06	12.36
580	3.434	3.798
581	2.607	2.056
582	8.317	3.381
583	6.764	7.372
584	2.099	1.957
585	3.173	2.772
586	8.556	7.662
587	3.142	1.506
588	1.338	0.6736
589	7.327	13.52
590	7.04	13.51
591	7.327	13.52
592	6.14	3.749
593	5.545	3.08
594	4.881	4.917
595	5.686	3.228
596	5.424	5.057
597	7.705	4.885
598	7.955	9.091
599	5.814	4.749
600	6.822	8.859
601	5.259	4.115
602	6.889	6.233
603	4.071	4.963
604	3.522	4.862
605	10.34	9.25
606	2.169	1.543
607	2.058	2.674
608	4.74	4.205
609	5.228	7.512
610	2.666	0.8613
611	3.947	3.723
612	3.947	3.723
613	7.245	5.746
614	6.984	6.423
615	2.47	0.7937
616	2.607	2.056
617	7.724	7.892
618	8.569	9.368
619	6.941	3.399
620	1.481	0.3827
621	5.682	3.683
622	8.291	10.95
623	5.367	8.01
624	3.498	7.076
625	3.216	1.755
626	2.497	3.304
627	7.12	6.665
628	5.686	3.228
629	5.686	3.228
630	3.483	3.296
631	2.094	1.391
632	3.897	3.941
633	5.907	6.198
634	2.239	5.011
635	2.753	3.249
636	8.428	4.912
637	1.866	1.106
638	1.559	4.748
639	4.859	4.313
640	1.481	0.3827
641	4.502	2.701
642	7.11	4.996
643	1.866	1.106
644	3.956	2.515
645	2.094	1.391
646	1.866	1.106
647	2.415	5.605
648	6.831	6.525
649	4.886	6.386
650	2.566	3.183
651	5.685	1.634
652	1.486	4.959
653	7.586	7.133
654	8.082	9.673
655	7.73	3.765
656	8.67	6.084
657	2.169	1.543
658	2.497	3.304
659	9.158	9.177
660	1.729	6.156
661	5.272	1.43
662	8.558	4.472
663	1.483	6.054
664	4.333	3.652
665	8.208	3.095
666	3.604	5.494
667	3.999	2.74
668	3.905	2.691
669	3.82	3.182
670	2.815	3.242
671	7.796	7.763
672	1.516	3.098
673	5.015	8.874
674	6.955	8.592
675	1.481	0.3827
676	1.514	2.087
677	1.049	2.678
678	2.476	2.696
679	6.743	10.33
680	2.581	6.291
681	5.033	9.226
682	5.036	4.24
683	1.866	1.106
684	1.866	1.106
685	2.545	2.263
686	9.259	7.326
687	10.25	11.14
688	5.086	2.627
689	3.705	6.246
690	2.437	4.361
691	8.799	8.706
692	10.28	10.86
693	6.87	7.261
694	9.793	8.517
695	4.552	5.552
696	6.202	10.67
697	5.315	7.732
698	9.449	8.915
699	7.396	5.602
700	4.785	2.718
701	2.099	1.957
702	3.67	4.588
703	1.401	4.412
704	1.192	3.698
705	4.711	7.501
706	6.195	7.14
707	6.116	5.931
708	2.476	2.696
709	4.369	4.512
710	3.999	2.74
711	2.497	3.304
712	4.359	3.052
713	6.127	7.354
714	1.866	1.106
715	8.381	10.35
716	1.866	1.106
717	1.866	1.106
718	5.308	4.861
719	3.988	1.938
720	3.988	1.938
721	1.499	4.155
722	2.169	1.543
723	0.8226	1.901
724	2.619	4.044
725	1.348	3.63
726	6.814	7.375
727	3	3.308
728	2.566	2.862
729	4.156	3.531
730	3.712	2.495
731	1.866	1.106
732	5.814	4.749
733	9.051	15.52
734	6.822	8.859
735	7.589	7.374
736	6.661	9.934
737	1.285	2.953
738	4.749	1.557
739	4.315	1.371
740	6.312	8.848
741	1.481	0.3827
742	1.247	3.048
743	1.247	3.048
744	1.381	3.13
745	3.013	2.906
746	1.237	1.994
747	0.5296	2.763
748	1.483	6.054
749	2.564	2.237
750	1.247	3.048
751	1.24	4.641
752	1.237	2.066
753	1.247	3.048
754	7.523	8.113
755	6.048	9.557
756	2.988	1.493
757	3.291	2.372
758	5.447	5.329
759	3.999	3.377
760	3.999	3.377
761	5.362	5.081
762	1.866	1.106
763	1.866	1.106
764	3.142	1.506
765	2.657	2.286
766	3.524	4.609
767	8.819	7.768
768	5.853	3.643
769	1.866	1.106
770	3.84	2.005
771	1.481	0.3827
772	6.783	7.397
773	6.086	4.461
774	3.488	6.907
775	5.553	4.922
776	1.866	1.106
777	3.256	1.696
778	7.659	7.119
779	1.866	1.106
780	8.462	8.556
781	5.899	7.274
782	2.242	1.769
783	1.866	1.106
784	5.152	4.44
785	5.63	7.372
786	7.69	7.845
787	2.744	5.184
788	5.967	4.253
789	4.561	2.338
790	5.839	3.427
791	5.839	3.427
792	5.839	3.427
793	6.146	6.128
794	3.746	4.622
795	3.746	4.622
796	2.867	1
797	4.561	2.338
798	4.479	4.524
799	1.866	1.106
800	1.481	0.3827
801	1.207	2.835
802	1.459	1.045
803	1.459	1.045
804	4.576	4.147
805	1.481	0.3827
806	2.648	1.34
807	1.459	1.045
808	3.911	8.597
809	3.999	3.377
810	2.944	4.929
811	1.756	5.038
812	1.459	1.045
813	2.311	3.438
814	2.311	3.438
815	2.311	3.438
816	7.585	3.982
817	2.755	1.655
818	1.481	0.3827
819	4.896	2.667
820	1.866	1.106
821	1.459	1.045
822	2.594	1.688
823	6.852	6.6
824	10.07	9.503
825	2.497	3.304
826	1.463	2.023
827	1.459	1.045
828	1.481	0.3827
829	6.87	7.261
830	6.87	7.261
831	7.548	10.92
832	6.641	7.223
833	3.67	4.588
834	2.693	1.238
835	1.47	0.6519
836	2.693	1.238
837	3.011	0.9488
838	2.693	1.238
839	5.333	6.754
840	8.011	5.671
841	8.666	7.166
842	8.011	5.671
843	3.522	4.862
844	1.459	1.045
845	1.894	3.828
846	2.47	0.7937
847	2.47	0.7937
848	2.564	2.237
849	4.387	3.41
850	2.564	2.237
851	2.564	2.237
852	2.607	2.056
853	2.607	2.056
854	2.607	2.056
855	2.607	2.056
856	2.607	2.056
857	8.512	6.764
858	2.607	2.056
859	2.607	2.056
860	3.562	5.094
861	2.34	1.753
862	9.398	12.77
863	8.765	9.659
864	7.704	7.57
865	7.704	7.57
866	10.73	13.63
867	10.73	13.63
868	3.136	4.581
869	3.136	4.581
870	5.508	11.15
871	5.406	10.92
872	4.438	3.868
873	2.094	1.391
874	2.094	1.391
875	2.094	1.391
876	3.363	5.156
877	3.564	4.472
878	3.564	4.472
879	2.094	1.391
880	10.17	11.73
881	8.96	8.285
882	7.976	8.931
883	6.023	8.656
884	4.365	2.483
885	4.365	2.483
886	5.233	7.641
887	7.809	11.6
888	6.427	9.282
889	2.664	2.168
890	5.239	4.807
891	5.239	4.807
892	3.978	3.246
893	3.978	3.246
894	4.521	5.96
895	4.521	5.96
896	4.581	5.961
897	4.059	3.668
898	5.776	9.019
899	6.722	8.951
900	6.722	8.951
901	6.191	3.821
902	7.612	3.159
903	7.612	3.159
904	1.946	3.719
905	5.137	7.809
906	5.137	7.809
907	3.249	5.379
908	4.01	5.971
909	2.801	3.889
910	3.249	5.379
911	2.512	1.954
912	5.4	3.092
913	6.686	4.264
914	5.521	9.375
915	5.521	9.375
916	3.182	3.138
917	2.094	1.391
918	2.094	1.391
919	2.094	1.391
920	2.094	1.391
921	5.06	6.006
922	2.454	1.801
923	1.514	2.087
924	1.514	2.087
925	1.503	0.5208
926	1.489	2.01
927	7.519	8.687
928	7.824	5.811
929	9.297	9.473
930	2.358	1.742
931	2.02	3.499
932	9.115	7.92
933	2.664	2.048
934	2.27	5.143
935	4.172	4.725
936	4.561	2.338
937	1.596	0.5566
938	1.481	0.3827
939	4.13	1.301
940	7.195	2.641
941	1.459	1.045
942	1.481	0.3827
943	5.608	1.58
944	2.286	1.512
945	2.693	1.238
946	4.557	1.774
947	2.47	0.7937
948	3.014	1.255
949	3.011	0.9488
950	2.439	2.544
951	2.545	2.263
952	2.962	3.505
953	2.545	2.263
954	4.113	3.634
955	7.234	6.083
956	4.517	4.262
957	5.315	5.627
958	4.517	4.262
959	2.094	1.391
960	1.843	1.436
961	5.255	5.103
962	8.103	7.5
963	1.503	0.5208
964	1.866	1.106
965	3.074	4.286
966	2.277	1.918
967	2.277	1.918
968	2.277	1.918
969	5.899	7.274
970	5.553	4.922
971	2.242	1.769
972	3.385	1.993
973	2.242	1.769
974	7.11	4.996
975	7.486	5.037
976	3.59	2.882
977	9.321	8.626
978	1.478	2.993
979	1.866	1.106
980	3.283	3.893
981	1.481	0.3827
982	2.666	0.8613
983	1.47	0.6519
984	7.122	11.71
985	8.013	9.419
986	1.372	3.125
987	4.507	6.416
988	2.405	2.217
989	1.717	3.513
990	1.183	1.762
991	1.183	1.762
992	9.326	8.151
993	4.31	4.958
994	2.484	2.265
995	6.444	2.152
996	7.352	3.013
997	4.053	1.029
998	7.352	3.013
999	4.227	2.916
1000	1.372	3.125
1001	1.481	0.3827
1002	9.811	12.99
1003	10.23	9.615
1004	6.485	4.873
1005	4.446	6.684
1006	3.947	3.723
1007	4.398	9.835
1008	2.251	2.233
1009	7.352	3.013
1010	7.106	2.448
1011	2.47	0.7937
1012	1.162	0.7276
1013	1.459	1.045
1014	5.326	4.763
1015	6.744	6.603
1016	6.744	6.603
1017	10.51	8.064
1018	2.058	2.674
1019	6.353	6.982
1020	6.037	6.345
1021	3.788	5.053
1022	1.4	2.517
1023	1.47	0.6519
1024	2.058	2.674
1025	2.094	1.391
1026	6.146	8.297
1027	2.499	2.741
1028	2.099	1.957
1029	4.448	4.485
1030	2.674	3.779
1031	1.866	1.106
1032	6.398	6.151
1033	2.492	1.569
1034	1.596	0.5566
1035	7.417	9.177
1036	1.866	1.106
1037	1.866	1.106
1038	3.249	5.379
1039	3.249	5.379
1040	3.249	5.379
1041	3.249	5.379
1042	2.058	2.674
1043	4.961	5.592
1044	2.853	4.463
1045	2.853	4.463
1046	3.179	4.992
1047	6.029	7.321
1048	2.313	2.049
1049	5.762	9.857
1050	1.583	3.018
1051	1.952	4.156
1052	4.64	10.17
1053	4.398	5.817
1054	3.522	4.862
1055	1.433	2.09
1056	7.101	6.094
1057	4.135	2.747
1058	3.477	2.486
1059	4.449	3.825
1060	6.1	5.294
1061	4.697	10.93
1062	1.753	3.976
1063	7.147	6.46
1064	5.126	8.502
1065	5.296	5.24
1066	3.385	1.993
1067	1.866	1.106
1068	6.202	7.929
1069	1.866	1.106
1070	2.287	0.8654
1071	1.866	1.106
1072	2.541	1.921
1073	6.716	6.027
1074	1.866	1.106
1075	9.321	8.626
1076	2.242	1.769
1077	4.818	3.22
1078	10.15	6.101
1079	2.649	2.298
1080	2.649	2.298
1081	2.525	1.999
1082	4.315	3.805
1083	6.419	6.386
1084	2.557	3.446
1085	1.481	0.3827
1086	1.459	1.045
1087	1.866	1.106
1088	2.454	1.801
1089	4.586	5.272
1090	2.078	1.965
1091	1.866	1.106
1092	1.866	1.106
1093	2.094	1.391
1094	1.866	1.106
1095	1.866	1.106
1096	1.866	1.106
1097	2.681	5.164
1098	2.242	1.769
1099	1.866	1.106
1100	4.127	3.477
1101	2.806	3.912
1102	2.806	3.912
1103	4.884	5.533
1104	2.806	3.912
1105	3.522	4.862
1106	3.522	4.862
1107	2.607	2.056
1108	5.117	3.982
1109	5.117	3.982
1110	1.866	1.106
1111	1.866	1.106
1112	6.487	5.022
1113	2.775	5.314
1114	3.947	3.723
1115	1.481	0.3827
1116	3.983	3.681
1117	10.36	15.51
1118	8.704	13.92
1119	9.265	15.44
1120	2.915	3.987
1121	4.726	4.074
1122	1.866	1.106
1123	3.67	4.588
1124	5.553	4.922
1125	6.874	6.072
1126	3.016	2.266
1127	10.43	15.51
1128	7.327	13.52
1129	5.403	4.149
1130	5.158	4.474
1131	4.644	4.816
1132	2.108	2.15
1133	2.277	1.918
1134	3.385	1.993
1135	4.248	1.546
1136	5.346	5.3
1137	3.477	2.486
1138	2.313	2.049
1139	2.313	2.049
1140	2.313	2.049
1141	1.569	2.883
1142	1.481	0.3827
1143	5.567	3.677
1144	1.866	1.106
1145	4.032	3.066
1146	4.032	3.066
1147	2.553	5.178
1148	5.117	3.982
1149	5.117	3.982
1150	5.117	3.982
1151	5.117	3.982
1152	7.129	7.471
1153	7.859	6.794
1154	1.183	1.762
1155	2.094	1.391
1156	8.458	6.376
1157	1.459	1.045
1158	3.658	3.001
1159	2.001	1.959
1160	2.454	1.801
1161	2.454	1.801
1162	2.43	2.444
1163	1.866	1.106
1164	3.89	4.308
1165	2.094	1.391
1166	2.564	2.237
1167	2.564	2.237
1168	5.5	10.97
1169	2.108	2.15
1170	1.481	0.3827
1171	1.642	4.859
1172	6.385	5.75
1173	8.726	8.439
1174	5.553	2.125
1175	1.569	2.883
1176	3.435	5.934
1177	4.431	3.742
1178	1.866	1.106
1179	2.056	2.643
1180	1.503	0.5208
1181	5.207	5.054
1182	5.236	4.161
1183	1.866	1.106
1184	8.053	8.077
1185	6.142	10.33
1186	5.633	4.244
1187	1.866	1.106
1188	5.788	6.79
1189	2.094	1.391
1190	3.947	3.723
1191	2.867	4.171
1192	4.069	3.349
1193	6.103	8.161
1194	5.327	5.12
1195	1.459	1.045
1196	1.481	0.3827
1197	5.806	5.522
1198	6.417	6.458
1199	4.354	2.843
1200	2.622	3.56
1201	3.567	6.002
1202	1.481	0.3827
1203	2.961	2.58
1204	1.843	1.436
1205	2.648	1.34
1206	3.092	8.585
1207	2.094	1.391
1208	1.374	1.997
1209	2.358	1.742
1210	1.459	1.045
1211	1.459	1.045
1212	1.481	0.3827
1213	1.745	2.86
1214	1.866	1.106
1215	2.798	4.43
1216	3.95	2.486
1217	3.95	2.486
1218	2.094	1.391
1219	5.268	3.051
1220	5.869	4.533
1221	3.196	4.532
1222	2.088	2.678
1223	2.802	1.809
1224	1.459	1.045
1225	4.016	1.404
1226	1.481	0.3827
1227	5.173	2.306
1228	2.058	2.674
1229	6.519	5.535
1230	2.622	3.56
1231	2.056	2.643
1232	2.237	2.677
1233	1.459	1.045
1234	6.426	5.791
1235	2.545	2.263
1236	1.459	1.045
1237	4.974	4.376
1238	4.974	4.376
1239	4.974	4.376
1240	3.988	1.938
1241	3.523	4.387
1242	10.05	9.066
1243	6.895	5.199
1244	3.326	2.056
1245	2.853	4.463
1246	2.094	1.391
1247	2.088	2.678
1248	1.459	1.045
1249	1.998	3.003
1250	4.032	3.066
1251	1.994	1.445
1252	5.664	2.979
1253	3.142	1.506
1254	2.094	1.391
1255	2.094	1.391
1256	3.142	1.506
1257	4.34	1.647
1258	6.3	8.934
1259	4.588	2.494
1260	2.476	2.696
1261	2.783	3.884
1262	2.915	3.987
1263	3.027	4.416
1264	4.031	5.672
1265	4.681	4.943
1266	2.915	3.987
1267	2.915	3.987
1268	2.058	2.674
1269	5.534	3.874
1270	2.563	3.148
1271	2.476	2.696
1272	2.476	2.696
1273	2.806	3.912
1274	1.481	0.3827
1275	3.983	4.415
1276	3.027	4.416
1277	2.024	2.642
1278	1.503	0.5208
1279	7.527	5.31
1280	2.242	1.769
1281	10	11.9
1282	1.866	1.106
1283	4.722	4.768
1284	1.866	1.106
1285	4.449	3.825
1286	2.867	1
1287	6.069	4.283
1288	2.056	2.643
1289	3.746	4.622
1290	2.078	1.965
1291	5.553	2.125
1292	4.017	5.249
1293	3.523	4.387
1294	3.811	2.993
1295	2.03	1.299
1296	7.467	8.95
1297	1.459	1.045
1298	3.434	3.798
1299	2.43	2.444
1300	4.709	5.121
1301	2.806	3.912
1302	6.831	5.762
1303	1.866	1.106
1304	2.094	1.391
1305	2.094	1.391
1306	1.866	1.106
1307	1.866	1.106
1308	1.866	1.106
1309	5.207	4.523
1310	6.45	7.295
1311	6.45	7.295
1312	1.366	3.978
1313	3.956	2.515
1314	3.956	2.515
1315	2.277	1.918
1316	2.277	1.918
1317	2.783	3.884
1318	2.783	3.884
1319	2.094	1.391
1320	2.094	1.391
1321	2.094	1.391
1322	2.806	3.912
1323	2.806	3.912
1324	2.806	3.912
1325	4.448	4.485
1326	1.459	1.045
1327	2.277	1.918
1328	1.994	1.445
1329	2.806	3.912
1330	1.866	1.106
1331	5	3.61
1332	2.476	2.696
1333	1.481	0.3827
1334	2.094	1.391
1335	1.866	1.106
1336	5.397	5.456
1337	6.734	4.002
1338	3.388	2.151
1339	2.122	1.593
1340	3.197	3.859
1341	2.277	1.918
1342	7.24	10.93
1343	1.866	1.106
1344	2.001	1.959
1345	5.72	3.222
1346	6.639	5.218
1347	2.108	2.15
1348	2.277	1.918
1349	2.108	2.15
1350	2.108	2.15
1351	2.109	4.737
1352	7.861	9.035
1353	2.806	3.912
1354	3.291	2.372
1355	1.866	1.106
